"[0.008285032108016243, 6217.1806067045445, 11950496.398635421]","[0.015267946877513308, 21059.31291361809, 9902149.491075655]","[0.008809335954761448, 8727.494349851024, 11734545.363902556]","[0.010480865603205013, 6884.7945145449685, 11188018.500864945]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.008428677502676321, 5025.456831593148, 12951891.909468677]","[0.007924773554269755, 7079.366651463266, 13197693.191547733]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.015267946877513308, 21059.31291361809, 9902149.491075655]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.008428677502676321, 5025.456831593148, 12951891.909468677]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.00881145411084856, 8716.993220736644, 11636274.438931528]","[0.00850630960587783, 8715.986677137906, 11663367.05593111]","[0.00791788596082088, 6208.133969353123, 11899930.1983552]","[0.009458447550928326, 8681.395126088866, 11297579.626902003]","[0.009872088857100409, 6105.656717564587, 10796745.465553224]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00881145411084856, 8716.993220736644, 11636274.438931528]","[0.00791788596082088, 6208.133969353123, 11899930.1983552]","[0.009872088857100409, 6105.656717564587, 10796745.465553224]","[0.012557429183835865, 19463.312268327827, 9633835.262584599]","[0.008087937767004292, 6190.618786450237, 11663308.858411528]","[0.0075896779749960765, 4953.4721039488, 12222858.021887753]","[0.008887776090802523, 5345.668353927463, 10825671.746358976]","[0.0106037376417006, 6773.808427686316, 10087416.725745004]","[0.0076163412503440575, 7534.099795414148, 11644876.051623631]","[0.008655625504738316, 5419.289498555312, 11646833.149095874]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00791788596082088, 6208.133969353123, 11899930.1983552]","[0.012557429183835865, 19463.312268327827, 9633835.262584599]","[0.0075896779749960765, 4953.4721039488, 12222858.021887753]","[0.008887776090802523, 5345.668353927463, 10825671.746358976]","[0.0106037376417006, 6773.808427686316, 10087416.725745004]","[0.0076163412503440575, 7534.099795414148, 11644876.051623631]","[0.0077375607820281255, 5550.310360118884, 12210690.49732505]","[0.007945806817005541, 5367.733150100676, 11113704.16058097]","[0.009851687016996652, 6101.637585526502, 10763210.811133604]","[0.00876806558972814, 8655.00721136145, 10958411.5157821]","[0.0106037376417006, 6773.808427686316, 10087416.725745004]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012557429183835865, 19463.312268327827, 9633835.262584599]","[0.0075896779749960765, 4953.4721039488, 12222858.021887753]","[0.0106037376417006, 6773.808427686316, 10087416.725745004]","[0.0077375607820281255, 5550.310360118884, 12210690.49732505]","[0.007945806817005541, 5367.733150100676, 11113704.16058097]","[0.0106037376417006, 6773.808427686316, 10087416.725745004]","[0.007800280205470885, 7129.881311827233, 11107230.170555953]","[0.007127271530326867, 5799.865864528257, 11601456.219652941]","[0.0085682862488592, 5330.242300505683, 10761034.768141098]","[0.012219077571019227, 18926.364545179164, 9860225.711523881]","[0.008752262291859006, 6815.852532490635, 10536518.044559939]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012557429183835865, 19463.312268327827, 9633835.262584599]","[0.0075896779749960765, 4953.4721039488, 12222858.021887753]","[0.007945806817005541, 5367.733150100676, 11113704.16058097]","[0.007127271530326867, 5799.865864528257, 11601456.219652941]","[0.012219077571019227, 18926.364545179164, 9860225.711523881]","[0.007719722634978287, 4925.478453225085, 11928929.594961753]","[0.008264749193426516, 5262.7598278030655, 10047237.497124106]","[0.006917121895872852, 5600.38051887729, 11870654.490034427]","[0.007518215215402754, 6805.3836632191515, 10402594.654723445]","[0.007348336649865729, 5375.985965082134, 12356029.155532219]","[0.008107395665477803, 5340.773932580488, 10842966.327056807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012557429183835865, 19463.312268327827, 9633835.262584599]","[0.0075896779749960765, 4953.4721039488, 12222858.021887753]","[0.007127271530326867, 5799.865864528257, 11601456.219652941]","[0.012219077571019227, 18926.364545179164, 9860225.711523881]","[0.007719722634978287, 4925.478453225085, 11928929.594961753]","[0.008264749193426516, 5262.7598278030655, 10047237.497124106]","[0.006917121895872852, 5600.38051887729, 11870654.490034427]","[0.007518215215402754, 6805.3836632191515, 10402594.654723445]","[0.007348336649865729, 5375.985965082134, 12356029.155532219]","[0.007155618840535949, 7469.268052133242, 10964014.91360465]","[0.007431456947387681, 5331.33195576572, 10699397.042468483]","[0.016322944164712284, 23438.934163973237, 8396271.46428374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012557429183835865, 19463.312268327827, 9633835.262584599]","[0.007127271530326867, 5799.865864528257, 11601456.219652941]","[0.012219077571019227, 18926.364545179164, 9860225.711523881]","[0.007719722634978287, 4925.478453225085, 11928929.594961753]","[0.008264749193426516, 5262.7598278030655, 10047237.497124106]","[0.007518215215402754, 6805.3836632191515, 10402594.654723445]","[0.007431456947387681, 5331.33195576572, 10699397.042468483]","[0.016322944164712284, 23438.934163973237, 8396271.46428374]","[0.007716692597471659, 5083.176890363855, 12034358.767424822]","[0.00645210214017591, 5474.916309208686, 11815573.182976766]","[0.00743073285107606, 5381.832267098931, 11197184.367965525]","[0.007508604105767423, 4946.025366637183, 12184565.005459215]","[0.015725735570784025, 23517.119917489592, 9315708.35453188]","[0.006503137896087782, 6110.8819120086855, 10863104.272643734]","[0.00823454541796283, 5280.245365037808, 10214959.677301617]","[0.007298365218984078, 5281.982372098071, 11377802.43527936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012557429183835865, 19463.312268327827, 9633835.262584599]","[0.016322944164712284, 23438.934163973237, 8396271.46428374]","[0.01369544786536298, 19459.307379592232, 9681883.498516653]","[0.01501896176071657, 21032.844461191453, 9593612.060744345]","[0.014964357412079023, 21572.868384116842, 9254959.120111713]","[0.0063281707073599746, 3917.232813011111, 9790794.110688383]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.014964357412079023, 21572.868384116842, 9254959.120111713]","[0.0063281707073599746, 3917.232813011111, 9790794.110688383]","[0.007882872413656324, 6740.884267360789, 9702397.965991845]","[0.01250664758594408, 19431.808856753098, 9294415.152831404]","[0.015779534109616314, 23396.93548674252, 7735784.0376176005]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
