"[0.010034374511618, 6195.191191090572, 11625809.684642043]","[0.00920136629359983, 7555.116359999376, 11781929.620269207]","[0.0070088711640989305, 5594.83214201892, 11834944.731104996]","[0.009983548672154272, 7484.005627827947, 11067903.68271325]","[0.014696884776675159, 20500.19414617594, 10749068.085068677]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0070088711640989305, 5594.83214201892, 11834944.731104996]","[0.009983548672154272, 7484.005627827947, 11067903.68271325]","[0.014696884776675159, 20500.19414617594, 10749068.085068677]","[0.013903052256230244, 22389.332921618883, 10920947.801198326]","[0.011896188595807773, 8655.914907768209, 11057578.576973144]","[0.02081106999407057, 27119.26919114985, 10343893.49736001]","[0.015090321205230203, 20504.610825151223, 10717508.234136714]","[0.008558491179785549, 5396.794997191801, 11332337.571656754]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.016129789709608103, 20864.84239415116, 10066840.344818838]","[0.00679208199871929, 5373.9299526938175, 11176031.079508305]","[0.0082443047354159, 5289.32700745382, 10269208.133635698]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00679208199871929, 5373.9299526938175, 11176031.079508305]","[0.0082443047354159, 5289.32700745382, 10269208.133635698]","[0.01679204995635227, 17169.092569346154, 10099080.73217402]","[0.01597199776174029, 20859.880747412335, 9739066.821201665]","[0.0069043079339466224, 5339.423664562019, 10829806.54537358]","[0.01716303861786261, 20435.133256305275, 9975251.233780768]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00679208199871929, 5373.9299526938175, 11176031.079508305]","[0.0082443047354159, 5289.32700745382, 10269208.133635698]","[0.01679204995635227, 17169.092569346154, 10099080.73217402]","[0.01597199776174029, 20859.880747412335, 9739066.821201665]","[0.0069043079339466224, 5339.423664562019, 10829806.54537358]","[0.01716303861786261, 20435.133256305275, 9975251.233780768]","[0.00679208199871929, 5373.9299526938175, 11176031.079508305]","[0.018677315832610605, 27050.281066953194, 9422516.880993057]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00679208199871929, 5373.9299526938175, 11176031.079508305]","[0.0082443047354159, 5289.32700745382, 10269208.133635698]","[0.01597199776174029, 20859.880747412335, 9739066.821201665]","[0.0069043079339466224, 5339.423664562019, 10829806.54537358]","[0.00679208199871929, 5373.9299526938175, 11176031.079508305]","[0.018677315832610605, 27050.281066953194, 9422516.880993057]","[0.008484220201937164, 7034.5525961326275, 10088961.504960185]","[0.02124716170713187, 17197.748594503588, 9951695.482772207]","[0.014555137395801752, 20448.101742255796, 9852323.147885323]","[0.013926149081262055, 17657.543956691337, 9889463.660394004]","[0.00693355567020759, 5332.409589675967, 10768097.413399246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00679208199871929, 5373.9299526938175, 11176031.079508305]","[0.0082443047354159, 5289.32700745382, 10269208.133635698]","[0.01597199776174029, 20859.880747412335, 9739066.821201665]","[0.0069043079339466224, 5339.423664562019, 10829806.54537358]","[0.00679208199871929, 5373.9299526938175, 11176031.079508305]","[0.018677315832610605, 27050.281066953194, 9422516.880993057]","[0.008484220201937164, 7034.5525961326275, 10088961.504960185]","[0.02124716170713187, 17197.748594503588, 9951695.482772207]","[0.014555137395801752, 20448.101742255796, 9852323.147885323]","[0.013926149081262055, 17657.543956691337, 9889463.660394004]","[0.00693355567020759, 5332.409589675967, 10768097.413399246]","[0.009502296923801333, 6037.074981080164, 10051373.184775475]","[0.01780258665460842, 20843.88685419489, 9833698.92143196]","[0.00714039484488289, 5330.416882874383, 10737726.26969844]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.018677315832610605, 27050.281066953194, 9422516.880993057]","[0.013926149081262055, 17657.543956691337, 9889463.660394004]","[0.01686569296340206, 20415.643359713762, 9808571.451419022]","[0.013693433331710896, 20442.635992599597, 9896883.093176387]","[0.00671787842825887, 5251.441877564973, 9927385.245325228]","[0.009343429543516779, 6757.377096986226, 9910220.66438117]","[0.014425940694159924, 20749.172770435653, 9434821.447299555]","[0.013931077335057879, 20438.5854445099, 9724282.630944358]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00671787842825887, 5251.441877564973, 9927385.245325228]","[0.009253854521821321, 6738.360461576477, 9682719.228991251]","[0.010261375919227227, 6741.81378515386, 9681822.164193723]","[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.006688230910169614, 5653.927720154302, 12455801.864369087]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.007530109844551269, 5349.313072775431, 9333877.256159838]","[0.0067167628385310435, 5229.9174389251475, 9704260.827212969]","[0.006314740823419822, 4604.46217531805, 10644346.558782566]","[0.006412655681290562, 5232.929481177176, 9794296.227650983]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.007530109844551269, 5349.313072775431, 9333877.256159838]","[0.0067167628385310435, 5229.9174389251475, 9704260.827212969]","[0.006412655681290562, 5232.929481177176, 9794296.227650983]","[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.006234388588032815, 5337.003991789715, 10759502.272619966]","[0.008365536113002872, 6675.35431417183, 9071191.856384285]","[0.006249582708651915, 4574.967937622129, 10344748.094762303]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.007530109844551269, 5349.313072775431, 9333877.256159838]","[0.0067167628385310435, 5229.9174389251475, 9704260.827212969]","[0.006412655681290562, 5232.929481177176, 9794296.227650983]","[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.006249582708651915, 4574.967937622129, 10344748.094762303]","[0.006220353480551245, 4603.9569466552675, 10602110.300855685]","[0.008221187725790773, 5305.784561333739, 8892942.51346882]","[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.01445010991718131, 20285.520028444764, 8443187.73288803]","[0.0066269917299124365, 4909.8449213771455, 10277758.383020584]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.007530109844551269, 5349.313072775431, 9333877.256159838]","[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.006249582708651915, 4574.967937622129, 10344748.094762303]","[0.006220353480551245, 4603.9569466552675, 10602110.300855685]","[0.008221187725790773, 5305.784561333739, 8892942.51346882]","[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.01445010991718131, 20285.520028444764, 8443187.73288803]","[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.00630383701400321, 4513.494905163532, 9742731.855035087]","[0.00621814975988849, 5199.463502848947, 9464259.963075647]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.006220353480551245, 4603.9569466552675, 10602110.300855685]","[0.008221187725790773, 5305.784561333739, 8892942.51346882]","[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.01445010991718131, 20285.520028444764, 8443187.73288803]","[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.00630383701400321, 4513.494905163532, 9742731.855035087]","[0.00621814975988849, 5199.463502848947, 9464259.963075647]","[0.015530910997212084, 20294.568464230982, 8389252.160526395]","[0.006135387261454645, 4869.92256659885, 9933705.929648753]","[0.011683496536986242, 8431.432961017988, 8756782.943760384]","[0.006237482170799296, 4554.9737212619375, 10146081.535726655]","[0.00651638618502304, 5181.5133022008085, 9204223.350918155]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.006220353480551245, 4603.9569466552675, 10602110.300855685]","[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.01445010991718131, 20285.520028444764, 8443187.73288803]","[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.00630383701400321, 4513.494905163532, 9742731.855035087]","[0.00621814975988849, 5199.463502848947, 9464259.963075647]","[0.015530910997212084, 20294.568464230982, 8389252.160526395]","[0.006135387261454645, 4869.92256659885, 9933705.929648753]","[0.011683496536986242, 8431.432961017988, 8756782.943760384]","[0.006237482170799296, 4554.9737212619375, 10146081.535726655]","[0.00651638618502304, 5181.5133022008085, 9204223.350918155]","[0.006402008678599762, 5198.525408855046, 9354822.913175194]","[0.015561317406809817, 20262.075735071277, 8149824.870916097]","[0.00784967643775806, 5326.8031888393525, 9125002.085638378]","[0.007925869409883247, 5302.772634832498, 8853815.355957124]","[0.006318763224527985, 4774.641542410342, 9361604.121073028]","[0.014452240424855997, 20285.51860956236, 8443143.520346489]","[0.0059451985182892375, 4891.950690541321, 10119110.34263713]","[0.007565074573528962, 5328.747759518608, 9139815.92103359]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.01445010991718131, 20285.520028444764, 8443187.73288803]","[0.010541108508331676, 6649.2995896613775, 8825370.386906385]","[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.00630383701400321, 4513.494905163532, 9742731.855035087]","[0.00621814975988849, 5199.463502848947, 9464259.963075647]","[0.015530910997212084, 20294.568464230982, 8389252.160526395]","[0.006135387261454645, 4869.92256659885, 9933705.929648753]","[0.011683496536986242, 8431.432961017988, 8756782.943760384]","[0.015561317406809817, 20262.075735071277, 8149824.870916097]","[0.007925869409883247, 5302.772634832498, 8853815.355957124]","[0.006318763224527985, 4774.641542410342, 9361604.121073028]","[0.014452240424855997, 20285.51860956236, 8443143.520346489]","[0.0059451985182892375, 4891.950690541321, 10119110.34263713]","[0.007565074573528962, 5328.747759518608, 9139815.92103359]","[0.007925869409883247, 5302.772634832498, 8853815.355957124]","[0.006277122383680068, 4824.16285690406, 9854680.084193332]","[0.007565074573528962, 5328.747759518608, 9139815.92103359]","[0.007681932288522185, 5312.79396169801, 8967292.157064531]","[0.006309783877276542, 4791.671114833438, 9510630.913005508]","[0.006315497690119618, 4798.939592645378, 9156876.480314787]","[0.006054975899418635, 4539.488756591242, 9983369.828528343]","[0.005982072155679099, 4874.454374998704, 9926785.228685327]","[0.00836639301692882, 5164.339175893064, 9033729.83813941]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.01445010991718131, 20285.520028444764, 8443187.73288803]","[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.015530910997212084, 20294.568464230982, 8389252.160526395]","[0.006135387261454645, 4869.92256659885, 9933705.929648753]","[0.015561317406809817, 20262.075735071277, 8149824.870916097]","[0.014452240424855997, 20285.51860956236, 8443143.520346489]","[0.0059451985182892375, 4891.950690541321, 10119110.34263713]","[0.006054975899418635, 4539.488756591242, 9983369.828528343]","[0.005982072155679099, 4874.454374998704, 9926785.228685327]","[0.014452240424855997, 20285.51860956236, 8443143.520346489]","[0.010584888330723807, 6630.786791276014, 8626289.92686016]","[0.006235525627692627, 4714.159433056742, 8733485.24868906]","[0.006148276760606529, 4475.967060908922, 9315069.449385287]","[0.006135387261454645, 4869.92256659885, 9933705.929648753]","[0.005933506243730279, 4940.45750481639, 10569330.903347954]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.01445010991718131, 20285.520028444764, 8443187.73288803]","[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.015530910997212084, 20294.568464230982, 8389252.160526395]","[0.015561317406809817, 20262.075735071277, 8149824.870916097]","[0.014452240424855997, 20285.51860956236, 8443143.520346489]","[0.006054975899418635, 4539.488756591242, 9983369.828528343]","[0.014452240424855997, 20285.51860956236, 8443143.520346489]","[0.010584888330723807, 6630.786791276014, 8626289.92686016]","[0.006235525627692627, 4714.159433056742, 8733485.24868906]","[0.006148276760606529, 4475.967060908922, 9315069.449385287]","[0.005906747790192517, 4833.9482011998325, 9507377.514028547]","[0.015528482676452291, 20294.569883113385, 8389296.362913948]","[0.006148276760606529, 4475.967060908922, 9315069.449385287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.015561317406809817, 20262.075735071277, 8149824.870916097]","[0.006235525627692627, 4714.159433056742, 8733485.24868906]","[0.006148276760606529, 4475.967060908922, 9315069.449385287]","[0.005906747790192517, 4833.9482011998325, 9507377.514028547]","[0.006148276760606529, 4475.967060908922, 9315069.449385287]","[0.0064893210405882855, 4467.327123228268, 9644509.99695406]","[0.00593580926200785, 4503.025532512364, 9559705.376306882]","[0.005906776294880239, 4514.490960804828, 9735271.950277224]","[0.007837298403436206, 5249.758208628429, 8326766.735860421]","[0.005919482734586326, 4808.440713243769, 9295310.754072012]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006235525627692627, 4714.159433056742, 8733485.24868906]","[0.006148276760606529, 4475.967060908922, 9315069.449385287]","[0.006148276760606529, 4475.967060908922, 9315069.449385287]","[0.0064893210405882855, 4467.327123228268, 9644509.99695406]","[0.00593580926200785, 4503.025532512364, 9559705.376306882]","[0.005906776294880239, 4514.490960804828, 9735271.950277224]","[0.007837298403436206, 5249.758208628429, 8326766.735860421]","[0.007909267509016266, 5231.779242171111, 8137865.722390707]","[0.006148464946070612, 4473.941968157011, 9307763.816996122]","[0.006524315860087156, 4405.811904370402, 9037267.117568573]","[0.0058858249224201025, 4953.910573882192, 10720992.83675498]","[0.006229659171105539, 5170.956756685032, 9118951.828840332]","[0.006131357588392942, 4794.445697717897, 9142073.057559308]","[0.005891326642284462, 4800.957311938565, 9199395.436911715]","[0.006380965673366904, 5121.512077641147, 8587842.628125664]","[0.0059511446603716595, 4485.058593062607, 9403233.29980988]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006235525627692627, 4714.159433056742, 8733485.24868906]","[0.006148276760606529, 4475.967060908922, 9315069.449385287]","[0.006148276760606529, 4475.967060908922, 9315069.449385287]","[0.00593580926200785, 4503.025532512364, 9559705.376306882]","[0.005906776294880239, 4514.490960804828, 9735271.950277224]","[0.007837298403436206, 5249.758208628429, 8326766.735860421]","[0.007909267509016266, 5231.779242171111, 8137865.722390707]","[0.006148464946070612, 4473.941968157011, 9307763.816996122]","[0.006524315860087156, 4405.811904370402, 9037267.117568573]","[0.0058858249224201025, 4953.910573882192, 10720992.83675498]","[0.005891326642284462, 4800.957311938565, 9199395.436911715]","[0.006380965673366904, 5121.512077641147, 8587842.628125664]","[0.0059511446603716595, 4485.058593062607, 9403233.29980988]","[0.013999371968930387, 20306.59307561605, 7553704.517248247]","[0.006148746543678681, 5132.954718396514, 8731805.869585097]","[0.006294921452764171, 4447.496465001486, 9061113.717444671]","[0.006232206978018158, 4761.661166839507, 9241217.579914747]","[0.006092060365299101, 4777.342326867228, 8952018.18879522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006148276760606529, 4475.967060908922, 9315069.449385287]","[0.006148276760606529, 4475.967060908922, 9315069.449385287]","[0.007837298403436206, 5249.758208628429, 8326766.735860421]","[0.007909267509016266, 5231.779242171111, 8137865.722390707]","[0.006148464946070612, 4473.941968157011, 9307763.816996122]","[0.006524315860087156, 4405.811904370402, 9037267.117568573]","[0.005891326642284462, 4800.957311938565, 9199395.436911715]","[0.006380965673366904, 5121.512077641147, 8587842.628125664]","[0.0059511446603716595, 4485.058593062607, 9403233.29980988]","[0.013999371968930387, 20306.59307561605, 7553704.517248247]","[0.006148746543678681, 5132.954718396514, 8731805.869585097]","[0.006294921452764171, 4447.496465001486, 9061113.717444671]","[0.006092060365299101, 4777.342326867228, 8952018.18879522]","[0.00602599658615341, 4798.970583115704, 9158584.949285574]","[0.007949930021078867, 6577.93554087163, 8099068.050784845]","[0.005817672274144635, 4909.901492840045, 10284473.391934901]","[0.005862388860591568, 4817.449537600953, 9383193.189067313]","[0.006320627085351, 4406.511914018172, 8652771.198422438]","[0.005890836780795582, 4493.048427205944, 9523522.453679334]","[0.006151995333929793, 4709.227618035786, 8714041.774674824]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007837298403436206, 5249.758208628429, 8326766.735860421]","[0.007909267509016266, 5231.779242171111, 8137865.722390707]","[0.006524315860087156, 4405.811904370402, 9037267.117568573]","[0.005891326642284462, 4800.957311938565, 9199395.436911715]","[0.013999371968930387, 20306.59307561605, 7553704.517248247]","[0.006148746543678681, 5132.954718396514, 8731805.869585097]","[0.007949930021078867, 6577.93554087163, 8099068.050784845]","[0.005862388860591568, 4817.449537600953, 9383193.189067313]","[0.006320627085351, 4406.511914018172, 8652771.198422438]","[0.005890836780795582, 4493.048427205944, 9523522.453679334]","[0.006151995333929793, 4709.227618035786, 8714041.774674824]","[0.005947544759778479, 4418.019338946506, 8770649.162805159]","[0.007260719260765786, 5856.801513961425, 8258388.918999866]","[0.00852932057529481, 5231.724928428683, 8137780.6149168825]","[0.005889331507898122, 4800.957425249474, 9199133.961181926]","[0.006376359624497467, 4685.6125196535395, 8467173.442295061]","[0.0057221447871558286, 4859.935488311776, 9765647.79723756]","[0.014550922901672165, 20226.12450549736, 7683681.098118808]","[0.007837298403436206, 5249.758208628429, 8326766.735860421]","[0.005949469639955507, 4757.44820800421, 8762114.593371877]","[0.006327434282536602, 4692.712139289798, 8561708.919021733]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007909267509016266, 5231.779242171111, 8137865.722390707]","[0.005891326642284462, 4800.957311938565, 9199395.436911715]","[0.013999371968930387, 20306.59307561605, 7553704.517248247]","[0.007949930021078867, 6577.93554087163, 8099068.050784845]","[0.005890836780795582, 4493.048427205944, 9523522.453679334]","[0.005947544759778479, 4418.019338946506, 8770649.162805159]","[0.005889331507898122, 4800.957425249474, 9199133.961181926]","[0.0057221447871558286, 4859.935488311776, 9765647.79723756]","[0.014550922901672165, 20226.12450549736, 7683681.098118808]","[0.005949469639955507, 4757.44820800421, 8762114.593371877]","[0.005978161101048353, 4400.528295234496, 8581434.300139429]","[0.005821118964099718, 4801.924400439082, 9224027.81000485]","[0.005947544759778479, 4418.019338946506, 8770649.162805159]","[0.008132742444042287, 5201.217564454662, 7837653.654314327]","[0.006243190040801611, 4674.130435933947, 8320572.611067051]","[0.006203028284163022, 5074.447404252367, 8162716.139699409]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.013999371968930387, 20306.59307561605, 7553704.517248247]","[0.014550922901672165, 20226.12450549736, 7683681.098118808]","[0.005754472630187288, 4794.44030414725, 9141578.024963867]","[0.006131248838734223, 4325.500477111852, 7825231.472732883]","[0.013999371968930387, 20306.59307561605, 7553704.517248247]","[0.005882508588249683, 4786.2708715592335, 9491349.547051985]","[0.0056563963637389775, 4817.451137768649, 9364554.431035627]","[0.005883848479512627, 4352.044300265379, 8060592.239520235]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.013999371968930387, 20306.59307561605, 7553704.517248247]","[0.014550922901672165, 20226.12450549736, 7683681.098118808]","[0.005754472630187288, 4794.44030414725, 9141578.024963867]","[0.006131248838734223, 4325.500477111852, 7825231.472732883]","[0.013999371968930387, 20306.59307561605, 7553704.517248247]","[0.0056563963637389775, 4817.451137768649, 9364554.431035627]","[0.005883848479512627, 4352.044300265379, 8060592.239520235]","[0.005866394595288786, 4681.630809294958, 9490157.920677554]","[0.005869057432121881, 4385.552258128926, 8396103.675709564]","[0.005844198053212828, 4784.476440430406, 8986384.660380043]","[0.005827833405057182, 4781.945331373627, 9008094.026277697]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.013999371968930387, 20306.59307561605, 7553704.517248247]","[0.014550922901672165, 20226.12450549736, 7683681.098118808]","[0.005754472630187288, 4794.44030414725, 9141578.024963867]","[0.006131248838734223, 4325.500477111852, 7825231.472732883]","[0.013999371968930387, 20306.59307561605, 7553704.517248247]","[0.0056563963637389775, 4817.451137768649, 9364554.431035627]","[0.005883848479512627, 4352.044300265379, 8060592.239520235]","[0.005869057432121881, 4385.552258128926, 8396103.675709564]","[0.005825282391371525, 4622.104451395994, 8890157.013974335]","[0.0058506679405117565, 4756.4554871923265, 8748047.211904904]","[0.014550922901672165, 20226.12450549736, 7683681.098118808]","[0.005852994958341699, 4557.993770610466, 10196268.873952521]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.013999371968930387, 20306.59307561605, 7553704.517248247]","[0.005754472630187288, 4794.44030414725, 9141578.024963867]","[0.006131248838734223, 4325.500477111852, 7825231.472732883]","[0.013999371968930387, 20306.59307561605, 7553704.517248247]","[0.0056563963637389775, 4817.451137768649, 9364554.431035627]","[0.005883848479512627, 4352.044300265379, 8060592.239520235]","[0.005825282391371525, 4622.104451395994, 8890157.013974335]","[0.005845654629735285, 4367.539931546723, 8205232.9548216155]","[0.005664681658659031, 4454.550768919961, 9145976.047559617]","[0.014397838936618838, 20222.61039561343, 7613046.703118565]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
