"[0.00913730696726062, 6336.476194867861, 9714928.578452]","[0.005785512193555049, 4850.694451389167, 9836095.702560732]","[0.009507416418848677, 7239.518528043191, 9679673.970434599]","[0.008353519675970715, 5998.112668258056, 9723882.859611865]","[0.007229651781298884, 4027.6643811869358, 10898650.946252553]","[0.0108844983937735, 8452.364774427566, 8936482.506238235]","[0.0071686127768870594, 4551.35072173272, 10031821.785560086]","[0.006339960092952994, 4840.693807990495, 9762767.155469142]","[0.00955141415320269, 6275.932369805702, 9106447.067908922]","[0.005993188895232349, 4614.442832477422, 10720896.659884566]","[0.014317172253901308, 20533.224857503556, 7357070.946722604]","[0.007156494906767224, 4549.830402072662, 10048700.42509066]","[0.0070426978922118015, 4746.736504625008, 9881930.354247209]","[0.014578001581733975, 18713.469172540168, 8667356.24289245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005785512193555049, 4850.694451389167, 9836095.702560732]","[0.007229651781298884, 4027.6643811869358, 10898650.946252553]","[0.0108844983937735, 8452.364774427566, 8936482.506238235]","[0.0071686127768870594, 4551.35072173272, 10031821.785560086]","[0.006339960092952994, 4840.693807990495, 9762767.155469142]","[0.00955141415320269, 6275.932369805702, 9106447.067908922]","[0.005993188895232349, 4614.442832477422, 10720896.659884566]","[0.014317172253901308, 20533.224857503556, 7357070.946722604]","[0.007156494906767224, 4549.830402072662, 10048700.42509066]","[0.0070426978922118015, 4746.736504625008, 9881930.354247209]","[0.014578001581733975, 18713.469172540168, 8667356.24289245]","[0.009467315014619108, 5957.138122080573, 9237040.418387976]","[0.006839200432430803, 4761.720232585479, 10022809.483014852]","[0.006891609399989739, 4578.861822198539, 10354121.719007734]","[0.007392994874008562, 4745.165393264266, 9817984.269754928]","[0.01039547530193509, 8456.902526809588, 9032635.057408817]","[0.0076595181387494726, 4782.034698628652, 9376678.61276255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005785512193555049, 4850.694451389167, 9836095.702560732]","[0.007229651781298884, 4027.6643811869358, 10898650.946252553]","[0.0108844983937735, 8452.364774427566, 8936482.506238235]","[0.0071686127768870594, 4551.35072173272, 10031821.785560086]","[0.006339960092952994, 4840.693807990495, 9762767.155469142]","[0.00955141415320269, 6275.932369805702, 9106447.067908922]","[0.005993188895232349, 4614.442832477422, 10720896.659884566]","[0.014317172253901308, 20533.224857503556, 7357070.946722604]","[0.007156494906767224, 4549.830402072662, 10048700.42509066]","[0.0070426978922118015, 4746.736504625008, 9881930.354247209]","[0.006839200432430803, 4761.720232585479, 10022809.483014852]","[0.006891609399989739, 4578.861822198539, 10354121.719007734]","[0.007392994874008562, 4745.165393264266, 9817984.269754928]","[0.01039547530193509, 8456.902526809588, 9032635.057408817]","[0.007293552394506416, 4754.110862104912, 9113042.768665152]","[0.015178199912672594, 17789.165864948183, 8288872.873116966]","[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.0070529167533887405, 4055.640411455879, 11203869.83473397]","[0.013171869892759024, 17498.052057881945, 8607960.726397905]","[0.014561708603654857, 17170.372856736674, 8878197.210605038]","[0.007156494906767224, 4549.830402072662, 10048700.42509066]","[0.006931646293199357, 4828.177225821365, 9638916.810118493]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005785512193555049, 4850.694451389167, 9836095.702560732]","[0.006339960092952994, 4840.693807990495, 9762767.155469142]","[0.00955141415320269, 6275.932369805702, 9106447.067908922]","[0.014317172253901308, 20533.224857503556, 7357070.946722604]","[0.007293552394506416, 4754.110862104912, 9113042.768665152]","[0.015178199912672594, 17789.165864948183, 8288872.873116966]","[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.0059785156778033996, 4580.4509469558, 10368058.183483342]","[0.005785512193555049, 4850.694451389167, 9836095.702560732]","[0.007293552394506416, 4754.110862104912, 9113042.768665152]","[0.009588360266290598, 8407.944335412527, 8562026.951360285]","[0.0062495435766239844, 4845.658825198004, 9818998.672138667]","[0.00673109817753866, 4816.151087200296, 9478515.153724251]","[0.0065222070015925155, 3901.275023895897, 9602942.646327648]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005785512193555049, 4850.694451389167, 9836095.702560732]","[0.007293552394506416, 4754.110862104912, 9113042.768665152]","[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.0059785156778033996, 4580.4509469558, 10368058.183483342]","[0.005785512193555049, 4850.694451389167, 9836095.702560732]","[0.007293552394506416, 4754.110862104912, 9113042.768665152]","[0.009588360266290598, 8407.944335412527, 8562026.951360285]","[0.0065222070015925155, 3901.275023895897, 9602942.646327648]","[0.00730019517358601, 4739.108216566343, 8973578.763125647]","[0.006183698001518699, 4787.193900184262, 9214833.608007582]","[0.013473799405614773, 17306.17654894403, 8467680.458201326]","[0.009380054749265036, 5922.615936726261, 8908681.463141154]","[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.012807126097277835, 17703.697265828836, 7255694.068756148]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007293552394506416, 4754.110862104912, 9113042.768665152]","[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.0059785156778033996, 4580.4509469558, 10368058.183483342]","[0.007293552394506416, 4754.110862104912, 9113042.768665152]","[0.0065222070015925155, 3901.275023895897, 9602942.646327648]","[0.00730019517358601, 4739.108216566343, 8973578.763125647]","[0.013473799405614773, 17306.17654894403, 8467680.458201326]","[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.012807126097277835, 17703.697265828836, 7255694.068756148]","[0.006952660160366809, 4467.836575417488, 9209957.009979438]","[0.006320930231212254, 3905.780800993926, 9641876.230127424]","[0.013444747719815459, 17324.67039286328, 8557936.490029963]","[0.01506685471100396, 23161.97933067045, 6984549.213661875]","[0.008400681433731337, 5888.191305756542, 8558820.44538304]","[0.005943618226038173, 4757.300571276499, 8908046.093357924]","[0.013875545282867139, 16938.92461863041, 7916647.618449626]","[0.005685976723243253, 4831.18123152555, 9646921.707807345]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.0059785156778033996, 4580.4509469558, 10368058.183483342]","[0.0065222070015925155, 3901.275023895897, 9602942.646327648]","[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.012807126097277835, 17703.697265828836, 7255694.068756148]","[0.006320930231212254, 3905.780800993926, 9641876.230127424]","[0.01506685471100396, 23161.97933067045, 6984549.213661875]","[0.008400681433731337, 5888.191305756542, 8558820.44538304]","[0.005943618226038173, 4757.300571276499, 8908046.093357924]","[0.013875545282867139, 16938.92461863041, 7916647.618449626]","[0.005685976723243253, 4831.18123152555, 9646921.707807345]","[0.005605908903129087, 4845.682520589344, 9838795.166938972]","[0.009308339213816802, 5855.639186828916, 8231387.446203527]","[0.006346658397479331, 4414.870877866921, 8680037.60793682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.0065222070015925155, 3901.275023895897, 9602942.646327648]","[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.012807126097277835, 17703.697265828836, 7255694.068756148]","[0.006320930231212254, 3905.780800993926, 9641876.230127424]","[0.01506685471100396, 23161.97933067045, 6984549.213661875]","[0.005943618226038173, 4757.300571276499, 8908046.093357924]","[0.013875545282867139, 16938.92461863041, 7916647.618449626]","[0.005685976723243253, 4831.18123152555, 9646921.707807345]","[0.009308339213816802, 5855.639186828916, 8231387.446203527]","[0.006346658397479331, 4414.870877866921, 8680037.60793682]","[0.007203450632518473, 4381.8944003244005, 8360619.370510655]","[0.007082132700232642, 4692.597654193589, 8497960.336017406]","[0.005569094177480356, 4517.9507698454745, 9752834.539149027]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.0065222070015925155, 3901.275023895897, 9602942.646327648]","[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.006320930231212254, 3905.780800993926, 9641876.230127424]","[0.01506685471100396, 23161.97933067045, 6984549.213661875]","[0.005943618226038173, 4757.300571276499, 8908046.093357924]","[0.013875545282867139, 16938.92461863041, 7916647.618449626]","[0.009308339213816802, 5855.639186828916, 8231387.446203527]","[0.006346658397479331, 4414.870877866921, 8680037.60793682]","[0.007203450632518473, 4381.8944003244005, 8360619.370510655]","[0.007082132700232642, 4692.597654193589, 8497960.336017406]","[0.005569094177480356, 4517.9507698454745, 9752834.539149027]","[0.005644431767283584, 4789.182662360247, 9220978.969295684]","[0.0062589461276916685, 4014.2557280957244, 10761475.660759864]","[0.012488857463321065, 17284.51159654514, 7214636.215074545]","[0.006105298447910419, 4492.932121902168, 9472148.907399815]","[0.005506856137333012, 4579.965148882886, 10365527.451342719]","[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.013875545282867139, 16938.92461863041, 7916647.618449626]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.006320930231212254, 3905.780800993926, 9641876.230127424]","[0.005943618226038173, 4757.300571276499, 8908046.093357924]","[0.013875545282867139, 16938.92461863041, 7916647.618449626]","[0.006346658397479331, 4414.870877866921, 8680037.60793682]","[0.007203450632518473, 4381.8944003244005, 8360619.370510655]","[0.007082132700232642, 4692.597654193589, 8497960.336017406]","[0.005569094177480356, 4517.9507698454745, 9752834.539149027]","[0.005644431767283584, 4789.182662360247, 9220978.969295684]","[0.0062589461276916685, 4014.2557280957244, 10761475.660759864]","[0.012488857463321065, 17284.51159654514, 7214636.215074545]","[0.006105298447910419, 4492.932121902168, 9472148.907399815]","[0.005506856137333012, 4579.965148882886, 10365527.451342719]","[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.013875545282867139, 16938.92461863041, 7916647.618449626]","[0.014372619319133435, 20496.78450220263, 6929744.576917159]","[0.006235636478749296, 4252.708769306497, 10840405.89118213]","[0.006346658397479331, 4414.870877866921, 8680037.60793682]","[0.0062213052844715365, 4756.6722363456365, 8914520.047031475]","[0.008540446104657255, 5841.637611196751, 8117850.176586991]","[0.006320930231212254, 3905.780800993926, 9641876.230127424]","[0.006520944621142028, 3875.77551497939, 9358513.54293934]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006320930231212254, 3905.780800993926, 9641876.230127424]","[0.005943618226038173, 4757.300571276499, 8908046.093357924]","[0.013875545282867139, 16938.92461863041, 7916647.618449626]","[0.007203450632518473, 4381.8944003244005, 8360619.370510655]","[0.005644431767283584, 4789.182662360247, 9220978.969295684]","[0.0062589461276916685, 4014.2557280957244, 10761475.660759864]","[0.012488857463321065, 17284.51159654514, 7214636.215074545]","[0.006105298447910419, 4492.932121902168, 9472148.907399815]","[0.005506856137333012, 4579.965148882886, 10365527.451342719]","[0.013875545282867139, 16938.92461863041, 7916647.618449626]","[0.014372619319133435, 20496.78450220263, 6929744.576917159]","[0.0062213052844715365, 4756.6722363456365, 8914520.047031475]","[0.008540446104657255, 5841.637611196751, 8117850.176586991]","[0.006320930231212254, 3905.780800993926, 9641876.230127424]","[0.006454951429834928, 3859.2764547305947, 9177109.838721681]","[0.005644431767283584, 4789.182662360247, 9220978.969295684]","[0.006282217821020598, 4404.32597619001, 8587010.50727571]","[0.013106108747272749, 17688.12847142512, 7091145.534779824]","[0.00608325050206741, 4141.204561805737, 9671488.2296159]","[0.007202666017797991, 4396.394681675043, 8500699.075572144]","[0.005515477607700468, 4493.959867790534, 9502063.38942685]","[0.007078143120118128, 4684.049341840766, 8434251.55100699]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005943618226038173, 4757.300571276499, 8908046.093357924]","[0.007203450632518473, 4381.8944003244005, 8360619.370510655]","[0.005644431767283584, 4789.182662360247, 9220978.969295684]","[0.012488857463321065, 17284.51159654514, 7214636.215074545]","[0.005506856137333012, 4579.965148882886, 10365527.451342719]","[0.014372619319133435, 20496.78450220263, 6929744.576917159]","[0.005644431767283584, 4789.182662360247, 9220978.969295684]","[0.006282217821020598, 4404.32597619001, 8587010.50727571]","[0.013106108747272749, 17688.12847142512, 7091145.534779824]","[0.00608325050206741, 4141.204561805737, 9671488.2296159]","[0.007202666017797991, 4396.394681675043, 8500699.075572144]","[0.005515477607700468, 4493.959867790534, 9502063.38942685]","[0.007068399730276816, 4641.553471436177, 8010484.55436721]","[0.005943618226038173, 4757.300571276499, 8908046.093357924]","[0.006155954560781192, 3817.205880521585, 8770467.984988939]","[0.007202666017797991, 4396.394681675043, 8500699.075572144]","[0.005686900982280002, 4775.180647904642, 9076950.524854198]","[0.00608325050206741, 4141.204561805737, 9671488.2296159]","[0.008472879320122768, 5799.639042031449, 7691425.767266661]","[0.0060813890001358995, 4460.4448817782195, 9162289.342534304]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005943618226038173, 4757.300571276499, 8908046.093357924]","[0.012488857463321065, 17284.51159654514, 7214636.215074545]","[0.005506856137333012, 4579.965148882886, 10365527.451342719]","[0.014372619319133435, 20496.78450220263, 6929744.576917159]","[0.006282217821020598, 4404.32597619001, 8587010.50727571]","[0.013106108747272749, 17688.12847142512, 7091145.534779824]","[0.005515477607700468, 4493.959867790534, 9502063.38942685]","[0.007068399730276816, 4641.553471436177, 8010484.55436721]","[0.005943618226038173, 4757.300571276499, 8908046.093357924]","[0.006155954560781192, 3817.205880521585, 8770467.984988939]","[0.008472879320122768, 5799.639042031449, 7691425.767266661]","[0.014372619319133435, 20496.78450220263, 6929744.576917159]","[0.005958472501375536, 4106.711319809341, 9363404.918908892]","[0.0070432840808605495, 4356.385119543765, 8081704.189599503]","[0.005853856448634931, 4764.640627270648, 8984195.005887562]","[0.005515477607700468, 4493.959867790534, 9502063.38942685]","[0.012604477061769067, 17819.49206662319, 7081841.775208583]","[0.0055384695937152, 4450.970864410856, 9068774.895629149]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005943618226038173, 4757.300571276499, 8908046.093357924]","[0.012488857463321065, 17284.51159654514, 7214636.215074545]","[0.005506856137333012, 4579.965148882886, 10365527.451342719]","[0.014372619319133435, 20496.78450220263, 6929744.576917159]","[0.006282217821020598, 4404.32597619001, 8587010.50727571]","[0.013106108747272749, 17688.12847142512, 7091145.534779824]","[0.005515477607700468, 4493.959867790534, 9502063.38942685]","[0.007068399730276816, 4641.553471436177, 8010484.55436721]","[0.005943618226038173, 4757.300571276499, 8908046.093357924]","[0.006155954560781192, 3817.205880521585, 8770467.984988939]","[0.008472879320122768, 5799.639042031449, 7691425.767266661]","[0.014372619319133435, 20496.78450220263, 6929744.576917159]","[0.005958472501375536, 4106.711319809341, 9363404.918908892]","[0.0070432840808605495, 4356.385119543765, 8081704.189599503]","[0.005853856448634931, 4764.640627270648, 8984195.005887562]","[0.005515477607700468, 4493.959867790534, 9502063.38942685]","[0.012604477061769067, 17819.49206662319, 7081841.775208583]","[0.0055384695937152, 4450.970864410856, 9068774.895629149]","[0.01005939096341276, 8318.927919959533, 7627015.231472648]","[0.013023079594434137, 17700.611178561725, 7115607.72563068]","[0.006378643590358002, 4693.188410223797, 8262777.8668241445]","[0.008466175178739443, 5814.641687570018, 7828319.378711478]","[0.0065837332961681495, 3807.1955483217516, 8651610.641140148]","[0.006891869701642192, 4621.255491288814, 8584392.817503108]","[0.005712736973976691, 4405.68142402066, 9755077.895856416]","[0.014470732946322364, 20481.763851240783, 6830576.930374016]","[0.005816791767881214, 4440.858578861118, 9011164.461003095]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
