"[0.008285032108016243, 6217.1806067045445, 11950496.398635421]","[0.015267946877513308, 21059.31291361809, 9902149.491075655]","[0.008809335954761448, 8727.494349851024, 11734545.363902556]","[0.010480865603205013, 6884.7945145449685, 11188018.500864945]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.007858053775392096, 7597.26277792581, 12725359.420926256]","[0.00792381990109329, 7216.882869531729, 11947255.827879589]","[0.009484917091234368, 7103.909546688457, 10890426.827948164]","[0.007646792692877622, 7819.084536361986, 14780445.769844938]","[0.027260912756098613, 41406.14924332126, 9484777.880695384]","[0.010480865603205013, 6884.7945145449685, 11188018.500864945]","[0.00959077861240097, 7549.0602084302045, 12008708.330215007]","[0.016525693123704548, 18007.68225502694, 10530849.32922442]","[0.00859016827524712, 6969.762211668795, 12061699.520329526]","[0.018005697624818164, 18832.31250961349, 10441492.510611447]","[0.009776565421991172, 6199.043264701064, 11670344.227773113]","[0.01057818153058496, 6924.108556655162, 10566011.405176442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008285032108016243, 6217.1806067045445, 11950496.398635421]","[0.015267946877513308, 21059.31291361809, 9902149.491075655]","[0.008809335954761448, 8727.494349851024, 11734545.363902556]","[0.010480865603205013, 6884.7945145449685, 11188018.500864945]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.007858053775392096, 7597.26277792581, 12725359.420926256]","[0.00792381990109329, 7216.882869531729, 11947255.827879589]","[0.009484917091234368, 7103.909546688457, 10890426.827948164]","[0.007646792692877622, 7819.084536361986, 14780445.769844938]","[0.027260912756098613, 41406.14924332126, 9484777.880695384]","[0.010480865603205013, 6884.7945145449685, 11188018.500864945]","[0.016525693123704548, 18007.68225502694, 10530849.32922442]","[0.018005697624818164, 18832.31250961349, 10441492.510611447]","[0.009776565421991172, 6199.043264701064, 11670344.227773113]","[0.01057818153058496, 6924.108556655162, 10566011.405176442]","[0.017024005476903234, 17344.947591838827, 11261706.494259756]","[0.019293474176956323, 20561.45688861887, 11191573.580260912]","[0.016719089387759498, 22309.86575823162, 9215774.672845481]","[0.019304211755421533, 18123.37772621953, 10929992.807200398]","[0.008376643379256025, 4982.419521462313, 12521426.482146062]","[0.009613468340093233, 6969.199169893444, 11977334.556166846]","[0.008862327143615376, 7179.954031605873, 11625034.386553766]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008285032108016243, 6217.1806067045445, 11950496.398635421]","[0.015267946877513308, 21059.31291361809, 9902149.491075655]","[0.008809335954761448, 8727.494349851024, 11734545.363902556]","[0.010480865603205013, 6884.7945145449685, 11188018.500864945]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.007858053775392096, 7597.26277792581, 12725359.420926256]","[0.00792381990109329, 7216.882869531729, 11947255.827879589]","[0.009484917091234368, 7103.909546688457, 10890426.827948164]","[0.007646792692877622, 7819.084536361986, 14780445.769844938]","[0.010480865603205013, 6884.7945145449685, 11188018.500864945]","[0.016525693123704548, 18007.68225502694, 10530849.32922442]","[0.018005697624818164, 18832.31250961349, 10441492.510611447]","[0.009776565421991172, 6199.043264701064, 11670344.227773113]","[0.01057818153058496, 6924.108556655162, 10566011.405176442]","[0.016719089387759498, 22309.86575823162, 9215774.672845481]","[0.008376643379256025, 4982.419521462313, 12521426.482146062]","[0.008862327143615376, 7179.954031605873, 11625034.386553766]","[0.008781993095707943, 6874.734033778776, 11079899.057350853]","[0.007785644598395263, 7287.433169656423, 12670908.78063355]","[0.016390612170248234, 22120.143887000788, 10795885.820542043]","[0.017255446167813042, 21399.17543819316, 11052767.082104826]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008285032108016243, 6217.1806067045445, 11950496.398635421]","[0.015267946877513308, 21059.31291361809, 9902149.491075655]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.00792381990109329, 7216.882869531729, 11947255.827879589]","[0.009484917091234368, 7103.909546688457, 10890426.827948164]","[0.007646792692877622, 7819.084536361986, 14780445.769844938]","[0.016525693123704548, 18007.68225502694, 10530849.32922442]","[0.018005697624818164, 18832.31250961349, 10441492.510611447]","[0.009776565421991172, 6199.043264701064, 11670344.227773113]","[0.01057818153058496, 6924.108556655162, 10566011.405176442]","[0.016719089387759498, 22309.86575823162, 9215774.672845481]","[0.008376643379256025, 4982.419521462313, 12521426.482146062]","[0.008781993095707943, 6874.734033778776, 11079899.057350853]","[0.007785644598395263, 7287.433169656423, 12670908.78063355]","[0.009889810717504126, 6083.5391118557345, 10522121.367717845]","[0.007337268090442378, 6879.590903715557, 12376297.504268454]","[0.007976447081107577, 6542.557621019158, 11830491.404562794]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008285032108016243, 6217.1806067045445, 11950496.398635421]","[0.015267946877513308, 21059.31291361809, 9902149.491075655]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.00792381990109329, 7216.882869531729, 11947255.827879589]","[0.009484917091234368, 7103.909546688457, 10890426.827948164]","[0.018005697624818164, 18832.31250961349, 10441492.510611447]","[0.009776565421991172, 6199.043264701064, 11670344.227773113]","[0.016719089387759498, 22309.86575823162, 9215774.672845481]","[0.008376643379256025, 4982.419521462313, 12521426.482146062]","[0.008781993095707943, 6874.734033778776, 11079899.057350853]","[0.009889810717504126, 6083.5391118557345, 10522121.367717845]","[0.007337268090442378, 6879.590903715557, 12376297.504268454]","[0.007976447081107577, 6542.557621019158, 11830491.404562794]","[0.02023009306548101, 17349.714613849228, 10972565.780612968]","[0.009045756123718338, 7501.556869723503, 11289730.713501032]","[0.010285771581328674, 7490.557973939886, 11157013.456117885]","[0.0170011118617063, 21713.01651498186, 10767462.083716743]","[0.009132234538853298, 6591.916086568293, 12361516.987693977]","[0.008607365987863658, 7172.364993100956, 11489723.958021672]","[0.008370100872088627, 8773.59278610845, 12243170.145751618]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008285032108016243, 6217.1806067045445, 11950496.398635421]","[0.015267946877513308, 21059.31291361809, 9902149.491075655]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.00792381990109329, 7216.882869531729, 11947255.827879589]","[0.009484917091234368, 7103.909546688457, 10890426.827948164]","[0.018005697624818164, 18832.31250961349, 10441492.510611447]","[0.009776565421991172, 6199.043264701064, 11670344.227773113]","[0.016719089387759498, 22309.86575823162, 9215774.672845481]","[0.008376643379256025, 4982.419521462313, 12521426.482146062]","[0.008781993095707943, 6874.734033778776, 11079899.057350853]","[0.009889810717504126, 6083.5391118557345, 10522121.367717845]","[0.007337268090442378, 6879.590903715557, 12376297.504268454]","[0.007976447081107577, 6542.557621019158, 11830491.404562794]","[0.008607365987863658, 7172.364993100956, 11489723.958021672]","[0.018221607090963977, 22035.630168550942, 10801647.867406659]","[0.011891327546427261, 8664.95333492359, 11155973.5438062]","[0.008938893736468896, 7601.083955375838, 12555882.823549945]","[0.00885023103309798, 8808.900535553013, 12732741.891835824]","[0.01789356751387704, 25685.490589515288, 10801962.035800917]","[0.00951669062386774, 7165.797999444705, 11465670.866959818]","[0.01891943490847898, 16919.31655705161, 10427048.98159572]","[0.013152127060889134, 17121.406491368663, 11036343.132136455]","[0.00910990781540251, 7846.321567740199, 12196224.309417844]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008285032108016243, 6217.1806067045445, 11950496.398635421]","[0.015267946877513308, 21059.31291361809, 9902149.491075655]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.00792381990109329, 7216.882869531729, 11947255.827879589]","[0.009484917091234368, 7103.909546688457, 10890426.827948164]","[0.018005697624818164, 18832.31250961349, 10441492.510611447]","[0.009776565421991172, 6199.043264701064, 11670344.227773113]","[0.016719089387759498, 22309.86575823162, 9215774.672845481]","[0.008376643379256025, 4982.419521462313, 12521426.482146062]","[0.008781993095707943, 6874.734033778776, 11079899.057350853]","[0.009889810717504126, 6083.5391118557345, 10522121.367717845]","[0.007337268090442378, 6879.590903715557, 12376297.504268454]","[0.007976447081107577, 6542.557621019158, 11830491.404562794]","[0.008607365987863658, 7172.364993100956, 11489723.958021672]","[0.01891943490847898, 16919.31655705161, 10427048.98159572]","[0.008368954563827162, 7842.959965334952, 12095719.010885011]","[0.008824916234272845, 6198.562650907306, 11684935.532524996]","[0.01570788310381092, 21986.24290611742, 10455764.139066067]","[0.008807326672959602, 7455.585736670159, 10861830.33137478]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008285032108016243, 6217.1806067045445, 11950496.398635421]","[0.015267946877513308, 21059.31291361809, 9902149.491075655]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.00792381990109329, 7216.882869531729, 11947255.827879589]","[0.009484917091234368, 7103.909546688457, 10890426.827948164]","[0.018005697624818164, 18832.31250961349, 10441492.510611447]","[0.009776565421991172, 6199.043264701064, 11670344.227773113]","[0.016719089387759498, 22309.86575823162, 9215774.672845481]","[0.008376643379256025, 4982.419521462313, 12521426.482146062]","[0.008781993095707943, 6874.734033778776, 11079899.057350853]","[0.009889810717504126, 6083.5391118557345, 10522121.367717845]","[0.007337268090442378, 6879.590903715557, 12376297.504268454]","[0.007976447081107577, 6542.557621019158, 11830491.404562794]","[0.008607365987863658, 7172.364993100956, 11489723.958021672]","[0.01891943490847898, 16919.31655705161, 10427048.98159572]","[0.008824916234272845, 6198.562650907306, 11684935.532524996]","[0.008807326672959602, 7455.585736670159, 10861830.33137478]","[0.009598591223836512, 8631.55982720702, 10846791.97605218]","[0.009314083639744694, 6550.417783861707, 11866600.419690216]","[0.008582379193415448, 6918.820566252301, 11587433.957180554]","[0.011241519332961782, 8549.404819001204, 10009811.335944992]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008285032108016243, 6217.1806067045445, 11950496.398635421]","[0.015267946877513308, 21059.31291361809, 9902149.491075655]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.00792381990109329, 7216.882869531729, 11947255.827879589]","[0.009484917091234368, 7103.909546688457, 10890426.827948164]","[0.009776565421991172, 6199.043264701064, 11670344.227773113]","[0.016719089387759498, 22309.86575823162, 9215774.672845481]","[0.008376643379256025, 4982.419521462313, 12521426.482146062]","[0.008781993095707943, 6874.734033778776, 11079899.057350853]","[0.009889810717504126, 6083.5391118557345, 10522121.367717845]","[0.007337268090442378, 6879.590903715557, 12376297.504268454]","[0.007976447081107577, 6542.557621019158, 11830491.404562794]","[0.008607365987863658, 7172.364993100956, 11489723.958021672]","[0.008824916234272845, 6198.562650907306, 11684935.532524996]","[0.008807326672959602, 7455.585736670159, 10861830.33137478]","[0.009598591223836512, 8631.55982720702, 10846791.97605218]","[0.008582379193415448, 6918.820566252301, 11587433.957180554]","[0.011241519332961782, 8549.404819001204, 10009811.335944992]","[0.009499977200585619, 8631.404593441815, 10831984.41012894]","[0.008594046496703317, 7131.851012657034, 11108703.694092978]","[0.010483862362995353, 8613.419113242357, 10645633.646593202]","[0.008784696193779884, 6555.9551353535135, 11988661.664877852]","[0.008517078822347276, 6603.919623332533, 12520029.402776532]","[0.008683093804691082, 6972.278342515652, 12118799.2868901]","[0.008405703140484446, 7201.493543936519, 11779149.301934287]","[0.008919256305976215, 6928.6790903533665, 11641010.679825222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008285032108016243, 6217.1806067045445, 11950496.398635421]","[0.015267946877513308, 21059.31291361809, 9902149.491075655]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.00792381990109329, 7216.882869531729, 11947255.827879589]","[0.009484917091234368, 7103.909546688457, 10890426.827948164]","[0.009776565421991172, 6199.043264701064, 11670344.227773113]","[0.016719089387759498, 22309.86575823162, 9215774.672845481]","[0.008376643379256025, 4982.419521462313, 12521426.482146062]","[0.008781993095707943, 6874.734033778776, 11079899.057350853]","[0.009889810717504126, 6083.5391118557345, 10522121.367717845]","[0.007337268090442378, 6879.590903715557, 12376297.504268454]","[0.007976447081107577, 6542.557621019158, 11830491.404562794]","[0.008824916234272845, 6198.562650907306, 11684935.532524996]","[0.008807326672959602, 7455.585736670159, 10861830.33137478]","[0.008582379193415448, 6918.820566252301, 11587433.957180554]","[0.011241519332961782, 8549.404819001204, 10009811.335944992]","[0.009499977200585619, 8631.404593441815, 10831984.41012894]","[0.008594046496703317, 7131.851012657034, 11108703.694092978]","[0.008405703140484446, 7201.493543936519, 11779149.301934287]","[0.008312613428411985, 6928.005427536755, 12888201.9873956]","[0.009336234003325462, 6104.6684589129645, 10748472.157191398]","[0.008020887922198712, 7208.967844330081, 11877664.262207232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008285032108016243, 6217.1806067045445, 11950496.398635421]","[0.015267946877513308, 21059.31291361809, 9902149.491075655]","[0.008684007474398254, 5432.8055843612165, 11774735.861711467]","[0.00792381990109329, 7216.882869531729, 11947255.827879589]","[0.016719089387759498, 22309.86575823162, 9215774.672845481]","[0.008376643379256025, 4982.419521462313, 12521426.482146062]","[0.008781993095707943, 6874.734033778776, 11079899.057350853]","[0.009889810717504126, 6083.5391118557345, 10522121.367717845]","[0.007337268090442378, 6879.590903715557, 12376297.504268454]","[0.007976447081107577, 6542.557621019158, 11830491.404562794]","[0.008824916234272845, 6198.562650907306, 11684935.532524996]","[0.008807326672959602, 7455.585736670159, 10861830.33137478]","[0.008582379193415448, 6918.820566252301, 11587433.957180554]","[0.011241519332961782, 8549.404819001204, 10009811.335944992]","[0.008594046496703317, 7131.851012657034, 11108703.694092978]","[0.008405703140484446, 7201.493543936519, 11779149.301934287]","[0.009336234003325462, 6104.6684589129645, 10748472.157191398]","[0.010438717602968772, 8802.386182303098, 12542244.322607234]","[0.010783775870701595, 8650.382414841237, 11143100.177275602]","[0.009539695195789476, 8866.40974164636, 13264384.417044653]","[0.008788274390424528, 8869.907463216345, 13312977.683476318]","[0.009870467381890811, 8853.93938747429, 13116596.082930375]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
