"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007676107259582741, 6979.023422421811, 12114510.658892673]","[0.015876863567225473, 25280.64652465258, 9807432.15706024]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007351901030237015, 5543.607678018479, 11302537.54483365]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.00759931155456425, 4705.832077683139, 11675324.031295467]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015876863567225473, 25280.64652465258, 9807432.15706024]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007351901030237015, 5543.607678018479, 11302537.54483365]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.00759931155456425, 4705.832077683139, 11675324.031295467]","[0.015567387883958596, 18334.20453516578, 10037916.846778644]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.019539693519090132, 18342.698196693313, 10032993.049376775]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.00785048734358005, 7314.981734680223, 12972850.474092145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015876863567225473, 25280.64652465258, 9807432.15706024]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007351901030237015, 5543.607678018479, 11302537.54483365]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.00759931155456425, 4705.832077683139, 11675324.031295467]","[0.015567387883958596, 18334.20453516578, 10037916.846778644]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.019539693519090132, 18342.698196693313, 10032993.049376775]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.007064542636107947, 5027.049219859371, 11953888.998427577]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.007107155055936454, 5363.274343629753, 11016017.448267605]","[0.008311990245654386, 6122.129967880535, 10981573.593735378]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.008518781636442006, 6679.466747112236, 10385834.136761816]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015876863567225473, 25280.64652465258, 9807432.15706024]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.00759931155456425, 4705.832077683139, 11675324.031295467]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.007064542636107947, 5027.049219859371, 11953888.998427577]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.007107155055936454, 5363.274343629753, 11016017.448267605]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.00894907180247918, 6792.278988642905, 10280709.296871841]","[0.009219592404183711, 6053.609360950766, 10285841.913101329]","[0.008425172798285106, 6889.47687381477, 12430540.270291504]","[0.015251193984804843, 20770.752517661833, 9990807.9827623]","[0.00795879762053021, 7510.560876127176, 11699627.796739742]","[0.008626752344269399, 6088.080032635995, 10646544.593362138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015876863567225473, 25280.64652465258, 9807432.15706024]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.00759931155456425, 4705.832077683139, 11675324.031295467]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.007064542636107947, 5027.049219859371, 11953888.998427577]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.007107155055936454, 5363.274343629753, 11016017.448267605]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.015251193984804843, 20770.752517661833, 9990807.9827623]","[0.018039980804287044, 23553.39459233199, 10065667.61709679]","[0.007612558609921654, 6879.728630046695, 11088564.178211238]","[0.014334941386974878, 19876.199545660475, 10097592.777743287]","[0.015917382237516424, 21692.736974262618, 10079516.404710624]","[0.009115343114624539, 6799.288344774363, 10314408.46113513]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015876863567225473, 25280.64652465258, 9807432.15706024]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.00759931155456425, 4705.832077683139, 11675324.031295467]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.007064542636107947, 5027.049219859371, 11953888.998427577]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.007107155055936454, 5363.274343629753, 11016017.448267605]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.015251193984804843, 20770.752517661833, 9990807.9827623]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015876863567225473, 25280.64652465258, 9807432.15706024]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.015251193984804843, 20770.752517661833, 9990807.9827623]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.00953530796916306, 7416.514544353593, 10672648.057501797]","[0.01467733845252276, 18482.106808585755, 9586071.87892609]","[0.01383967841696677, 17867.87630040468, 10661748.294914983]","[0.008728338914355916, 7535.502646150614, 11795939.23965897]","[0.009293184589109603, 6129.1468074539835, 11078478.627538305]","[0.00823856644070834, 7612.0496454978875, 12519052.115969209]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.01467733845252276, 18482.106808585755, 9586071.87892609]","[0.01629096319180662, 17154.628747256993, 10166891.704769095]","[0.02138139943427618, 32930.467364600714, 9385502.899850067]","[0.008111928236496181, 7171.8473180027895, 11529145.032598369]","[0.01577231400056402, 19171.046989512164, 10166215.974699285]","[0.014137063374505163, 18035.339137477116, 11412877.8059806]","[0.015824823860189803, 18028.05245472425, 10920226.313983569]","[0.014236403734849246, 19220.15975307817, 11046491.978469549]","[0.009394445373422822, 6193.128725970574, 11756041.0678948]","[0.014898488556028239, 20247.03451227454, 9403583.59998181]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.01467733845252276, 18482.106808585755, 9586071.87892609]","[0.014898488556028239, 20247.03451227454, 9403583.59998181]","[0.014495014523388994, 19102.556500817285, 9223371.787558652]","[0.008083024092025007, 7042.9556101175785, 10237462.288470231]","[0.0089470451898123, 6032.660882566177, 10033978.973397192]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.01467733845252276, 18482.106808585755, 9586071.87892609]","[0.014495014523388994, 19102.556500817285, 9223371.787558652]","[0.0089470451898123, 6032.660882566177, 10033978.973397192]","[0.009185377863615618, 7538.503367905864, 11680054.924493795]","[0.009786079103929436, 7173.919444045444, 11584869.039687278]","[0.010023204528493977, 7425.9783858688315, 10560089.843291216]","[0.02298245834718344, 17360.362933908884, 10466273.866854468]","[0.009915673172452106, 7483.078903261425, 11347899.074699335]","[0.014143554582396278, 17989.121116397415, 10346111.268329542]","[0.012877997488936614, 19062.72761035641, 9445197.447036244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
