"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.01467733845252276, 18482.106808585755, 9586071.87892609]","[0.014495014523388994, 19102.556500817285, 9223371.787558652]","[0.0089470451898123, 6032.660882566177, 10033978.973397192]","[0.012877997488936614, 19062.72761035641, 9445197.447036244]","[0.015869808508237566, 17963.109110060344, 10278202.661103843]","[0.015187226609607954, 17826.89906421614, 10308842.617509805]","[0.013888063203643011, 19171.670357720683, 10539348.65644591]","[0.010232246004006523, 7488.513911482622, 11411838.485245828]","[0.01709494430444556, 17949.621133575693, 9981478.546210086]","[0.01643666923910201, 19117.173471533944, 9984062.38036765]","[0.014510014520042743, 17958.050766182587, 10425742.539186765]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.01467733845252276, 18482.106808585755, 9586071.87892609]","[0.014495014523388994, 19102.556500817285, 9223371.787558652]","[0.0089470451898123, 6032.660882566177, 10033978.973397192]","[0.012877997488936614, 19062.72761035641, 9445197.447036244]","[0.01879142647443663, 18354.687020618774, 10341948.482676875]","[0.01935224859021752, 17556.42848412413, 12383458.514337825]","[0.014645413195301946, 17879.906912941566, 10907986.300213683]","[0.014316174305908239, 17933.416880834604, 10672767.20338475]","[0.02398508790105076, 36591.57780003377, 9298027.784584228]","[0.015994791632424347, 21158.789606362974, 10311009.745885395]","[0.01400920340014099, 18090.915025549744, 11916304.031624094]","[0.02147610669789072, 17496.410623749143, 11774323.173082963]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.01467733845252276, 18482.106808585755, 9586071.87892609]","[0.014495014523388994, 19102.556500817285, 9223371.787558652]","[0.0089470451898123, 6032.660882566177, 10033978.973397192]","[0.012877997488936614, 19062.72761035641, 9445197.447036244]","[0.013923851748477937, 17888.957069405846, 10111584.954588939]","[0.01551383948836235, 17520.43198423361, 11967842.193152048]","[0.015663865511466993, 17841.334370874338, 10529405.722724142]","[0.013090718242270828, 17935.921757975462, 11323117.296622593]","[0.014019283296379808, 19124.207973266424, 9967169.81994357]","[0.013613759196585081, 18215.32153791931, 10875935.871254278]","[0.015021592263241318, 19106.240433150942, 9792373.912890589]","[0.016161757708895483, 17478.918005882824, 11628360.175413618]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.01467733845252276, 18482.106808585755, 9586071.87892609]","[0.014495014523388994, 19102.556500817285, 9223371.787558652]","[0.0089470451898123, 6032.660882566177, 10033978.973397192]","[0.012877997488936614, 19062.72761035641, 9445197.447036244]","[0.014723081805259497, 18595.07451512941, 10726110.835892642]","[0.014405081460197337, 20249.483802848463, 9272664.93435414]","[0.015532325595180514, 17821.843925668065, 10241703.045627387]","[0.018986570828103004, 17156.386207979183, 12823421.300729303]","[0.013275683269558932, 19366.162828019413, 11710836.997230483]","[0.014374075803466052, 19029.08992056667, 11095930.608431818]","[0.015415660898955593, 17898.870784268038, 11034596.284763454]","[0.013817934507200836, 19355.21718251846, 12437466.46068093]","[0.01458582795561373, 19221.88861798408, 9903980.595287789]","[0.014916774161505955, 18062.637449527872, 11035962.893297583]","[0.01746430121752376, 17489.39114918191, 11647294.079105906]","[0.019655826408449633, 17010.373845289625, 11167295.418019177]","[0.01560645212469139, 17336.225431771476, 12117818.589681856]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.01467733845252276, 18482.106808585755, 9586071.87892609]","[0.014495014523388994, 19102.556500817285, 9223371.787558652]","[0.0089470451898123, 6032.660882566177, 10033978.973397192]","[0.012877997488936614, 19062.72761035641, 9445197.447036244]","[0.014405081460197337, 20249.483802848463, 9272664.93435414]","[0.01355195195378794, 18768.739238464426, 9749770.31894522]","[0.01904626947793914, 21974.12680077904, 9602297.191198736]","[0.016775368528598667, 17105.940429774826, 12314172.320926884]","[0.016330538393680923, 18174.763645201772, 10637409.614612728]","[0.018313703910412777, 18371.161690954945, 10540897.583551258]","[0.014189619605775078, 17597.400912831774, 10698928.777358208]","[0.01854444654578035, 17472.92149858174, 11713470.80830481]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.01467733845252276, 18482.106808585755, 9586071.87892609]","[0.014495014523388994, 19102.556500817285, 9223371.787558652]","[0.0089470451898123, 6032.660882566177, 10033978.973397192]","[0.012877997488936614, 19062.72761035641, 9445197.447036244]","[0.014405081460197337, 20249.483802848463, 9272664.93435414]","[0.01355195195378794, 18768.739238464426, 9749770.31894522]","[0.015990488517657584, 17959.610833350875, 10125349.030487077]","[0.017187856775480383, 17426.413603206867, 11085223.437517356]","[0.015383851026927173, 17953.88504493301, 11844170.952661855]","[0.016436570188022494, 17938.363703892206, 11545139.929861868]","[0.01587865869486081, 17968.38978198957, 11726987.171702482]","[0.00791369971463625, 7555.023805988503, 11891460.635504575]","[0.013708506287407492, 18052.350419712813, 9289145.367726367]","[0.016741521353012857, 21157.442919195735, 9204252.23799771]","[0.016604010912020985, 20678.753422749527, 9235590.792791799]","[0.01802771706365035, 17031.930165146463, 11471412.35564021]","[0.019605910846657942, 17362.988730653407, 10293430.043549918]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.018188135954391043, 20688.232785358865, 9168828.732749835]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.014495014523388994, 19102.556500817285, 9223371.787558652]","[0.0089470451898123, 6032.660882566177, 10033978.973397192]","[0.012877997488936614, 19062.72761035641, 9445197.447036244]","[0.014405081460197337, 20249.483802848463, 9272664.93435414]","[0.01355195195378794, 18768.739238464426, 9749770.31894522]","[0.013708506287407492, 18052.350419712813, 9289145.367726367]","[0.016741521353012857, 21157.442919195735, 9204252.23799771]","[0.014203769506838658, 18993.676831101086, 8684746.773610916]","[0.010156133298365158, 7436.995973551219, 10649926.948612584]","[0.013719478671870561, 18925.064599223588, 9857508.644374477]","[0.008064271461475451, 7511.095943579089, 11627430.776680006]","[0.008747073950580055, 6103.155900480866, 10766300.381462237]","[0.016154859047327483, 18220.436858536894, 10562135.621755727]","[0.017699166472080315, 18157.279605116222, 10428242.040151246]","[0.014639998646347064, 17846.934586040035, 10646432.115611102]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.014549333690856031, 17960.649250157323, 10021703.677848084]","[0.016060914912884854, 17891.174075011582, 9433216.045082795]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.0089470451898123, 6032.660882566177, 10033978.973397192]","[0.012877997488936614, 19062.72761035641, 9445197.447036244]","[0.01355195195378794, 18768.739238464426, 9749770.31894522]","[0.013708506287407492, 18052.350419712813, 9289145.367726367]","[0.014203769506838658, 18993.676831101086, 8684746.773610916]","[0.008382059722561916, 5968.692321191529, 9428573.805181932]","[0.00831801584240368, 7466.042544140153, 11033516.908179875]","[0.00784396168379504, 7510.0991338954445, 11689992.00031754]","[0.008359084782066513, 6001.685511552983, 9794133.871016614]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.013708506287407492, 18052.350419712813, 9289145.367726367]","[0.014203769506838658, 18993.676831101086, 8684746.773610916]","[0.008382059722561916, 5968.692321191529, 9428573.805181932]","[0.008359084782066513, 6001.685511552983, 9794133.871016614]","[0.007865997935555145, 6134.681798418701, 11115793.054968055]","[0.008704564089855722, 7362.1131309289185, 10163544.942824699]","[0.008778757011765233, 6019.144594314468, 9930216.594268745]","[0.008792382774916731, 5988.1647569892775, 9603341.94231806]","[0.008326382597067812, 6081.139181372604, 10582883.921647517]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.006998705239494408, 3793.2321639209085, 10457327.59887447]","[0.013708506287407492, 18052.350419712813, 9289145.367726367]","[0.014203769506838658, 18993.676831101086, 8684746.773610916]","[0.008382059722561916, 5968.692321191529, 9428573.805181932]","[0.008359084782066513, 6001.685511552983, 9794133.871016614]","[0.01686388492333983, 17922.64097322368, 9679402.162915878]","[0.007261893164685168, 6243.081447656983, 12242182.50493849]","[0.008795977219066149, 6009.588483412532, 9820670.650726069]","[0.007841690663209947, 6094.6741102468695, 10752233.226696773]","[0.007492563098170083, 6116.205424377367, 10917854.401356995]","[0.008046088688728775, 6043.686444948378, 10174995.619264226]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
