"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.015544519324328555, 18271.042343558973, 10091376.273385324]","[0.010812225363477097, 8570.002946634548, 10176369.89566594]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.015555122541237587, 17763.935590813348, 10131044.063525818]","[0.016348962170923315, 17021.464763563614, 10167740.862069791]","[0.010467938832402386, 8570.0080472005, 10176761.598830938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.016339929676725557, 17769.90598932226, 10173839.760087807]","[0.011692748204383367, 8573.455064568241, 10227264.315960117]","[0.016012431081567, 17767.414603280326, 10198363.362031983]","[0.016136147686821874, 17767.41349153566, 10197672.989656202]","[0.016484028773494364, 17021.46365181895, 10167050.491882972]","[0.016136147686821874, 17767.41349153566, 10197672.989656202]","[0.01621308081005551, 17769.90710106692, 10174530.12933069]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.010682262291038162, 8588.007693233845, 10356604.585652065]","[0.015702520051095546, 17745.871174302436, 10030562.31742006]","[0.01080606112140402, 8570.005203120296, 10176505.35895005]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.011326944962739859, 8555.432282623955, 10047739.11626773]","[0.012177268978754851, 8555.396471482118, 10047010.800121779]","[0.010770791673675941, 8569.975140987981, 10176310.488515556]","[0.010460867082332785, 8602.941512080628, 10486382.128352001]","[0.015413311673499097, 17745.871407930237, 10030615.333589911]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.010597976088843922, 8587.989190633254, 10357247.658303797]","[0.011299372036457873, 8557.416396857354, 10075770.531818742]","[0.010770791673675941, 8569.975140987981, 10176310.488515556]","[0.01030079125411323, 8589.999345706912, 10385225.220808834]","[0.010597976088843922, 8587.989190633254, 10357247.658303797]","[0.015540009332073846, 17712.915778208735, 9687541.1199518]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.01075683655683168, 8563.973315074529, 10162421.047037067]","[0.00997305379063839, 8603.014328423647, 10485824.03241525]","[0.011230227476608724, 8558.430711908328, 10083459.490950907]","[0.009899549295840665, 8602.995825823056, 10486467.152390156]","[0.0101276381732472, 8589.999579334713, 10385278.238927381]","[0.010467714538600573, 8587.93886654206, 10356657.615116702]","[0.010532891279288244, 8563.982851748306, 10163176.590859713]","[0.01117914716372106, 8561.981662601462, 10133815.793996785]","[0.0101276381732472, 8589.999579334713, 10385278.238927381]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.009737613959276026, 8573.49189446836, 10212936.95992958]","[0.009763930139363615, 8560.505184653794, 10112361.89445886]","[0.010254839774939798, 8535.972763809059, 9816511.601849465]","[0.009958218637764799, 8560.495647980017, 10111606.367025038]","[0.009726874894414095, 8608.521691194974, 10566299.784657406]","[0.010499797020973029, 8522.976517320716, 9715075.271026]","[0.009726874894414095, 8608.521691194974, 10566299.784657406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.009524877045973369, 8508.463931009293, 9571239.04141226]","[0.009063838316201412, 8575.539859117964, 10241822.534023551]","[0.009063838316201412, 8575.539859117964, 10241822.534023551]","[0.00958576376616358, 8508.46071855523, 9571354.861837957]","[0.01010121072572622, 8426.460508273552, 8771120.650256801]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.00936024236254768, 8422.992054069224, 8720870.269571105]","[0.010549325963265715, 8395.932600078568, 8437875.575960763]","[0.009359241931120027, 8426.492537199154, 8770728.37380345]","[0.00936024236254768, 8422.992054069224, 8720870.269571105]","[0.009359241931120027, 8426.492537199154, 8770728.37380345]","[0.009359241931120027, 8426.492537199154, 8770728.37380345]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.010549325963265715, 8395.932600078568, 8437875.575960763]","[0.009412479555885048, 8508.49197028366, 9571351.523387462]","[0.009526112873913091, 8489.986998654158, 9390875.02811891]","[0.010177751985837098, 8426.479010874144, 8770477.685116947]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.010549325963265715, 8395.932600078568, 8437875.575960763]","[0.00937023871153882, 8489.98723228196, 9390928.046747861]","[0.010275573248100252, 8455.964439628247, 9045243.68779365]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.010549325963265715, 8395.932600078568, 8437875.575960763]","[0.010000659724619707, 8590.027618609081, 10385390.683174457]","[0.009878481389944346, 8604.979940056455, 10514534.111353511]","[0.01043486943800436, 8564.001587976698, 10162586.641212475]","[0.0101276381732472, 8589.999579334713, 10385278.238927381]","[0.00931142273216248, 8605.015751198292, 10515262.289308142]","[0.0101276381732472, 8589.999579334713, 10385278.238927381]","[0.010499797020973029, 8522.976517320716, 9715075.271026]","[0.010051846007582972, 8589.981076734122, 10385921.294042466]","[0.00992674924593525, 8590.00911600849, 10386033.738289542]","[0.0101276381732472, 8589.999579334713, 10385278.238927381]","[0.011160194641274733, 8520.938089344887, 9686993.840593439]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.010549325963265715, 8395.932600078568, 8437875.575960763]","[0.010051846007582972, 8589.981076734122, 10385921.294042466]","[0.009878481389944346, 8604.979940056455, 10514534.111353511]","[0.0101276381732472, 8589.999579334713, 10385278.238927381]","[0.0101276381732472, 8589.999579334713, 10385278.238927381]","[0.011318558501008283, 8520.910050070519, 9686881.396014003]","[0.010564894290945965, 8522.95169050041, 9714846.97820574]","[0.0101276381732472, 8589.999579334713, 10385278.238927381]","[0.010051846007582972, 8589.981076734122, 10385921.294042466]","[0.010639855636173721, 8522.948478046348, 9714962.799871119]","[0.0101276381732472, 8589.999579334713, 10385278.238927381]","[0.01049124376153977, 8589.954802266062, 10385948.523857638]","[0.0101276381732472, 8589.999579334713, 10385278.238927381]","[0.011253700198630564, 8520.956591945478, 9686350.785697673]","[0.0101276381732472, 8589.999579334713, 10385278.238927381]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.010549325963265715, 8395.932600078568, 8437875.575960763]","[0.011502304375241225, 8587.925340217049, 10356407.005026752]","[0.012080470397910329, 8561.899309584665, 10133617.829437293]","[0.011708618737875534, 8587.925106589248, 10356353.987129636]","[0.011502304375241225, 8587.925340217049, 10356407.005026752]","[0.011017004605277977, 8587.979420331676, 10356439.150083318]","[0.0101276381732472, 8589.999579334713, 10385278.238927381]","[0.011017004605277977, 8587.979420331676, 10356439.150083318]","[0.011502304375241225, 8587.925340217049, 10356407.005026752]","[0.011017004605277977, 8587.979420331676, 10356439.150083318]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007279252168310494, 4926.730232257678, 10895228.832894592]","[0.007666401617719956, 8465.119433059861, 9099123.080689177]","[0.009425917878644005, 8395.9847232295, 8442639.391562268]","[0.01075534236052514, 8384.905783099886, 8363474.589388746]","[0.009972262011053057, 8395.939665235095, 8439811.306725293]","[0.009090021179836871, 8411.476414623286, 8572793.568407632]","[0.00839663305714149, 8433.52505740523, 8813976.105557121]","[0.009157521016361782, 8396.49210908118, 8442059.326287625]","[0.009090964880877118, 8407.975931493354, 8522980.4609197]","[0.007171442147303604, 5362.453968472184, 11014492.394175723]","[0.007824782222568495, 5314.929103916136, 10515701.561912214]","[0.010565122910153046, 7046.997142789584, 10186940.732769776]","[0.007964801091895846, 5314.901064641768, 10515589.309310503]","[0.00809479705191062, 8438.073623276461, 8853036.11574825]","[0.009006163721274184, 8418.490545545186, 8683967.001395741]","[0.008032924592858346, 8448.548173714677, 8943858.701394465]","[0.008624400451937209, 8434.527685920195, 8800458.406256735]","[0.008629054188793735, 8419.525040381626, 8670267.53877976]","[0.010549325963265715, 8395.932600078568, 8437875.575960763]","[0.011643316820552255, 8569.920593617751, 10176172.29319524]","[0.010250214947406789, 8571.994832735418, 10205027.012534406]","[0.010770791673675941, 8569.975140987981, 10176310.488515556]","[0.015850941447941486, 17017.985751096636, 10101710.332275629]","[0.015289263679873884, 17758.429918433063, 10104032.73181285]","[0.011643316820552255, 8569.920593617751, 10176172.29319524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
