"[0.00871467052274089, 6572.424552609686, 12102184.596207805]","[0.010317104694993981, 6256.111657940633, 12327996.266304882]","[0.016027867002817775, 21709.206426068897, 11541385.007309135]","[0.007069261999080804, 5236.005938904248, 13300415.539575981]","[0.01501234363371612, 20542.814620995166, 11609576.194393052]","[0.015775905286054874, 23569.198802786017, 10166447.213037314]","[0.01607238672492356, 19732.202523490098, 11021815.224701535]","[0.01711536844364058, 17015.808978293713, 11741801.336818803]","[0.007797632889556792, 7680.165246798023, 13117597.181325404]","[0.014799816430741927, 18099.220433371243, 11634382.31423347]","[0.018662611205850867, 18487.86379246695, 11603353.936676627]","[0.008562899733171234, 7506.818681874572, 11838066.092724178]","[0.01501234363371612, 20542.814620995166, 11609576.194393052]","[0.00958221008977222, 6275.442079745079, 12479147.498501945]","[0.009424653308461274, 6538.480036377316, 11793856.702905182]","[0.008504731068602146, 7006.868615702264, 12372933.907017546]","[0.008485012965589442, 7260.530413748058, 12378903.724693367]","[0.01469525745406073, 20785.687717343902, 9793995.101296049]","[0.017048287242401323, 17817.71683977006, 10409651.24676283]","[0.009494597973676695, 7293.345814851825, 12703300.069400782]","[0.009361539730053428, 7627.579832138511, 12795237.111990958]","[0.009520985903733977, 7535.043342096202, 11736846.531592738]","[0.008217491699820572, 7673.688819784671, 13251381.161959428]","[0.01065088591343755, 5440.320907928524, 11862525.418120624]","[0.015409729622305227, 16753.25174709032, 11351581.992503932]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00871467052274089, 6572.424552609686, 12102184.596207805]","[0.010317104694993981, 6256.111657940633, 12327996.266304882]","[0.007069261999080804, 5236.005938904248, 13300415.539575981]","[0.01501234363371612, 20542.814620995166, 11609576.194393052]","[0.01607238672492356, 19732.202523490098, 11021815.224701535]","[0.007797632889556792, 7680.165246798023, 13117597.181325404]","[0.014799816430741927, 18099.220433371243, 11634382.31423347]","[0.008562899733171234, 7506.818681874572, 11838066.092724178]","[0.01501234363371612, 20542.814620995166, 11609576.194393052]","[0.00958221008977222, 6275.442079745079, 12479147.498501945]","[0.009424653308461274, 6538.480036377316, 11793856.702905182]","[0.008504731068602146, 7006.868615702264, 12372933.907017546]","[0.008485012965589442, 7260.530413748058, 12378903.724693367]","[0.01469525745406073, 20785.687717343902, 9793995.101296049]","[0.017048287242401323, 17817.71683977006, 10409651.24676283]","[0.009520985903733977, 7535.043342096202, 11736846.531592738]","[0.008217491699820572, 7673.688819784671, 13251381.161959428]","[0.01065088591343755, 5440.320907928524, 11862525.418120624]","[0.015409729622305227, 16753.25174709032, 11351581.992503932]","[0.009612264083458673, 7757.853038871344, 11219875.052699786]","[0.03501118780218526, 38101.159606888796, 10987533.678070707]","[0.008892796639276399, 7519.75635505048, 11735353.99889169]","[0.016226972360967415, 17335.03095556458, 11041510.830666706]","[0.017894836409599355, 20535.927548098138, 11032055.47877156]","[0.0089037935950915, 6994.34803491085, 12303388.598866541]","[0.012167086553998264, 6972.712274565105, 12120825.140469473]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00871467052274089, 6572.424552609686, 12102184.596207805]","[0.010317104694993981, 6256.111657940633, 12327996.266304882]","[0.007069261999080804, 5236.005938904248, 13300415.539575981]","[0.01607238672492356, 19732.202523490098, 11021815.224701535]","[0.007797632889556792, 7680.165246798023, 13117597.181325404]","[0.008562899733171234, 7506.818681874572, 11838066.092724178]","[0.00958221008977222, 6275.442079745079, 12479147.498501945]","[0.009424653308461274, 6538.480036377316, 11793856.702905182]","[0.008504731068602146, 7006.868615702264, 12372933.907017546]","[0.008485012965589442, 7260.530413748058, 12378903.724693367]","[0.01469525745406073, 20785.687717343902, 9793995.101296049]","[0.017048287242401323, 17817.71683977006, 10409651.24676283]","[0.008217491699820572, 7673.688819784671, 13251381.161959428]","[0.01065088591343755, 5440.320907928524, 11862525.418120624]","[0.009612264083458673, 7757.853038871344, 11219875.052699786]","[0.008892796639276399, 7519.75635505048, 11735353.99889169]","[0.016226972360967415, 17335.03095556458, 11041510.830666706]","[0.009530437182751771, 7062.089472643414, 11965185.550036533]","[0.012536607206670406, 17446.38148138154, 11709434.84753959]","[0.0166645376751187, 12951.881428293165, 11468190.090435576]","[0.017006184792057066, 24354.01317249699, 10758296.855986003]","[0.01784571470692978, 18323.257550909086, 9800201.529796252]","[0.012824537148336007, 17286.0078918887, 11011376.677629942]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00871467052274089, 6572.424552609686, 12102184.596207805]","[0.010317104694993981, 6256.111657940633, 12327996.266304882]","[0.007069261999080804, 5236.005938904248, 13300415.539575981]","[0.007797632889556792, 7680.165246798023, 13117597.181325404]","[0.008562899733171234, 7506.818681874572, 11838066.092724178]","[0.00958221008977222, 6275.442079745079, 12479147.498501945]","[0.009424653308461274, 6538.480036377316, 11793856.702905182]","[0.008504731068602146, 7006.868615702264, 12372933.907017546]","[0.008485012965589442, 7260.530413748058, 12378903.724693367]","[0.01469525745406073, 20785.687717343902, 9793995.101296049]","[0.017048287242401323, 17817.71683977006, 10409651.24676283]","[0.008217491699820572, 7673.688819784671, 13251381.161959428]","[0.01065088591343755, 5440.320907928524, 11862525.418120624]","[0.009612264083458673, 7757.853038871344, 11219875.052699786]","[0.008892796639276399, 7519.75635505048, 11735353.99889169]","[0.01784571470692978, 18323.257550909086, 9800201.529796252]","[0.012824537148336007, 17286.0078918887, 11011376.677629942]","[0.009087951039617702, 7672.786360758757, 10333329.989138132]","[0.010252758446200187, 7520.181693325468, 11874670.578718042]","[0.007602071366779593, 5313.221842663455, 12392486.205527227]","[0.026240074359479, 40358.44886538669, 9708901.022355238]","[0.013561640910172819, 17890.73745186271, 9876977.097700205]","[0.008075155634976348, 7528.849228388868, 11630301.881541857]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00871467052274089, 6572.424552609686, 12102184.596207805]","[0.010317104694993981, 6256.111657940633, 12327996.266304882]","[0.007069261999080804, 5236.005938904248, 13300415.539575981]","[0.008562899733171234, 7506.818681874572, 11838066.092724178]","[0.009424653308461274, 6538.480036377316, 11793856.702905182]","[0.008504731068602146, 7006.868615702264, 12372933.907017546]","[0.008485012965589442, 7260.530413748058, 12378903.724693367]","[0.01469525745406073, 20785.687717343902, 9793995.101296049]","[0.01065088591343755, 5440.320907928524, 11862525.418120624]","[0.008892796639276399, 7519.75635505048, 11735353.99889169]","[0.01784571470692978, 18323.257550909086, 9800201.529796252]","[0.009087951039617702, 7672.786360758757, 10333329.989138132]","[0.007602071366779593, 5313.221842663455, 12392486.205527227]","[0.026240074359479, 40358.44886538669, 9708901.022355238]","[0.013561640910172819, 17890.73745186271, 9876977.097700205]","[0.008075155634976348, 7528.849228388868, 11630301.881541857]","[0.00933890840190773, 7176.965574449886, 11579895.239176333]","[0.026053382835385875, 44163.573791310395, 10585665.736675115]","[0.008732529203993871, 7444.631477049999, 10932433.348840933]","[0.019020172250651314, 24301.521560173638, 10640515.788325872]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00871467052274089, 6572.424552609686, 12102184.596207805]","[0.010317104694993981, 6256.111657940633, 12327996.266304882]","[0.007069261999080804, 5236.005938904248, 13300415.539575981]","[0.008562899733171234, 7506.818681874572, 11838066.092724178]","[0.009424653308461274, 6538.480036377316, 11793856.702905182]","[0.008504731068602146, 7006.868615702264, 12372933.907017546]","[0.008485012965589442, 7260.530413748058, 12378903.724693367]","[0.01469525745406073, 20785.687717343902, 9793995.101296049]","[0.01065088591343755, 5440.320907928524, 11862525.418120624]","[0.01784571470692978, 18323.257550909086, 9800201.529796252]","[0.009087951039617702, 7672.786360758757, 10333329.989138132]","[0.007602071366779593, 5313.221842663455, 12392486.205527227]","[0.026240074359479, 40358.44886538669, 9708901.022355238]","[0.013561640910172819, 17890.73745186271, 9876977.097700205]","[0.008075155634976348, 7528.849228388868, 11630301.881541857]","[0.00933890840190773, 7176.965574449886, 11579895.239176333]","[0.008732529203993871, 7444.631477049999, 10932433.348840933]","[0.010803520360886209, 6928.753703586994, 11661534.935802257]","[0.009618662024343038, 7586.522840410906, 12195539.713288648]","[0.007715057044538699, 7031.521915822238, 12641051.637393618]","[0.007664000029969095, 7642.166489026549, 12812994.217609446]","[0.010166720519896782, 8632.439428290701, 10875073.466531439]","[0.01846908837912987, 22778.451423284885, 10280950.475788284]","[0.01004694627095342, 7213.056163267626, 11957086.930326369]","[0.009101135703740706, 8789.546290867018, 12438797.820579503]","[0.00943940576657695, 7869.247648174103, 12417329.866478305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00871467052274089, 6572.424552609686, 12102184.596207805]","[0.010317104694993981, 6256.111657940633, 12327996.266304882]","[0.007069261999080804, 5236.005938904248, 13300415.539575981]","[0.008562899733171234, 7506.818681874572, 11838066.092724178]","[0.009424653308461274, 6538.480036377316, 11793856.702905182]","[0.008504731068602146, 7006.868615702264, 12372933.907017546]","[0.008485012965589442, 7260.530413748058, 12378903.724693367]","[0.01469525745406073, 20785.687717343902, 9793995.101296049]","[0.01065088591343755, 5440.320907928524, 11862525.418120624]","[0.01784571470692978, 18323.257550909086, 9800201.529796252]","[0.009087951039617702, 7672.786360758757, 10333329.989138132]","[0.007602071366779593, 5313.221842663455, 12392486.205527227]","[0.026240074359479, 40358.44886538669, 9708901.022355238]","[0.013561640910172819, 17890.73745186271, 9876977.097700205]","[0.008075155634976348, 7528.849228388868, 11630301.881541857]","[0.00933890840190773, 7176.965574449886, 11579895.239176333]","[0.008732529203993871, 7444.631477049999, 10932433.348840933]","[0.010803520360886209, 6928.753703586994, 11661534.935802257]","[0.007523059964936968, 7623.703535679322, 12609880.563514153]","[0.008694564696156403, 7601.5943120436195, 12555473.313021626]","[0.014204629362655333, 19934.49166084894, 11708697.086659167]","[0.008079860924778921, 6295.189332057654, 12696513.896115141]","[0.013597916408648797, 20405.268930059112, 10861073.552127562]","[0.017991554858441054, 17153.210032392908, 11552765.725912664]","[0.01335450890837679, 18564.857032960925, 12392090.562770512]","[0.01514953616201059, 14038.77228864635, 12430182.180180348]","[0.015252217200066302, 18250.071503634044, 12399112.131499948]","[0.016139542970511372, 17867.96732475135, 11596797.152573839]","[0.01527049385278917, 18834.4177754045, 11610517.940753879]","[0.014587664591223277, 20744.986414877643, 9764815.46930433]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00871467052274089, 6572.424552609686, 12102184.596207805]","[0.010317104694993981, 6256.111657940633, 12327996.266304882]","[0.007069261999080804, 5236.005938904248, 13300415.539575981]","[0.008562899733171234, 7506.818681874572, 11838066.092724178]","[0.009424653308461274, 6538.480036377316, 11793856.702905182]","[0.008504731068602146, 7006.868615702264, 12372933.907017546]","[0.008485012965589442, 7260.530413748058, 12378903.724693367]","[0.01065088591343755, 5440.320907928524, 11862525.418120624]","[0.01784571470692978, 18323.257550909086, 9800201.529796252]","[0.009087951039617702, 7672.786360758757, 10333329.989138132]","[0.007602071366779593, 5313.221842663455, 12392486.205527227]","[0.026240074359479, 40358.44886538669, 9708901.022355238]","[0.013561640910172819, 17890.73745186271, 9876977.097700205]","[0.008075155634976348, 7528.849228388868, 11630301.881541857]","[0.00933890840190773, 7176.965574449886, 11579895.239176333]","[0.008732529203993871, 7444.631477049999, 10932433.348840933]","[0.010803520360886209, 6928.753703586994, 11661534.935802257]","[0.007523059964936968, 7623.703535679322, 12609880.563514153]","[0.014587664591223277, 20744.986414877643, 9764815.46930433]","[0.008198025361009687, 6878.3127280165, 11151703.574012807]","[0.008044575371754237, 7646.701470424988, 13001463.209883662]","[0.01814126952223738, 22895.26901581893, 10684302.73029339]","[0.01529025809250741, 16732.53754841052, 11134279.07414694]","[0.014681328048091868, 17537.109218340596, 11118474.399854776]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00871467052274089, 6572.424552609686, 12102184.596207805]","[0.010317104694993981, 6256.111657940633, 12327996.266304882]","[0.007069261999080804, 5236.005938904248, 13300415.539575981]","[0.009424653308461274, 6538.480036377316, 11793856.702905182]","[0.01065088591343755, 5440.320907928524, 11862525.418120624]","[0.01784571470692978, 18323.257550909086, 9800201.529796252]","[0.009087951039617702, 7672.786360758757, 10333329.989138132]","[0.007602071366779593, 5313.221842663455, 12392486.205527227]","[0.026240074359479, 40358.44886538669, 9708901.022355238]","[0.013561640910172819, 17890.73745186271, 9876977.097700205]","[0.008075155634976348, 7528.849228388868, 11630301.881541857]","[0.008732529203993871, 7444.631477049999, 10932433.348840933]","[0.007523059964936968, 7623.703535679322, 12609880.563514153]","[0.014587664591223277, 20744.986414877643, 9764815.46930433]","[0.008198025361009687, 6878.3127280165, 11151703.574012807]","[0.008427908158347137, 5414.846443202663, 11611134.068952996]","[0.010647674170442566, 6831.246947935015, 10593767.897763882]","[0.0074813066911283066, 5460.316325297383, 12014364.998191955]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007069261999080804, 5236.005938904248, 13300415.539575981]","[0.01784571470692978, 18323.257550909086, 9800201.529796252]","[0.009087951039617702, 7672.786360758757, 10333329.989138132]","[0.007602071366779593, 5313.221842663455, 12392486.205527227]","[0.026240074359479, 40358.44886538669, 9708901.022355238]","[0.013561640910172819, 17890.73745186271, 9876977.097700205]","[0.008075155634976348, 7528.849228388868, 11630301.881541857]","[0.008732529203993871, 7444.631477049999, 10932433.348840933]","[0.014587664591223277, 20744.986414877643, 9764815.46930433]","[0.008198025361009687, 6878.3127280165, 11151703.574012807]","[0.008427908158347137, 5414.846443202663, 11611134.068952996]","[0.010647674170442566, 6831.246947935015, 10593767.897763882]","[0.0074813066911283066, 5460.316325297383, 12014364.998191955]","[0.007811388073731607, 7712.6890309082955, 13682144.354591794]","[0.009233927672494091, 6907.379434284236, 11378536.568553958]","[0.00836134926713454, 6314.069424608513, 12876335.115850486]","[0.009503150929998374, 6861.828735631724, 11044876.59257337]","[0.022487128675008957, 23575.08653684485, 10524045.076081835]","[0.008424646462339237, 7337.487442588124, 10548587.461384432]","[0.00792999987780165, 7655.265156794741, 13083092.99111314]","[0.008174299895014328, 7042.429012080935, 12836091.928193761]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
