"[0.011142986758438028, 18298.18242409223, 6818484.79216796]","[0.01333536253356761, 21716.887791112877, 6286712.860262278]","[0.011223349629896611, 18274.144236644417, 6491371.165324197]","[0.011223349629896611, 18274.144236644417, 6491371.165324197]","[0.011210223868870136, 17699.90216618691, 6898435.977467638]","[0.013377808142257806, 21715.370450293813, 6310038.354684509]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.01333536253356761, 21716.887791112877, 6286712.860262278]","[0.01085294962482093, 18327.71156331358, 7097793.474974337]","[0.011223349629896611, 18274.144236644417, 6491371.165324197]","[0.011074042083759835, 18313.653216564828, 6923819.916637675]","[0.011478351628575698, 18272.572582082925, 6508508.368990445]","[0.011223349629896611, 18274.144236644417, 6491371.165324197]","[0.011074042083759835, 18313.653216564828, 6923819.916637675]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.01137166601152089, 17295.252741029388, 7194567.789586073]","[0.011210223868870136, 17699.90216618691, 6898435.977467638]","[0.01085294962482093, 18327.71156331358, 7097793.474974337]","[0.011210223868870136, 17699.90216618691, 6898435.977467638]","[0.01333536253356761, 21716.887791112877, 6286712.860262278]","[0.011262346990685783, 18272.626895825353, 6508591.1159963505]","[0.012885007774736217, 20466.979991061442, 6363105.305251299]","[0.01333536253356761, 21716.887791112877, 6286712.860262278]","[0.010889411248739841, 18326.194222494516, 7115102.822062777]","[0.005211583125819402, 4629.428621640918, 8657430.102107378]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.0051569916829785345, 4660.935278121438, 8972283.044084443]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.011074042083759835, 18313.653216564828, 6923819.916637675]","[0.005620807079171767, 4320.951443046654, 7755886.7238524845]","[0.011262346990685783, 18272.626895825353, 6508591.1159963505]","[0.011683896038204775, 17101.288561378777, 7235057.372999315]","[0.012594198573908184, 18266.93825517955, 6630963.009315428]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.011142986758438028, 18298.18242409223, 6818484.79216796]","[0.011223349629896611, 18274.144236644417, 6491371.165324197]","[0.011223349629896611, 18274.144236644417, 6491371.165324197]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.01085294962482093, 18327.71156331358, 7097793.474974337]","[0.011223349629896611, 18274.144236644417, 6491371.165324197]","[0.011074042083759835, 18313.653216564828, 6923819.916637675]","[0.011478351628575698, 18272.572582082925, 6508508.368990445]","[0.011223349629896611, 18274.144236644417, 6491371.165324197]","[0.011074042083759835, 18313.653216564828, 6923819.916637675]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.01137166601152089, 17295.252741029388, 7194567.789586073]","[0.01085294962482093, 18327.71156331358, 7097793.474974337]","[0.011262346990685783, 18272.626895825353, 6508591.1159963505]","[0.010889411248739841, 18326.194222494516, 7115102.822062777]","[0.005211583125819402, 4629.428621640918, 8657430.102107378]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.0051569916829785345, 4660.935278121438, 8972283.044084443]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.011074042083759835, 18313.653216564828, 6923819.916637675]","[0.005620807079171767, 4320.951443046654, 7755886.7238524845]","[0.011262346990685783, 18272.626895825353, 6508591.1159963505]","[0.011683896038204775, 17101.288561378777, 7235057.372999315]","[0.012594198573908184, 18266.93825517955, 6630963.009315428]","[0.011683896038204775, 17101.288561378777, 7235057.372999315]","[0.011262346990685783, 18272.626895825353, 6508591.1159963505]","[0.012111502469434798, 19446.627427329997, 6122618.251548896]","[0.011074042083759835, 18313.653216564828, 6923819.916637675]","[0.01085294962482093, 18327.71156331358, 7097793.474974337]","[0.011223349629896611, 18274.144236644417, 6491371.165324197]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.011198838645936435, 17691.903678435137, 6861593.974876727]","[0.011035016509954308, 17726.90445512083, 7160432.075099241]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.011142986758438028, 18298.18242409223, 6818484.79216796]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.01085294962482093, 18327.71156331358, 7097793.474974337]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.01085294962482093, 18327.71156331358, 7097793.474974337]","[0.010889411248739841, 18326.194222494516, 7115102.822062777]","[0.005211583125819402, 4629.428621640918, 8657430.102107378]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.0051569916829785345, 4660.935278121438, 8972283.044084443]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005620807079171767, 4320.951443046654, 7755886.7238524845]","[0.011683896038204775, 17101.288561378777, 7235057.372999315]","[0.011683896038204775, 17101.288561378777, 7235057.372999315]","[0.012111502469434798, 19446.627427329997, 6122618.251548896]","[0.01085294962482093, 18327.71156331358, 7097793.474974337]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.011198838645936435, 17691.903678435137, 6861593.974876727]","[0.01144274914610118, 18265.649616346665, 6604458.896132259]","[0.010977006378181749, 17279.21071663019, 6879970.745190347]","[0.011057531401989455, 18301.14652557834, 6752908.775303485]","[0.01085294962482093, 18327.71156331358, 7097793.474974337]","[0.0051569916829785345, 4660.935278121438, 8972283.044084443]","[0.005620807079171767, 4320.951443046654, 7755886.7238524845]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.01167724100162779, 18266.03287741091, 6500183.252963293]","[0.011683896038204775, 17101.288561378777, 7235057.372999315]","[0.011142986758438028, 18298.18242409223, 6818484.79216796]","[0.005612906313884629, 4320.951871200473, 7755843.705059633]","[0.011212449764212113, 18266.145748892646, 6455985.430505256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005620807079171767, 4320.951443046654, 7755886.7238524845]","[0.012111502469434798, 19446.627427329997, 6122618.251548896]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005620807079171767, 4320.951443046654, 7755886.7238524845]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005612906313884629, 4320.951871200473, 7755843.705059633]","[0.0050761800126315326, 4696.9214483840515, 9339527.701768767]","[0.005468695367369416, 4331.438693279529, 7859521.522260997]","[0.011671385375433552, 17093.290073627006, 7196672.620322732]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.011141516491098952, 18801.52657070422, 6253872.710491388]","[0.010375316573602042, 17247.20947605561, 6453950.541605305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005620807079171767, 4320.951443046654, 7755886.7238524845]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005620807079171767, 4320.951443046654, 7755886.7238524845]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005612906313884629, 4320.951871200473, 7755843.705059633]","[0.0050761800126315326, 4696.9214483840515, 9339527.701768767]","[0.005468695367369416, 4331.438693279529, 7859521.522260997]","[0.011671385375433552, 17093.290073627006, 7196672.620322732]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.010375316573602042, 17247.20947605561, 6453950.541605305]","[0.010844779402253714, 18240.625655250777, 6077613.611707405]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.010761526204692146, 18809.525150399037, 6193981.59995246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005620807079171767, 4320.951443046654, 7755886.7238524845]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005620807079171767, 4320.951443046654, 7755886.7238524845]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005612906313884629, 4320.951871200473, 7755843.705059633]","[0.0050761800126315326, 4696.9214483840515, 9339527.701768767]","[0.005468695367369416, 4331.438693279529, 7859521.522260997]","[0.011671385375433552, 17093.290073627006, 7196672.620322732]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.010375316573602042, 17247.20947605561, 6453950.541605305]","[0.010844779402253714, 18240.625655250777, 6077613.611707405]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.010761526204692146, 18809.525150399037, 6193981.59995246]","[0.005312053478984655, 4359.43901317289, 8140934.334432424]","[0.011671385375433552, 17093.290073627006, 7196672.620322732]","[0.00564256282435607, 4275.938662313078, 7310288.179334056]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005620807079171767, 4320.951443046654, 7755886.7238524845]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005620807079171767, 4320.951443046654, 7755886.7238524845]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005612906313884629, 4320.951871200473, 7755843.705059633]","[0.0050761800126315326, 4696.9214483840515, 9339527.701768767]","[0.005468695367369416, 4331.438693279529, 7859521.522260997]","[0.011671385375433552, 17093.290073627006, 7196672.620322732]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.010375316573602042, 17247.20947605561, 6453950.541605305]","[0.010844779402253714, 18240.625655250777, 6077613.611707405]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.010761526204692146, 18809.525150399037, 6193981.59995246]","[0.005312053478984655, 4359.43901317289, 8140934.334432424]","[0.011671385375433552, 17093.290073627006, 7196672.620322732]","[0.00564256282435607, 4275.938662313078, 7310288.179334056]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.010375316573602042, 17247.20947605561, 6453950.541605305]","[0.010965449565888415, 18234.088297108567, 6025317.104598304]","[0.005730980298353331, 4275.437718706756, 7306119.6358249765]","[0.0051200628970485655, 4623.417092416734, 8596720.247361084]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.0050761800126315326, 4696.9214483840515, 9339527.701768767]","[0.005468695367369416, 4331.438693279529, 7859521.522260997]","[0.011671385375433552, 17093.290073627006, 7196672.620322732]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.010375316573602042, 17247.20947605561, 6453950.541605305]","[0.010844779402253714, 18240.625655250777, 6077613.611707405]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.010761526204692146, 18809.525150399037, 6193981.59995246]","[0.005312053478984655, 4359.43901317289, 8140934.334432424]","[0.011671385375433552, 17093.290073627006, 7196672.620322732]","[0.00564256282435607, 4275.938662313078, 7310288.179334056]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.010375316573602042, 17247.20947605561, 6453950.541605305]","[0.010965449565888415, 18234.088297108567, 6025317.104598304]","[0.005730980298353331, 4275.437718706756, 7306119.6358249765]","[0.0051200628970485655, 4623.417092416734, 8596720.247361084]","[0.010375316573602042, 17247.20947605561, 6453950.541605305]","[0.0054946428599859255, 4311.452555366007, 7650475.091027901]","[0.005260224707746231, 4606.388861510824, 8457345.969476577]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.010613319718114411, 18269.089073794265, 6322159.320781189]","[0.00994076200967047, 17247.207088138915, 6454118.366563621]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.0050761800126315326, 4696.9214483840515, 9339527.701768767]","[0.005468695367369416, 4331.438693279529, 7859521.522260997]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.010375316573602042, 17247.20947605561, 6453950.541605305]","[0.010844779402253714, 18240.625655250777, 6077613.611707405]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005312053478984655, 4359.43901317289, 8140934.334432424]","[0.00564256282435607, 4275.938662313078, 7310288.179334056]","[0.005320524596217669, 4356.938525805019, 8100864.350630284]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.010375316573602042, 17247.20947605561, 6453950.541605305]","[0.010965449565888415, 18234.088297108567, 6025317.104598304]","[0.005730980298353331, 4275.437718706756, 7306119.6358249765]","[0.0051200628970485655, 4623.417092416734, 8596720.247361084]","[0.010375316573602042, 17247.20947605561, 6453950.541605305]","[0.0054946428599859255, 4311.452555366007, 7650475.091027901]","[0.005260224707746231, 4606.388861510824, 8457345.969476577]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.010613319718114411, 18269.089073794265, 6322159.320781189]","[0.00994076200967047, 17247.207088138915, 6454118.366563621]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.01099982928915161, 18232.570956289503, 6042470.12190887]","[0.010813532933995661, 17069.281540531178, 6809733.2154534105]","[0.010833272324447744, 18242.140217290373, 6060383.049934325]","[0.0054946428599859255, 4311.452555366007, 7650475.091027901]","[0.010656604464530777, 18248.128102399613, 6170139.655375071]","[0.0050761800126315326, 4696.9214483840515, 9339527.701768767]","[0.005498933035866638, 4296.449909827438, 7509739.577248742]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.0050761800126315326, 4696.9214483840515, 9339527.701768767]","[0.005468695367369416, 4331.438693279529, 7859521.522260997]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.00564256282435607, 4275.938662313078, 7310288.179334056]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.010965449565888415, 18234.088297108567, 6025317.104598304]","[0.005730980298353331, 4275.437718706756, 7306119.6358249765]","[0.0051200628970485655, 4623.417092416734, 8596720.247361084]","[0.0054946428599859255, 4311.452555366007, 7650475.091027901]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.00994076200967047, 17247.207088138915, 6454118.366563621]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.01099982928915161, 18232.570956289503, 6042470.12190887]","[0.010813532933995661, 17069.281540531178, 6809733.2154534105]","[0.0054946428599859255, 4311.452555366007, 7650475.091027901]","[0.0050761800126315326, 4696.9214483840515, 9339527.701768767]","[0.005498933035866638, 4296.449909827438, 7509739.577248742]","[0.0054362816349956995, 4561.232985244914, 8030209.37956977]","[0.010345534419228721, 17239.209090836768, 6416395.677978103]","[0.010594536385006556, 18240.56895359165, 6077698.978635181]","[0.005730980298353331, 4275.437718706756, 7306119.6358249765]","[0.010816166936384384, 18232.62527003193, 6042552.724752212]","[0.0051290945885833095, 4349.044224651364, 8037261.670664284]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.0050761800126315326, 4696.9214483840515, 9339527.701768767]","[0.005468695367369416, 4331.438693279529, 7859521.522260997]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.00564256282435607, 4275.938662313078, 7310288.179334056]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.010965449565888415, 18234.088297108567, 6025317.104598304]","[0.005730980298353331, 4275.437718706756, 7306119.6358249765]","[0.0051200628970485655, 4623.417092416734, 8596720.247361084]","[0.0054946428599859255, 4311.452555366007, 7650475.091027901]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.005126769115487441, 4623.416664262915, 8596763.269303625]","[0.01099982928915161, 18232.570956289503, 6042470.12190887]","[0.010813532933995661, 17069.281540531178, 6809733.2154534105]","[0.0054946428599859255, 4311.452555366007, 7650475.091027901]","[0.0050761800126315326, 4696.9214483840515, 9339527.701768767]","[0.005498933035866638, 4296.449909827438, 7509739.577248742]","[0.0054362816349956995, 4561.232985244914, 8030209.37956977]","[0.010345534419228721, 17239.209090836768, 6416395.677978103]","[0.010594536385006556, 18240.56895359165, 6077698.978635181]","[0.005730980298353331, 4275.437718706756, 7306119.6358249765]","[0.010816166936384384, 18232.62527003193, 6042552.724752212]","[0.0051290945885833095, 4349.044224651364, 8037261.670664284]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.010965449565888415, 18234.088297108567, 6025317.104598304]","[0.0054362816349956995, 4561.232985244914, 8030209.37956977]","[0.010345534419228721, 17239.209090836768, 6416395.677978103]","[0.01078325518978179, 17069.2873208042, 6809763.190090538]","[0.00985436339493523, 17240.71649890928, 6445007.306544732]","[0.0055640973761435664, 4288.03522780934, 7440930.189279821]","[0.006161123877451172, 4265.965508204836, 7237231.810056142]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005468695367369416, 4331.438693279529, 7859521.522260997]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.00564256282435607, 4275.938662313078, 7310288.179334056]","[0.010965449565888415, 18234.088297108567, 6025317.104598304]","[0.005730980298353331, 4275.437718706756, 7306119.6358249765]","[0.0054946428599859255, 4311.452555366007, 7650475.091027901]","[0.01099982928915161, 18232.570956289503, 6042470.12190887]","[0.010813532933995661, 17069.281540531178, 6809733.2154534105]","[0.0054946428599859255, 4311.452555366007, 7650475.091027901]","[0.005498933035866638, 4296.449909827438, 7509739.577248742]","[0.010345534419228721, 17239.209090836768, 6416395.677978103]","[0.010594536385006556, 18240.56895359165, 6077698.978635181]","[0.005730980298353331, 4275.437718706756, 7306119.6358249765]","[0.010816166936384384, 18232.62527003193, 6042552.724752212]","[0.0051290945885833095, 4349.044224651364, 8037261.670664284]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.010965449565888415, 18234.088297108567, 6025317.104598304]","[0.010345534419228721, 17239.209090836768, 6416395.677978103]","[0.01078325518978179, 17069.2873208042, 6809763.190090538]","[0.00985436339493523, 17240.71649890928, 6445007.306544732]","[0.0055640973761435664, 4288.03522780934, 7440930.189279821]","[0.006161123877451172, 4265.965508204836, 7237231.810056142]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.009851795803277759, 17282.16977973777, 6790154.117796415]","[0.0054946428599859255, 4311.452555366007, 7650475.091027901]","[0.0051290945885833095, 4349.044224651364, 8037261.670664284]","[0.0053915182907316, 4336.509213373771, 7947667.025358044]","[0.010417615342881171, 18240.62326733408, 6077781.447020297]","[0.0050460766847732095, 4658.423896726108, 8955951.638322271]","[0.0057244697688680485, 4275.966416213964, 7309371.672658322]","[0.005119531881573104, 4402.04479716605, 8568407.373350535]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.00564256282435607, 4275.938662313078, 7310288.179334056]","[0.010965449565888415, 18234.088297108567, 6025317.104598304]","[0.005730980298353331, 4275.437718706756, 7306119.6358249765]","[0.01099982928915161, 18232.570956289503, 6042470.12190887]","[0.010813532933995661, 17069.281540531178, 6809733.2154534105]","[0.005498933035866638, 4296.449909827438, 7509739.577248742]","[0.010345534419228721, 17239.209090836768, 6416395.677978103]","[0.010594536385006556, 18240.56895359165, 6077698.978635181]","[0.005730980298353331, 4275.437718706756, 7306119.6358249765]","[0.010816166936384384, 18232.62527003193, 6042552.724752212]","[0.0051290945885833095, 4349.044224651364, 8037261.670664284]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.010965449565888415, 18234.088297108567, 6025317.104598304]","[0.010345534419228721, 17239.209090836768, 6416395.677978103]","[0.01078325518978179, 17069.2873208042, 6809763.190090538]","[0.00985436339493523, 17240.71649890928, 6445007.306544732]","[0.0055640973761435664, 4288.03522780934, 7440930.189279821]","[0.006161123877451172, 4265.965508204836, 7237231.810056142]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.009851795803277759, 17282.16977973777, 6790154.117796415]","[0.0051290945885833095, 4349.044224651364, 8037261.670664284]","[0.010417615342881171, 18240.62326733408, 6077781.447020297]","[0.0050460766847732095, 4658.423896726108, 8955951.638322271]","[0.0057244697688680485, 4275.966416213964, 7309371.672658322]","[0.005119531881573104, 4402.04479716605, 8568407.373350535]","[0.00564256282435607, 4275.938662313078, 7310288.179334056]","[0.00985436339493523, 17240.71649890928, 6445007.306544732]","[0.01070762094068185, 17069.314970913332, 6809543.42988161]","[0.005086262749143566, 4619.9225146652825, 8562152.16554536]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.0055640973761435664, 4288.03522780934, 7440930.189279821]","[0.00535782398752264, 4308.959707263633, 7645448.7886070935]","[0.010782923959034211, 18234.142610850995, 6025399.61122258]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.00564256282435607, 4275.938662313078, 7310288.179334056]","[0.010965449565888415, 18234.088297108567, 6025317.104598304]","[0.005730980298353331, 4275.437718706756, 7306119.6358249765]","[0.01099982928915161, 18232.570956289503, 6042470.12190887]","[0.010813532933995661, 17069.281540531178, 6809733.2154534105]","[0.005498933035866638, 4296.449909827438, 7509739.577248742]","[0.010594536385006556, 18240.56895359165, 6077698.978635181]","[0.005730980298353331, 4275.437718706756, 7306119.6358249765]","[0.010816166936384384, 18232.62527003193, 6042552.724752212]","[0.0051290945885833095, 4349.044224651364, 8037261.670664284]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.010965449565888415, 18234.088297108567, 6025317.104598304]","[0.01078325518978179, 17069.2873208042, 6809763.190090538]","[0.0055640973761435664, 4288.03522780934, 7440930.189279821]","[0.006161123877451172, 4265.965508204836, 7237231.810056142]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.0051290945885833095, 4349.044224651364, 8037261.670664284]","[0.010417615342881171, 18240.62326733408, 6077781.447020297]","[0.0050460766847732095, 4658.423896726108, 8955951.638322271]","[0.0057244697688680485, 4275.966416213964, 7309371.672658322]","[0.005119531881573104, 4402.04479716605, 8568407.373350535]","[0.00564256282435607, 4275.938662313078, 7310288.179334056]","[0.01070762094068185, 17069.314970913332, 6809543.42988161]","[0.005086262749143566, 4619.9225146652825, 8562152.16554536]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.0055640973761435664, 4288.03522780934, 7440930.189279821]","[0.010782923959034211, 18234.142610850995, 6025399.61122258]","[0.0051290945885833095, 4349.044224651364, 8037261.670664284]","[0.01070762094068185, 17069.314970913332, 6809543.42988161]","[0.005078694531721295, 4622.423002033153, 8603118.795444082]","[0.010511521989137495, 18238.1246719509, 6095963.114714889]","[0.005086262749143566, 4619.9225146652825, 8562152.16554536]","[0.005815493498281202, 4275.465472607642, 7305203.1334408615]","[0.005498933035866638, 4296.449909827438, 7509739.577248742]","[0.010813532933995661, 17069.281540531178, 6809733.2154534105]","[0.00564256282435607, 4275.938662313078, 7310288.179334056]","[0.005279938013501214, 4305.535939592226, 7598880.069696819]","[0.00958854698631961, 17230.740480050466, 6366566.312916392]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
