"[0.009556558355453012, 7428.627742031531, 10799675.243681792]","[0.00899457476558734, 5320.585023719221, 12344002.38551992]","[0.007857862487941823, 5343.38992926773, 11955758.712617477]","[0.009181849120069746, 5354.747887496436, 10910309.550153803]","[0.008851214680377972, 6133.065004241558, 11064278.055191228]","[0.014951837247118448, 19021.219958820544, 10005192.737289729]","[0.01241774395177612, 17648.302503837363, 10626838.65679609]","[0.014919624226683125, 20680.606044094402, 10339121.213746559]","[0.007759965369931169, 5493.9440481047095, 13501795.47643813]","[0.007918253288412502, 6160.2075779392835, 11367654.765713576]","[0.006599754856532348, 7206.134088635339, 11942379.617437482]","[0.007311846060450469, 6854.231481144227, 12163894.614269543]","[0.009928173463607961, 6882.955030429897, 12425551.122522775]","[0.011099087149287024, 9148.070541547699, 12064748.245582324]","[0.007655824355236566, 6985.429543026719, 12313142.039988967]","[0.008677247496120056, 6315.006310661999, 12914638.261550035]","[0.018701650168737552, 18033.366177272062, 11263814.480821006]","[0.009084026646245729, 7569.716569968578, 12123372.459530741]","[0.010218959134274813, 9742.365971513937, 11385599.143033657]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.009556558355453012, 7428.627742031531, 10799675.243681792]","[0.00899457476558734, 5320.585023719221, 12344002.38551992]","[0.007857862487941823, 5343.38992926773, 11955758.712617477]","[0.009181849120069746, 5354.747887496436, 10910309.550153803]","[0.008851214680377972, 6133.065004241558, 11064278.055191228]","[0.014951837247118448, 19021.219958820544, 10005192.737289729]","[0.01241774395177612, 17648.302503837363, 10626838.65679609]","[0.014919624226683125, 20680.606044094402, 10339121.213746559]","[0.007759965369931169, 5493.9440481047095, 13501795.47643813]","[0.007918253288412502, 6160.2075779392835, 11367654.765713576]","[0.006599754856532348, 7206.134088635339, 11942379.617437482]","[0.007311846060450469, 6854.231481144227, 12163894.614269543]","[0.009802171695364388, 8737.491868853996, 11895649.596821833]","[0.008123278122963352, 6287.220983121424, 12598338.146366585]","[0.010131732233521642, 6888.077417037011, 12481615.005191391]","[0.009022234347772395, 9387.77552891551, 11794179.49753315]","[0.018062065407108658, 16914.657757490793, 11117414.028246243]","[0.011238436263547816, 9720.432323973051, 11243367.905922562]","[0.008032071736164883, 7958.404627266705, 13430065.964315465]","[0.009971442209886142, 7610.094570457947, 12375115.605162526]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.009556558355453012, 7428.627742031531, 10799675.243681792]","[0.00899457476558734, 5320.585023719221, 12344002.38551992]","[0.007857862487941823, 5343.38992926773, 11955758.712617477]","[0.009181849120069746, 5354.747887496436, 10910309.550153803]","[0.008851214680377972, 6133.065004241558, 11064278.055191228]","[0.014951837247118448, 19021.219958820544, 10005192.737289729]","[0.01241774395177612, 17648.302503837363, 10626838.65679609]","[0.014919624226683125, 20680.606044094402, 10339121.213746559]","[0.007759965369931169, 5493.9440481047095, 13501795.47643813]","[0.007918253288412502, 6160.2075779392835, 11367654.765713576]","[0.006599754856532348, 7206.134088635339, 11942379.617437482]","[0.007311846060450469, 6854.231481144227, 12163894.614269543]","[0.017064670211107295, 21644.859915836434, 10310365.157673463]","[0.018900827678609743, 17269.05388711152, 10604925.711051855]","[0.007617076723437397, 6686.408103976772, 13232394.830039792]","[0.015206943763052353, 22091.972623671838, 10049908.67777938]","[0.009595503175752073, 6495.924747786387, 11324579.80274483]","[0.007821729409938848, 6996.850396834314, 12291890.666684914]","[0.011570450891796785, 8665.415345754818, 11234717.927329777]","[0.008070312034487846, 6589.947289244466, 12326342.292375708]","[0.010061058074029041, 8666.419367367856, 11118122.016767407]","[0.00824239019472469, 8706.969649342254, 11600924.9226713]",,,,,,,,,,,,,,,,,,,,,,,,,
"[0.009556558355453012, 7428.627742031531, 10799675.243681792]","[0.00899457476558734, 5320.585023719221, 12344002.38551992]","[0.007857862487941823, 5343.38992926773, 11955758.712617477]","[0.009181849120069746, 5354.747887496436, 10910309.550153803]","[0.008851214680377972, 6133.065004241558, 11064278.055191228]","[0.014951837247118448, 19021.219958820544, 10005192.737289729]","[0.01241774395177612, 17648.302503837363, 10626838.65679609]","[0.014919624226683125, 20680.606044094402, 10339121.213746559]","[0.007759965369931169, 5493.9440481047095, 13501795.47643813]","[0.007918253288412502, 6160.2075779392835, 11367654.765713576]","[0.006599754856532348, 7206.134088635339, 11942379.617437482]","[0.007311846060450469, 6854.231481144227, 12163894.614269543]","[0.018900827678609743, 17269.05388711152, 10604925.711051855]","[0.007617076723437397, 6686.408103976772, 13232394.830039792]","[0.008315276440316667, 7547.737095801872, 11935305.398490652]","[0.01528480620919703, 17959.667046066137, 9979735.27368119]","[0.009406621301924838, 8666.898044063117, 11118774.828763245]","[0.00872652785995054, 6532.48159349068, 11724083.376685744]","[0.010458157049474035, 8611.985694303143, 10563991.517646149]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.009556558355453012, 7428.627742031531, 10799675.243681792]","[0.00899457476558734, 5320.585023719221, 12344002.38551992]","[0.007857862487941823, 5343.38992926773, 11955758.712617477]","[0.009181849120069746, 5354.747887496436, 10910309.550153803]","[0.008851214680377972, 6133.065004241558, 11064278.055191228]","[0.014951837247118448, 19021.219958820544, 10005192.737289729]","[0.014919624226683125, 20680.606044094402, 10339121.213746559]","[0.007759965369931169, 5493.9440481047095, 13501795.47643813]","[0.007918253288412502, 6160.2075779392835, 11367654.765713576]","[0.006599754856532348, 7206.134088635339, 11942379.617437482]","[0.007311846060450469, 6854.231481144227, 12163894.614269543]","[0.007617076723437397, 6686.408103976772, 13232394.830039792]","[0.01528480620919703, 17959.667046066137, 9979735.27368119]","[0.010458157049474035, 8611.985694303143, 10563991.517646149]","[0.01245691524653505, 16517.67702038704, 9361014.27695997]","[0.00870122597535364, 8816.960546176197, 12699132.71132974]","[0.009790250766320764, 8683.493535828407, 11271988.0137909]","[0.00887115596437837, 7195.953843788002, 11717807.283849843]","[0.00910750312361953, 8713.416114300888, 11673257.596173557]","[0.012245305965907633, 9315.72065733144, 10912874.862073794]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.009556558355453012, 7428.627742031531, 10799675.243681792]","[0.00899457476558734, 5320.585023719221, 12344002.38551992]","[0.007857862487941823, 5343.38992926773, 11955758.712617477]","[0.009181849120069746, 5354.747887496436, 10910309.550153803]","[0.008851214680377972, 6133.065004241558, 11064278.055191228]","[0.007759965369931169, 5493.9440481047095, 13501795.47643813]","[0.007918253288412502, 6160.2075779392835, 11367654.765713576]","[0.006599754856532348, 7206.134088635339, 11942379.617437482]","[0.007311846060450469, 6854.231481144227, 12163894.614269543]","[0.007617076723437397, 6686.408103976772, 13232394.830039792]","[0.010458157049474035, 8611.985694303143, 10563991.517646149]","[0.01245691524653505, 16517.67702038704, 9361014.27695997]","[0.009549735614136898, 8627.884046095092, 10782379.395538853]","[0.012823355239920413, 18052.906619984657, 10068476.32226292]","[0.009019141360646118, 9427.208332499866, 11810154.401718246]","[0.00924096515012619, 8736.503405974874, 11766960.948894434]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.009556558355453012, 7428.627742031531, 10799675.243681792]","[0.00899457476558734, 5320.585023719221, 12344002.38551992]","[0.007857862487941823, 5343.38992926773, 11955758.712617477]","[0.009181849120069746, 5354.747887496436, 10910309.550153803]","[0.008851214680377972, 6133.065004241558, 11064278.055191228]","[0.007759965369931169, 5493.9440481047095, 13501795.47643813]","[0.007918253288412502, 6160.2075779392835, 11367654.765713576]","[0.006599754856532348, 7206.134088635339, 11942379.617437482]","[0.007311846060450469, 6854.231481144227, 12163894.614269543]","[0.007617076723437397, 6686.408103976772, 13232394.830039792]","[0.010458157049474035, 8611.985694303143, 10563991.517646149]","[0.01245691524653505, 16517.67702038704, 9361014.27695997]","[0.009549735614136898, 8627.884046095092, 10782379.395538853]","[0.009227508222937752, 9107.569818881058, 11723730.843023859]","[0.019129129178135494, 30835.609795737208, 9437524.963272013]","[0.00904669721170893, 8764.942960945453, 12186038.603511276]","[0.013408924459477101, 17253.317141086613, 9662963.412023831]","[0.009590158196115132, 8661.888722976106, 11057702.034587152]","[0.00891992292171225, 9071.693262735978, 13829810.850760967]","[0.01088904926520013, 8644.357483446101, 10935323.734370446]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.009556558355453012, 7428.627742031531, 10799675.243681792]","[0.00899457476558734, 5320.585023719221, 12344002.38551992]","[0.007857862487941823, 5343.38992926773, 11955758.712617477]","[0.009181849120069746, 5354.747887496436, 10910309.550153803]","[0.008851214680377972, 6133.065004241558, 11064278.055191228]","[0.007759965369931169, 5493.9440481047095, 13501795.47643813]","[0.007918253288412502, 6160.2075779392835, 11367654.765713576]","[0.006599754856532348, 7206.134088635339, 11942379.617437482]","[0.007311846060450469, 6854.231481144227, 12163894.614269543]","[0.007617076723437397, 6686.408103976772, 13232394.830039792]","[0.010458157049474035, 8611.985694303143, 10563991.517646149]","[0.01245691524653505, 16517.67702038704, 9361014.27695997]","[0.009549735614136898, 8627.884046095092, 10782379.395538853]","[0.011354815321027244, 8677.363867453012, 11274650.601632277]","[0.01064387584962244, 9760.252642807702, 11667164.792827832]","[0.010382202761867838, 8820.410680066438, 12763661.561746398]","[0.02017414503531658, 30905.643518601202, 10625446.590025445]","[0.011342383432025108, 9464.849496087812, 12187013.782186497]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.009556558355453012, 7428.627742031531, 10799675.243681792]","[0.00899457476558734, 5320.585023719221, 12344002.38551992]","[0.007857862487941823, 5343.38992926773, 11955758.712617477]","[0.009181849120069746, 5354.747887496436, 10910309.550153803]","[0.008851214680377972, 6133.065004241558, 11064278.055191228]","[0.007759965369931169, 5493.9440481047095, 13501795.47643813]","[0.007918253288412502, 6160.2075779392835, 11367654.765713576]","[0.006599754856532348, 7206.134088635339, 11942379.617437482]","[0.007311846060450469, 6854.231481144227, 12163894.614269543]","[0.007617076723437397, 6686.408103976772, 13232394.830039792]","[0.010458157049474035, 8611.985694303143, 10563991.517646149]","[0.01245691524653505, 16517.67702038704, 9361014.27695997]","[0.009549735614136898, 8627.884046095092, 10782379.395538853]","[0.010797791287463906, 8757.437469907274, 12111886.757828591]","[0.02317591642039992, 30971.529862133793, 11194004.05157569]","[0.020541916671997278, 30976.74686309631, 11297326.52553003]","[0.02460972509336437, 30926.549296953395, 10988935.219264109]","[0.013947633357380657, 16660.539310398264, 11338693.84928976]","[0.02390725792919283, 35545.47239367646, 11098865.182685737]","[0.010212961417058209, 8788.051772863388, 12469269.404301945]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.009556558355453012, 7428.627742031531, 10799675.243681792]","[0.00899457476558734, 5320.585023719221, 12344002.38551992]","[0.007857862487941823, 5343.38992926773, 11955758.712617477]","[0.009181849120069746, 5354.747887496436, 10910309.550153803]","[0.008851214680377972, 6133.065004241558, 11064278.055191228]","[0.007759965369931169, 5493.9440481047095, 13501795.47643813]","[0.007918253288412502, 6160.2075779392835, 11367654.765713576]","[0.006599754856532348, 7206.134088635339, 11942379.617437482]","[0.007311846060450469, 6854.231481144227, 12163894.614269543]","[0.007617076723437397, 6686.408103976772, 13232394.830039792]","[0.010458157049474035, 8611.985694303143, 10563991.517646149]","[0.01245691524653505, 16517.67702038704, 9361014.27695997]","[0.009549735614136898, 8627.884046095092, 10782379.395538853]","[0.010109356803281847, 9765.898083910886, 11692492.296337193]","[0.00959770492001141, 8820.004465050342, 12765208.007235534]","[0.012440834499380162, 17697.506633537098, 11486696.662550306]","[0.009222505772586901, 9541.884374783665, 13099642.680844648]","[0.01872732186182894, 30963.734971433252, 11027639.925088678]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
