"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007026278692817498, 5292.740142594669, 10346860.943439221]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015368988778551274, 20010.295142254396, 8870350.674596956]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.010179489707864904, 7322.581919643817, 9754656.625529485]","[0.007159822689371027, 4223.507506679267, 10989464.112120163]","[0.012190308172255915, 19034.84558714896, 9029437.707731208]","[0.012682548918863062, 19033.282770062877, 8958531.982168755]","[0.01353779959286406, 18050.772198599334, 9292556.249998536]","[0.0117644110043713, 19141.82842980157, 10094343.659745883]","[0.012968980772557679, 18335.711237117324, 9921133.48824445]","[0.008775791031585987, 6663.570983919301, 10240922.061528279]","[0.013050629008056733, 19041.29442954817, 9142281.780987293]","[0.01310589453489635, 17817.48898607016, 10167393.896477118]","[0.01454800578643382, 18179.9701768107, 10127982.459806783]","[0.012958126944914173, 21090.358467053033, 9710237.359288678]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007026278692817498, 5292.740142594669, 10346860.943439221]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015368988778551274, 20010.295142254396, 8870350.674596956]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.010179489707864904, 7322.581919643817, 9754656.625529485]","[0.007159822689371027, 4223.507506679267, 10989464.112120163]","[0.012190308172255915, 19034.84558714896, 9029437.707731208]","[0.012682548918863062, 19033.282770062877, 8958531.982168755]","[0.01353779959286406, 18050.772198599334, 9292556.249998536]","[0.016674635971049703, 17803.40336263288, 10138774.256365757]","[0.018827611223416887, 28452.862972889445, 9854967.710751867]","[0.007630993350732632, 7513.753243136243, 11597482.618722096]","[0.008864227640469619, 6182.209642695859, 11594515.855530601]","[0.00793293812124619, 7492.2256906638295, 11411438.423744773]","[0.01401334790487785, 17806.85753527558, 10215543.437403731]","[0.008886009192495265, 7420.540335606693, 10706186.066198174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007026278692817498, 5292.740142594669, 10346860.943439221]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015368988778551274, 20010.295142254396, 8870350.674596956]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.010179489707864904, 7322.581919643817, 9754656.625529485]","[0.007159822689371027, 4223.507506679267, 10989464.112120163]","[0.012190308172255915, 19034.84558714896, 9029437.707731208]","[0.012682548918863062, 19033.282770062877, 8958531.982168755]","[0.01353779959286406, 18050.772198599334, 9292556.249998536]","[0.014479675046708626, 20214.53160736928, 8915133.264723234]","[0.008727365511881193, 6644.476352714872, 9977927.89144839]","[0.008631013768319894, 6767.481272894354, 11255655.843543258]","[0.014806364430993781, 17739.32613314032, 9417310.498657202]","[0.008025595751061494, 6775.954475251823, 11329578.6747997]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007026278692817498, 5292.740142594669, 10346860.943439221]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015368988778551274, 20010.295142254396, 8870350.674596956]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.010179489707864904, 7322.581919643817, 9754656.625529485]","[0.007159822689371027, 4223.507506679267, 10989464.112120163]","[0.012190308172255915, 19034.84558714896, 9029437.707731208]","[0.012682548918863062, 19033.282770062877, 8958531.982168755]","[0.01353779959286406, 18050.772198599334, 9292556.249998536]","[0.014479675046708626, 20214.53160736928, 8915133.264723234]","[0.008727365511881193, 6644.476352714872, 9977927.89144839]","[0.014806364430993781, 17739.32613314032, 9417310.498657202]","[0.008073563511126255, 6750.556355513245, 11009578.216942793]","[0.017143057501431597, 20686.174171432398, 9243031.382902432]","[0.008089774317815438, 5964.687296770422, 9395509.182448102]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007026278692817498, 5292.740142594669, 10346860.943439221]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015368988778551274, 20010.295142254396, 8870350.674596956]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007159822689371027, 4223.507506679267, 10989464.112120163]","[0.012190308172255915, 19034.84558714896, 9029437.707731208]","[0.012682548918863062, 19033.282770062877, 8958531.982168755]","[0.01353779959286406, 18050.772198599334, 9292556.249998536]","[0.014479675046708626, 20214.53160736928, 8915133.264723234]","[0.008089774317815438, 5964.687296770422, 9395509.182448102]","[0.009163155600418926, 7404.976460443859, 10554016.356593441]","[0.007970362847602289, 7587.05237440823, 12441841.63136917]","[0.00940048402513388, 6710.930034874148, 10660317.594942044]","[0.008755316004541127, 6790.4705520592415, 11507916.147693846]","[0.008455365895922112, 6170.571930178185, 11528892.809378427]","[0.008768581491002557, 7450.032461436732, 10960620.6329722]","[0.01632661561667357, 21103.22094245449, 10123377.712854922]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007026278692817498, 5292.740142594669, 10346860.943439221]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015368988778551274, 20010.295142254396, 8870350.674596956]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007159822689371027, 4223.507506679267, 10989464.112120163]","[0.012190308172255915, 19034.84558714896, 9029437.707731208]","[0.012682548918863062, 19033.282770062877, 8958531.982168755]","[0.01353779959286406, 18050.772198599334, 9292556.249998536]","[0.014479675046708626, 20214.53160736928, 8915133.264723234]","[0.008089774317815438, 5964.687296770422, 9395509.182448102]","[0.007761535663193298, 7132.479356058002, 11165366.646252543]","[0.009563031760470915, 6670.950106853047, 10262325.59695214]","[0.009062188015399835, 6117.571968353607, 10970575.741839606]","[0.008286544364607247, 6716.483152276831, 10686458.926476162]","[0.008973697530493286, 6188.594056389175, 11630706.855045736]","[0.00913408375902195, 6744.263022563596, 9783700.832770947]","[0.008158642747333085, 6825.501063153012, 11819266.187992714]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007026278692817498, 5292.740142594669, 10346860.943439221]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015368988778551274, 20010.295142254396, 8870350.674596956]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007159822689371027, 4223.507506679267, 10989464.112120163]","[0.012190308172255915, 19034.84558714896, 9029437.707731208]","[0.012682548918863062, 19033.282770062877, 8958531.982168755]","[0.01353779959286406, 18050.772198599334, 9292556.249998536]","[0.014479675046708626, 20214.53160736928, 8915133.264723234]","[0.008089774317815438, 5964.687296770422, 9395509.182448102]","[0.007546870865495468, 6199.631996544626, 11777790.554580955]","[0.00807491458944742, 6050.5953185055805, 10265951.373298278]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007026278692817498, 5292.740142594669, 10346860.943439221]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015368988778551274, 20010.295142254396, 8870350.674596956]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007159822689371027, 4223.507506679267, 10989464.112120163]","[0.012190308172255915, 19034.84558714896, 9029437.707731208]","[0.012682548918863062, 19033.282770062877, 8958531.982168755]","[0.01353779959286406, 18050.772198599334, 9292556.249998536]","[0.014479675046708626, 20214.53160736928, 8915133.264723234]","[0.008089774317815438, 5964.687296770422, 9395509.182448102]","[0.007680820722205249, 5965.072593384792, 9357094.088377576]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007026278692817498, 5292.740142594669, 10346860.943439221]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015368988778551274, 20010.295142254396, 8870350.674596956]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007159822689371027, 4223.507506679267, 10989464.112120163]","[0.012190308172255915, 19034.84558714896, 9029437.707731208]","[0.012682548918863062, 19033.282770062877, 8958531.982168755]","[0.01353779959286406, 18050.772198599334, 9292556.249998536]","[0.014479675046708626, 20214.53160736928, 8915133.264723234]","[0.008089774317815438, 5964.687296770422, 9395509.182448102]","[0.007680820722205249, 5965.072593384792, 9357094.088377576]","[0.007977557296882778, 6779.952674857811, 11416505.817001205]","[0.008366045367401827, 6051.1310817753065, 10212854.286957707]","[0.008128576201337848, 6734.774937227492, 9703569.17653552]","[0.008033794468791558, 6876.295296337635, 11136129.784712717]","[0.008272740250249669, 6686.614539442732, 10440581.142974827]","[0.008097936705045102, 6075.516600945396, 10496968.29189995]","[0.009112301886655507, 6731.764523942437, 9686584.021243792]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007026278692817498, 5292.740142594669, 10346860.943439221]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015368988778551274, 20010.295142254396, 8870350.674596956]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007159822689371027, 4223.507506679267, 10989464.112120163]","[0.012190308172255915, 19034.84558714896, 9029437.707731208]","[0.012682548918863062, 19033.282770062877, 8958531.982168755]","[0.01353779959286406, 18050.772198599334, 9292556.249998536]","[0.014479675046708626, 20214.53160736928, 8915133.264723234]","[0.008089774317815438, 5964.687296770422, 9395509.182448102]","[0.007680820722205249, 5965.072593384792, 9357094.088377576]","[0.008142022300726364, 7346.55098270636, 9754426.598330116]","[0.007829966930447622, 6919.602931965508, 12853314.788359895]","[0.008594075064087582, 6825.786478777677, 10664534.811581863]","[0.008568911427958192, 6828.3886467797165, 10686493.862422781]","[0.008629155909909892, 6023.145765819412, 9974574.873184763]","[0.008461247999370583, 6831.793291973194, 10743349.284709254]","[0.008102964641276349, 6831.304766591122, 10763031.09811546]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007026278692817498, 5292.740142594669, 10346860.943439221]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015368988778551274, 20010.295142254396, 8870350.674596956]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007159822689371027, 4223.507506679267, 10989464.112120163]","[0.012190308172255915, 19034.84558714896, 9029437.707731208]","[0.012682548918863062, 19033.282770062877, 8958531.982168755]","[0.01353779959286406, 18050.772198599334, 9292556.249998536]","[0.014479675046708626, 20214.53160736928, 8915133.264723234]","[0.008089774317815438, 5964.687296770422, 9395509.182448102]","[0.007680820722205249, 5965.072593384792, 9357094.088377576]","[0.013635165174145227, 19115.668516570346, 9870667.9540079]","[0.009012655475212945, 6750.001524243653, 11081642.693530561]","[0.008063407579437324, 6759.513521080177, 11208340.319553236]","[0.008079999268899433, 7396.665911561406, 10456244.998452526]","[0.013456409108707303, 17790.018971331323, 9949777.803313928]","[0.008841434679729114, 6780.297800251708, 10229759.379554942]","[0.01526529039259018, 19089.71182477135, 9824673.55144661]","[0.008347779734232515, 6854.363720854666, 10949356.755179428]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007026278692817498, 5292.740142594669, 10346860.943439221]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015368988778551274, 20010.295142254396, 8870350.674596956]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007159822689371027, 4223.507506679267, 10989464.112120163]","[0.012190308172255915, 19034.84558714896, 9029437.707731208]","[0.012682548918863062, 19033.282770062877, 8958531.982168755]","[0.01353779959286406, 18050.772198599334, 9292556.249998536]","[0.014479675046708626, 20214.53160736928, 8915133.264723234]","[0.008089774317815438, 5964.687296770422, 9395509.182448102]","[0.007680820722205249, 5965.072593384792, 9357094.088377576]","[0.015005547734374583, 17289.34089743743, 10305606.264802247]","[0.014459462678335444, 19131.203622099907, 10105103.390702559]","[0.014938808658992582, 19129.28507585653, 10163854.590735331]","[0.007548197944944942, 7198.975763756262, 11802303.230657794]","[0.008215515373754208, 6855.800316648596, 10985165.168875687]","[0.007824189652293678, 6525.482843672328, 11755115.145148383]","[0.013205535848376077, 17825.053406724834, 10192045.604346436]","[0.008556903126893532, 6710.012923918546, 10730398.842127517]","[0.016060299208576715, 19041.169404572964, 9245250.046598665]","[0.007615184682775139, 6202.131264588902, 11767349.628121827]","[0.00801081655440102, 6755.014201484488, 11118597.823904736]","[0.0154845996493397, 17809.91285824818, 10299841.302916836]","[0.0073517124099074516, 6231.594890911482, 12105215.403567076]","[0.007884082383943936, 6172.062317603641, 11476555.43838705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007026278692817498, 5292.740142594669, 10346860.943439221]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.015368988778551274, 20010.295142254396, 8870350.674596956]","[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007159822689371027, 4223.507506679267, 10989464.112120163]","[0.012190308172255915, 19034.84558714896, 9029437.707731208]","[0.012682548918863062, 19033.282770062877, 8958531.982168755]","[0.01353779959286406, 18050.772198599334, 9292556.249998536]","[0.014479675046708626, 20214.53160736928, 8915133.264723234]","[0.008089774317815438, 5964.687296770422, 9395509.182448102]","[0.007680820722205249, 5965.072593384792, 9357094.088377576]","[0.00813991007357314, 6059.165960419912, 10353798.731841067]","[0.014654013331495443, 19067.792509817944, 9523507.702542676]","[0.008250821602153487, 6009.719680939837, 9828422.166629547]","[0.008092983248952055, 6407.95985434624, 10475115.87614191]","[0.015909048609032365, 17946.263106495284, 9364436.312241131]","[0.007557213167277778, 6544.538375243797, 11904148.697455386]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
