"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.0076910940296475005, 7673.530526888659, 13001937.508015241]","[0.016860344540848914, 21725.94070212562, 10215840.003710862]","[0.009702807362628022, 8708.45397197124, 11641578.272182174]","[0.007973279528029738, 5447.28222653413, 11919635.569054201]","[0.009998334449701536, 6525.332186103137, 11718089.273131162]","[0.01633682594131279, 18285.8259494195, 10537085.762518387]","[0.008755399424702152, 7534.487300597841, 11638892.310429411]","[0.009044871250921453, 6271.52052145116, 12495496.010249587]","[0.007814689691751938, 6604.982925883503, 12460491.74616343]","[0.01943591281736605, 16552.091186608133, 10708576.210056689]","[0.008623898540941073, 6328.550434376344, 12994567.084939253]","[0.008684717198102864, 6967.23482000181, 12072114.280314859]","[0.008280799813780073, 7190.402228363655, 11712399.218421575]","[0.010574757364746022, 6267.502457805358, 12412523.67886344]","[0.015207224832952452, 20239.422406192236, 11630857.119258896]","[0.011862500597593216, 7519.650902069929, 11663876.886690833]","[0.0069567683278726755, 7574.654186601692, 12052788.414925588]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.016860344540848914, 21725.94070212562, 10215840.003710862]","[0.007973279528029738, 5447.28222653413, 11919635.569054201]","[0.009998334449701536, 6525.332186103137, 11718089.273131162]","[0.008755399424702152, 7534.487300597841, 11638892.310429411]","[0.007814689691751938, 6604.982925883503, 12460491.74616343]","[0.008280799813780073, 7190.402228363655, 11712399.218421575]","[0.0069567683278726755, 7574.654186601692, 12052788.414925588]","[0.013749121358926966, 17284.483841324876, 11254341.818238698]","[0.008311252081864744, 7232.918537978666, 12159895.456043025]","[0.01914053151466077, 16416.28093294294, 10794061.394189462]","[0.00842212722620831, 6251.531257599525, 12221018.718352417]","[0.012123381593882982, 17414.966396506377, 10427968.66808884]","[0.009567005564116814, 7505.104487329808, 11494716.048554929]","[0.016627074117426314, 17375.778171569877, 11057721.593977774]","[0.009179365244153281, 6952.760192201178, 11923908.163652828]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.016860344540848914, 21725.94070212562, 10215840.003710862]","[0.007973279528029738, 5447.28222653413, 11919635.569054201]","[0.009998334449701536, 6525.332186103137, 11718089.273131162]","[0.008755399424702152, 7534.487300597841, 11638892.310429411]","[0.007814689691751938, 6604.982925883503, 12460491.74616343]","[0.008280799813780073, 7190.402228363655, 11712399.218421575]","[0.0069567683278726755, 7574.654186601692, 12052788.414925588]","[0.009567005564116814, 7505.104487329808, 11494716.048554929]","[0.01649596450817442, 19523.810756357165, 10147909.074205358]","[0.007696197676506646, 5394.127150781862, 12877316.004925469]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.007814689691751938, 6604.982925883503, 12460491.74616343]","[0.0069567683278726755, 7574.654186601692, 12052788.414925588]","[0.01649596450817442, 19523.810756357165, 10147909.074205358]","[0.007696197676506646, 5394.127150781862, 12877316.004925469]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.014713754561688126, 16422.662363107615, 10913664.11280856]","[0.009461464346149948, 7146.869678454509, 11280840.901557203]","[0.014435197341268536, 17368.658349232963, 10856698.492683668]","[0.008127613590813394, 7152.3621051490445, 11319370.952357246]","[0.01985493195532552, 17300.74326196639, 10315371.45282348]","[0.008108811781362515, 5577.674079979249, 11631103.454669911]","[0.014389088796858343, 18077.823778251008, 10393126.3746672]","[0.017832369397352815, 20833.28942573072, 10049998.215097988]","[0.009316460915739976, 6781.896417905907, 11350468.246155336]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.007814689691751938, 6604.982925883503, 12460491.74616343]","[0.0069567683278726755, 7574.654186601692, 12052788.414925588]","[0.01649596450817442, 19523.810756357165, 10147909.074205358]","[0.007696197676506646, 5394.127150781862, 12877316.004925469]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.017832369397352815, 20833.28942573072, 10049998.215097988]","[0.014207949373541182, 17171.76063840744, 10925964.321685392]","[0.008546383251961921, 6999.211243907621, 12417459.024562888]","[0.008200880771352979, 6887.4971286233285, 12498568.20038387]","[0.008674766032183125, 6139.922796637373, 11153159.566526799]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.007814689691751938, 6604.982925883503, 12460491.74616343]","[0.0069567683278726755, 7574.654186601692, 12052788.414925588]","[0.01649596450817442, 19523.810756357165, 10147909.074205358]","[0.007696197676506646, 5394.127150781862, 12877316.004925469]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.017832369397352815, 20833.28942573072, 10049998.215097988]","[0.008437310332873219, 6974.648573453641, 12138972.755819196]","[0.010120193386278543, 8722.356221981609, 11706951.129193744]","[0.012856848913269629, 19166.71063661288, 10487543.396577258]","[0.007662293101610716, 7214.378840634061, 12018278.18685948]","[0.01779534064804119, 25845.984414594812, 10460348.566420043]","[0.010561099042686933, 8606.355506470365, 10637166.084181082]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.007814689691751938, 6604.982925883503, 12460491.74616343]","[0.0069567683278726755, 7574.654186601692, 12052788.414925588]","[0.01649596450817442, 19523.810756357165, 10147909.074205358]","[0.007696197676506646, 5394.127150781862, 12877316.004925469]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.017832369397352815, 20833.28942573072, 10049998.215097988]","[0.007662293101610716, 7214.378840634061, 12018278.18685948]","[0.014180895761312765, 18318.699672151484, 10892557.826151237]","[0.009521048816408013, 8648.342687960232, 10974848.251554282]","[0.010109865169435954, 7632.970287479905, 12571547.713108791]","[0.012769721352574896, 18713.218672841987, 10233377.313104305]","[0.009220470158204054, 8835.436680137407, 12970797.169277743]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.007814689691751938, 6604.982925883503, 12460491.74616343]","[0.0069567683278726755, 7574.654186601692, 12052788.414925588]","[0.01649596450817442, 19523.810756357165, 10147909.074205358]","[0.007696197676506646, 5394.127150781862, 12877316.004925469]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.017832369397352815, 20833.28942573072, 10049998.215097988]","[0.007662293101610716, 7214.378840634061, 12018278.18685948]","[0.012769721352574896, 18713.218672841987, 10233377.313104305]","[0.012898606317491583, 18256.51625990437, 10192024.839123024]","[0.00936884293517847, 8714.385948456602, 11690227.053967468]","[0.009910200838201114, 8592.354855613868, 10475416.817230683]","[0.008962316653405735, 8709.35779556461, 11693701.876930173]","[0.009061324265953638, 6198.53462326766, 11747321.62018776]","[0.009758475619584196, 8689.862235203163, 11465508.296422418]","[0.00961396389324857, 6939.190428343702, 11744034.529799681]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.007814689691751938, 6604.982925883503, 12460491.74616343]","[0.0069567683278726755, 7574.654186601692, 12052788.414925588]","[0.007696197676506646, 5394.127150781862, 12877316.004925469]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.007662293101610716, 7214.378840634061, 12018278.18685948]","[0.012769721352574896, 18713.218672841987, 10233377.313104305]","[0.012898606317491583, 18256.51625990437, 10192024.839123024]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.014305167502212958, 19199.2175813137, 10901951.132319862]","[0.013060450564901249, 19967.33453680289, 10431973.900133595]","[0.014370166283852289, 19192.762320000053, 10987249.810293801]","[0.009033957990631444, 8652.879366958332, 11145970.326311324]","[0.017840189396673294, 19154.688310161153, 10612560.832633628]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.007814689691751938, 6604.982925883503, 12460491.74616343]","[0.0069567683278726755, 7574.654186601692, 12052788.414925588]","[0.007696197676506646, 5394.127150781862, 12877316.004925469]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.007662293101610716, 7214.378840634061, 12018278.18685948]","[0.012769721352574896, 18713.218672841987, 10233377.313104305]","[0.012898606317491583, 18256.51625990437, 10192024.839123024]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.01419702705008156, 19158.71807588735, 10501865.062884903]","[0.013261370197501772, 8635.80859111907, 10847419.089677056]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.008693975167557624, 7517.029317694903, 11627497.609867055]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
