"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.012769721352574896, 18713.218672841987, 10233377.313104305]","[0.012898606317491583, 18256.51625990437, 10192024.839123024]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.008526063524123799, 5428.688812334002, 11728562.267892202]","[0.008129174550283098, 5050.0120059138835, 12165324.986332254]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.01910081774433013, 17984.105251228764, 10411044.792410769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.012769721352574896, 18713.218672841987, 10233377.313104305]","[0.012898606317491583, 18256.51625990437, 10192024.839123024]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.018496638221006424, 22004.644545182153, 10073108.768541684]","[0.01586848866223524, 20873.866367982184, 10374522.180846747]","[0.0269145641375686, 37858.02689838066, 10008453.253549956]","[0.008184780256495165, 5499.67677001608, 10863911.59277179]","[0.007996942845029349, 7575.61477169936, 12288674.227671558]","[0.009192647335547997, 5421.709925731893, 11594587.843748733]","[0.007539279734196234, 6601.4496485313275, 12402022.496933084]","[0.008673781509751111, 4902.9066942502495, 11746246.97915489]","[0.008297744487040303, 5392.359448247902, 12496032.60316932]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.012769721352574896, 18713.218672841987, 10233377.313104305]","[0.012898606317491583, 18256.51625990437, 10192024.839123024]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.00965731066224871, 6773.284787701987, 10108251.169603353]","[0.009337402440545962, 7125.365544361526, 10992162.301745147]","[0.007896465119405163, 6192.5175529436265, 11598200.17162892]","[0.00906210782819921, 6498.891858931428, 11349759.130401034]","[0.008646795527951688, 7442.513000643202, 10918735.704861876]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.00965731066224871, 6773.284787701987, 10108251.169603353]","[0.017893772341325557, 19211.21908976418, 10848302.691041674]","[0.009128413127668593, 4869.96337044919, 11400453.36876163]","[0.016923672608576065, 19227.0810284046, 10618247.718357585]","[0.007074862623460961, 4839.775392693488, 13031935.917098721]","[0.00824806487431694, 6158.083068944259, 11245627.434533933]","[0.018652241593014176, 17838.34138563955, 10815162.25488922]","[0.014557547958778215, 19220.683741077122, 10948444.131501844]","[0.013113204394725216, 19852.872251097804, 9311382.378221942]","[0.02456456673638836, 19148.73591324035, 10405461.97093006]","[0.010229652013117943, 6877.223502772631, 11160336.119785603]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.00965731066224871, 6773.284787701987, 10108251.169603353]","[0.009128413127668593, 4869.96337044919, 11400453.36876163]","[0.013113204394725216, 19852.872251097804, 9311382.378221942]","[0.01721091685601778, 21129.410038806313, 10666765.52735679]","[0.008430090910289907, 6141.683595481575, 11141864.84694301]","[0.007353758453077756, 4397.009468806988, 12724592.265594466]","[0.008220165239372365, 6619.402190302905, 12570354.786781501]","[0.025005365633268835, 32700.25292827986, 10308067.731589362]","[0.019857213345150917, 19796.869821371434, 10337594.292134037]","[0.01226096968553132, 7458.009816954008, 11083758.059319243]","[0.017355580670014543, 17296.500664436862, 10784314.62325477]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.00965731066224871, 6773.284787701987, 10108251.169603353]","[0.009128413127668593, 4869.96337044919, 11400453.36876163]","[0.013113204394725216, 19852.872251097804, 9311382.378221942]","[0.010528329768096997, 7426.023052950343, 10774254.269889066]","[0.008667880278690199, 6160.029945819168, 11266206.693743233]","[0.0089511655879873, 6158.536865654261, 11277011.805569163]","[0.008564811893613031, 6195.697967774926, 11695484.067370668]","[0.008251346103513107, 6219.987676078752, 11867455.477561997]","[0.00899524074935178, 6444.873155815262, 10849711.283386627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.00965731066224871, 6773.284787701987, 10108251.169603353]","[0.009128413127668593, 4869.96337044919, 11400453.36876163]","[0.013113204394725216, 19852.872251097804, 9311382.378221942]","[0.009610675740609986, 6782.679411558451, 10233571.442797035]","[0.01693810716506449, 16920.546568840422, 9757187.282979012]","[0.008945266038720754, 5292.25118531468, 10282729.686254935]","[0.008779854785301631, 6188.990096490705, 11598765.19173733]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.00965731066224871, 6773.284787701987, 10108251.169603353]","[0.009128413127668593, 4869.96337044919, 11400453.36876163]","[0.013113204394725216, 19852.872251097804, 9311382.378221942]","[0.009610675740609986, 6782.679411558451, 10233571.442797035]","[0.01693810716506449, 16920.546568840422, 9757187.282979012]","[0.008945266038720754, 5292.25118531468, 10282729.686254935]","[0.017259669363844335, 20054.05824560305, 9417814.42094393]","[0.008565909505694622, 6108.012459882573, 10779617.392696917]","[0.008688426493584098, 6055.002160010451, 10200257.7129636]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.00965731066224871, 6773.284787701987, 10108251.169603353]","[0.009128413127668593, 4869.96337044919, 11400453.36876163]","[0.013113204394725216, 19852.872251097804, 9311382.378221942]","[0.01693810716506449, 16920.546568840422, 9757187.282979012]","[0.008945266038720754, 5292.25118531468, 10282729.686254935]","[0.008688426493584098, 6055.002160010451, 10200257.7129636]","[0.01653932037239587, 19140.11886965327, 10339694.601711899]","[0.010377157494576537, 6076.413424370512, 10465631.583773762]","[0.00863663174229013, 6155.016250920549, 11285412.815796934]","[0.010245276081927535, 7082.874706883727, 10567890.902426872]","[0.009891301727566122, 6889.156023426528, 11200990.62671211]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.00965731066224871, 6773.284787701987, 10108251.169603353]","[0.009128413127668593, 4869.96337044919, 11400453.36876163]","[0.013113204394725216, 19852.872251097804, 9311382.378221942]","[0.01693810716506449, 16920.546568840422, 9757187.282979012]","[0.008945266038720754, 5292.25118531468, 10282729.686254935]","[0.008688426493584098, 6055.002160010451, 10200257.7129636]","[0.008495281746286255, 5408.341238758194, 12648101.436295435]","[0.017527029169212616, 18006.035611370506, 10526521.167227509]","[0.01555676942538339, 19166.661845848364, 10370845.996755537]","[0.015463772342112412, 20353.950881510926, 10388287.481658177]","[0.008699896859408269, 6823.292124551351, 10652462.147069894]","[0.008754164308578874, 6083.523810342518, 10587581.447474755]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.00965731066224871, 6773.284787701987, 10108251.169603353]","[0.009128413127668593, 4869.96337044919, 11400453.36876163]","[0.013113204394725216, 19852.872251097804, 9311382.378221942]","[0.01693810716506449, 16920.546568840422, 9757187.282979012]","[0.008945266038720754, 5292.25118531468, 10282729.686254935]","[0.008688426493584098, 6055.002160010451, 10200257.7129636]","[0.008989800250069032, 6191.944153286831, 11583188.214851366]","[0.008471979924645082, 7076.383344286794, 10549188.245815024]","[0.010951583814029832, 6778.229077266711, 10122889.561755178]","[0.008523461005304135, 6912.671816261152, 11491681.643054157]","[0.008338704976231504, 6205.536283503751, 11797359.214325685]","[0.018594365560713342, 21199.42158298788, 9759226.637834687]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.00965731066224871, 6773.284787701987, 10108251.169603353]","[0.009128413127668593, 4869.96337044919, 11400453.36876163]","[0.013113204394725216, 19852.872251097804, 9311382.378221942]","[0.01693810716506449, 16920.546568840422, 9757187.282979012]","[0.008945266038720754, 5292.25118531468, 10282729.686254935]","[0.008688426493584098, 6055.002160010451, 10200257.7129636]","[0.00875273558732631, 7017.2204712416615, 12641248.282031428]","[0.010311956713697605, 6919.2365072588955, 11605091.186959872]","[0.009176669623670381, 7112.903609277839, 10889584.25202305]","[0.009184749939372534, 6599.836162455277, 12412331.596028585]","[0.014133342900866845, 17255.929205176486, 10249896.820184864]","[0.008500518809805308, 7035.725515577052, 12770099.849901432]","[0.010469914469359362, 6867.724215955191, 10998661.60262418]","[0.008614494296079831, 7286.382537784337, 12673871.248036986]","[0.010422396979001432, 6914.70257082684, 11551546.424422916]","[0.011100233912762512, 6291.423694275736, 12668767.019052474]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.00965731066224871, 6773.284787701987, 10108251.169603353]","[0.009128413127668593, 4869.96337044919, 11400453.36876163]","[0.013113204394725216, 19852.872251097804, 9311382.378221942]","[0.01693810716506449, 16920.546568840422, 9757187.282979012]","[0.008945266038720754, 5292.25118531468, 10282729.686254935]","[0.008688426493584098, 6055.002160010451, 10200257.7129636]","[0.009253507679421645, 6876.180081337437, 11139352.83783379]","[0.007783059091614804, 5567.07513040804, 11670161.725395415]","[0.009819661586767043, 6758.73327709895, 9958933.787660878]","[0.008422455431746299, 6497.444967457907, 11408945.76617223]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.00965731066224871, 6773.284787701987, 10108251.169603353]","[0.009128413127668593, 4869.96337044919, 11400453.36876163]","[0.013113204394725216, 19852.872251097804, 9311382.378221942]","[0.01693810716506449, 16920.546568840422, 9757187.282979012]","[0.008945266038720754, 5292.25118531468, 10282729.686254935]","[0.008688426493584098, 6055.002160010451, 10200257.7129636]","[0.009819661586767043, 6758.73327709895, 9958933.787660878]","[0.009520391660536483, 6110.995616364255, 10811975.562854096]","[0.008193296159342884, 5549.0721961210465, 11505555.597905701]","[0.008608745969199798, 6479.3562050729, 11210298.52780614]","[0.00885277542234513, 6752.7393909397715, 9927015.19818246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00789943277530318, 4878.515245537469, 10445245.672307769]","[0.016359401067445965, 19084.76160344784, 9909672.178156223]","[0.006705999543409662, 4112.1284814684, 11796716.633176258]","[0.007265620193976417, 5461.7706848486005, 10426315.745172033]","[0.01975224254472057, 17327.59071587114, 9580833.964744408]","[0.009128413127668593, 4869.96337044919, 11400453.36876163]","[0.013113204394725216, 19852.872251097804, 9311382.378221942]","[0.01693810716506449, 16920.546568840422, 9757187.282979012]","[0.008945266038720754, 5292.25118531468, 10282729.686254935]","[0.008688426493584098, 6055.002160010451, 10200257.7129636]","[0.00885277542234513, 6752.7393909397715, 9927015.19818246]","[0.009546361936532199, 7505.582589103437, 11536866.801540477]","[0.014511166703691741, 17929.777698576007, 10291443.110009007]","[0.017086232099631414, 21309.67079861643, 9968210.7918741]","[0.010865167957102769, 6874.214650583215, 11124312.767298058]","[0.010056589917477304, 7499.527724329111, 11558625.309033904]","[0.010658714753209442, 6922.23235427374, 11601647.909570312]","[0.010839299660307045, 6881.708588190488, 11154346.324893607]","[0.010701133330009096, 7398.506895395404, 10467986.358243203]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
