"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007676107259582741, 6979.023422421811, 12114510.658892673]","[0.012161727259820045, 8477.81300337904, 9323494.450258952]","[0.01203655746387167, 8479.324563925084, 9323705.08343019]","[0.011955095439925125, 8529.823769228859, 9814347.069607757]","[0.010297725850433597, 6351.353168501442, 9905829.38495178]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007676107259582741, 6979.023422421811, 12114510.658892673]","[0.012161727259820045, 8477.81300337904, 9323494.450258952]","[0.01203655746387167, 8479.324563925084, 9323705.08343019]","[0.011955095439925125, 8529.823769228859, 9814347.069607757]","[0.010297725850433597, 6351.353168501442, 9905829.38495178]","[0.007677766721046748, 7739.342586043294, 10995621.816298945]","[0.007473916350516494, 7739.371207831061, 10995790.264009453]","[0.00774184019890791, 7719.360858935212, 10784610.186205927]","[0.007737493264540141, 7734.36350447378, 10916473.455054436]","[0.007791533830056531, 7716.830825219209, 10760234.290951075]","[0.007905512470556724, 7661.375056071199, 10226589.01625693]","[0.007315621935429669, 7163.51510152656, 11407712.364658894]","[0.007379478401714527, 7063.353904644411, 13058189.462686576]",,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007676107259582741, 6979.023422421811, 12114510.658892673]","[0.012161727259820045, 8477.81300337904, 9323494.450258952]","[0.01203655746387167, 8479.324563925084, 9323705.08343019]","[0.011955095439925125, 8529.823769228859, 9814347.069607757]","[0.010297725850433597, 6351.353168501442, 9905829.38495178]","[0.007677766721046748, 7739.342586043294, 10995621.816298945]","[0.007473916350516494, 7739.371207831061, 10995790.264009453]","[0.00774184019890791, 7719.360858935212, 10784610.186205927]","[0.007737493264540141, 7734.36350447378, 10916473.455054436]","[0.007791533830056531, 7716.830825219209, 10760234.290951075]","[0.007905512470556724, 7661.375056071199, 10226589.01625693]","[0.007315621935429669, 7163.51510152656, 11407712.364658894]","[0.007379478401714527, 7063.353904644411, 13058189.462686576]",,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007676107259582741, 6979.023422421811, 12114510.658892673]","[0.012161727259820045, 8477.81300337904, 9323494.450258952]","[0.01203655746387167, 8479.324563925084, 9323705.08343019]","[0.011955095439925125, 8529.823769228859, 9814347.069607757]","[0.010297725850433597, 6351.353168501442, 9905829.38495178]","[0.007677766721046748, 7739.342586043294, 10995621.816298945]","[0.007473916350516494, 7739.371207831061, 10995790.264009453]","[0.00774184019890791, 7719.360858935212, 10784610.186205927]","[0.007737493264540141, 7734.36350447378, 10916473.455054436]","[0.007791533830056531, 7716.830825219209, 10760234.290951075]","[0.007905512470556724, 7661.375056071199, 10226589.01625693]","[0.007315621935429669, 7163.51510152656, 11407712.364658894]","[0.007379478401714527, 7063.353904644411, 13058189.462686576]",,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007676107259582741, 6979.023422421811, 12114510.658892673]","[0.012161727259820045, 8477.81300337904, 9323494.450258952]","[0.01203655746387167, 8479.324563925084, 9323705.08343019]","[0.011955095439925125, 8529.823769228859, 9814347.069607757]","[0.010297725850433597, 6351.353168501442, 9905829.38495178]","[0.007677766721046748, 7739.342586043294, 10995621.816298945]","[0.007473916350516494, 7739.371207831061, 10995790.264009453]","[0.00774184019890791, 7719.360858935212, 10784610.186205927]","[0.007737493264540141, 7734.36350447378, 10916473.455054436]","[0.007791533830056531, 7716.830825219209, 10760234.290951075]","[0.007905512470556724, 7661.375056071199, 10226589.01625693]","[0.007315621935429669, 7163.51510152656, 11407712.364658894]","[0.007379478401714527, 7063.353904644411, 13058189.462686576]","[0.0077887626379712265, 6959.596623411916, 13178979.853139598]","[0.007356836139927137, 7015.179694870519, 13710583.896859005]","[0.007390878768572425, 6998.135336235874, 13572044.694057377]","[0.007729269172650264, 6974.526398075144, 13346148.841688428]","[0.007957071862096394, 6904.033343266451, 12638701.25733711]",,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007676107259582741, 6979.023422421811, 12114510.658892673]","[0.012161727259820045, 8477.81300337904, 9323494.450258952]","[0.01203655746387167, 8479.324563925084, 9323705.08343019]","[0.011955095439925125, 8529.823769228859, 9814347.069607757]","[0.010297725850433597, 6351.353168501442, 9905829.38495178]","[0.007677766721046748, 7739.342586043294, 10995621.816298945]","[0.007473916350516494, 7739.371207831061, 10995790.264009453]","[0.00774184019890791, 7719.360858935212, 10784610.186205927]","[0.007737493264540141, 7734.36350447378, 10916473.455054436]","[0.007791533830056531, 7716.830825219209, 10760234.290951075]","[0.007905512470556724, 7661.375056071199, 10226589.01625693]","[0.007315621935429669, 7163.51510152656, 11407712.364658894]","[0.007379478401714527, 7063.353904644411, 13058189.462686576]","[0.0077887626379712265, 6959.596623411916, 13178979.853139598]","[0.007356836139927137, 7015.179694870519, 13710583.896859005]","[0.007390878768572425, 6998.135336235874, 13572044.694057377]","[0.007729269172650264, 6974.526398075144, 13346148.841688428]","[0.007957071862096394, 6904.033343266451, 12638701.25733711]",,,,,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007676107259582741, 6979.023422421811, 12114510.658892673]","[0.012161727259820045, 8477.81300337904, 9323494.450258952]","[0.01203655746387167, 8479.324563925084, 9323705.08343019]","[0.011955095439925125, 8529.823769228859, 9814347.069607757]","[0.010297725850433597, 6351.353168501442, 9905829.38495178]","[0.007677766721046748, 7739.342586043294, 10995621.816298945]","[0.007473916350516494, 7739.371207831061, 10995790.264009453]","[0.00774184019890791, 7719.360858935212, 10784610.186205927]","[0.007737493264540141, 7734.36350447378, 10916473.455054436]","[0.007791533830056531, 7716.830825219209, 10760234.290951075]","[0.007905512470556724, 7661.375056071199, 10226589.01625693]","[0.007315621935429669, 7163.51510152656, 11407712.364658894]","[0.007379478401714527, 7063.353904644411, 13058189.462686576]","[0.0077887626379712265, 6959.596623411916, 13178979.853139598]","[0.007356836139927137, 7015.179694870519, 13710583.896859005]","[0.007390878768572425, 6998.135336235874, 13572044.694057377]","[0.007729269172650264, 6974.526398075144, 13346148.841688428]","[0.007957071862096394, 6904.033343266451, 12638701.25733711]","[0.013551698139537363, 18927.667249822724, 8907977.786535302]","[0.01484484636607425, 22034.750732342214, 8368195.339745015]","[0.013096538936946605, 18949.67940534584, 9169764.24343102]",,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007676107259582741, 6979.023422421811, 12114510.658892673]","[0.012161727259820045, 8477.81300337904, 9323494.450258952]","[0.01203655746387167, 8479.324563925084, 9323705.08343019]","[0.011955095439925125, 8529.823769228859, 9814347.069607757]","[0.010297725850433597, 6351.353168501442, 9905829.38495178]","[0.007677766721046748, 7739.342586043294, 10995621.816298945]","[0.007473916350516494, 7739.371207831061, 10995790.264009453]","[0.00774184019890791, 7719.360858935212, 10784610.186205927]","[0.007737493264540141, 7734.36350447378, 10916473.455054436]","[0.007791533830056531, 7716.830825219209, 10760234.290951075]","[0.007905512470556724, 7661.375056071199, 10226589.01625693]","[0.007315621935429669, 7163.51510152656, 11407712.364658894]","[0.007379478401714527, 7063.353904644411, 13058189.462686576]","[0.0077887626379712265, 6959.596623411916, 13178979.853139598]","[0.007356836139927137, 7015.179694870519, 13710583.896859005]","[0.007390878768572425, 6998.135336235874, 13572044.694057377]","[0.007729269172650264, 6974.526398075144, 13346148.841688428]","[0.007957071862096394, 6904.033343266451, 12638701.25733711]","[0.013551698139537363, 18927.667249822724, 8907977.786535302]","[0.01484484636607425, 22034.750732342214, 8368195.339745015]","[0.013096538936946605, 18949.67940534584, 9169764.24343102]",,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007676107259582741, 6979.023422421811, 12114510.658892673]","[0.012161727259820045, 8477.81300337904, 9323494.450258952]","[0.01203655746387167, 8479.324563925084, 9323705.08343019]","[0.011955095439925125, 8529.823769228859, 9814347.069607757]","[0.010297725850433597, 6351.353168501442, 9905829.38495178]","[0.007677766721046748, 7739.342586043294, 10995621.816298945]","[0.007473916350516494, 7739.371207831061, 10995790.264009453]","[0.00774184019890791, 7719.360858935212, 10784610.186205927]","[0.007737493264540141, 7734.36350447378, 10916473.455054436]","[0.007791533830056531, 7716.830825219209, 10760234.290951075]","[0.007905512470556724, 7661.375056071199, 10226589.01625693]","[0.007315621935429669, 7163.51510152656, 11407712.364658894]","[0.007379478401714527, 7063.353904644411, 13058189.462686576]","[0.0077887626379712265, 6959.596623411916, 13178979.853139598]","[0.007356836139927137, 7015.179694870519, 13710583.896859005]","[0.007390878768572425, 6998.135336235874, 13572044.694057377]","[0.007729269172650264, 6974.526398075144, 13346148.841688428]","[0.007957071862096394, 6904.033343266451, 12638701.25733711]","[0.013551698139537363, 18927.667249822724, 8907977.786535302]","[0.01484484636607425, 22034.750732342214, 8368195.339745015]","[0.013096538936946605, 18949.67940534584, 9169764.24343102]",,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007676107259582741, 6979.023422421811, 12114510.658892673]","[0.012161727259820045, 8477.81300337904, 9323494.450258952]","[0.01203655746387167, 8479.324563925084, 9323705.08343019]","[0.011955095439925125, 8529.823769228859, 9814347.069607757]","[0.010297725850433597, 6351.353168501442, 9905829.38495178]","[0.007677766721046748, 7739.342586043294, 10995621.816298945]","[0.007473916350516494, 7739.371207831061, 10995790.264009453]","[0.00774184019890791, 7719.360858935212, 10784610.186205927]","[0.007737493264540141, 7734.36350447378, 10916473.455054436]","[0.007791533830056531, 7716.830825219209, 10760234.290951075]","[0.007905512470556724, 7661.375056071199, 10226589.01625693]","[0.007315621935429669, 7163.51510152656, 11407712.364658894]","[0.007379478401714527, 7063.353904644411, 13058189.462686576]","[0.0077887626379712265, 6959.596623411916, 13178979.853139598]","[0.007356836139927137, 7015.179694870519, 13710583.896859005]","[0.007390878768572425, 6998.135336235874, 13572044.694057377]","[0.007729269172650264, 6974.526398075144, 13346148.841688428]","[0.007957071862096394, 6904.033343266451, 12638701.25733711]","[0.013551698139537363, 18927.667249822724, 8907977.786535302]","[0.01484484636607425, 22034.750732342214, 8368195.339745015]","[0.013096538936946605, 18949.67940534584, 9169764.24343102]",,,,,,,,,,,,,,,,,,
"[0.007970720703814632, 4889.291557763475, 10059172.009134596]","[0.007676107259582741, 6979.023422421811, 12114510.658892673]","[0.012161727259820045, 8477.81300337904, 9323494.450258952]","[0.01203655746387167, 8479.324563925084, 9323705.08343019]","[0.011955095439925125, 8529.823769228859, 9814347.069607757]","[0.010297725850433597, 6351.353168501442, 9905829.38495178]","[0.007677766721046748, 7739.342586043294, 10995621.816298945]","[0.007473916350516494, 7739.371207831061, 10995790.264009453]","[0.00774184019890791, 7719.360858935212, 10784610.186205927]","[0.007737493264540141, 7734.36350447378, 10916473.455054436]","[0.007791533830056531, 7716.830825219209, 10760234.290951075]","[0.007905512470556724, 7661.375056071199, 10226589.01625693]","[0.007315621935429669, 7163.51510152656, 11407712.364658894]","[0.007379478401714527, 7063.353904644411, 13058189.462686576]","[0.0077887626379712265, 6959.596623411916, 13178979.853139598]","[0.007356836139927137, 7015.179694870519, 13710583.896859005]","[0.007390878768572425, 6998.135336235874, 13572044.694057377]","[0.007729269172650264, 6974.526398075144, 13346148.841688428]","[0.007957071862096394, 6904.033343266451, 12638701.25733711]","[0.013551698139537363, 18927.667249822724, 8907977.786535302]","[0.01484484636607425, 22034.750732342214, 8368195.339745015]","[0.013096538936946605, 18949.67940534584, 9169764.24343102]",,,,,,,,,,,,,,,,,,
