"[0.012750652455686228, 6585.3397943460495, 12186499.386082495]","[0.010731237054033279, 6659.389233334646, 13054430.456512887]","[0.009576855830296611, 7554.076569855781, 12044372.011553716]","[0.008657152529448178, 8667.04972242038, 11160115.457864448]","[0.010320933005076461, 7224.9573602425335, 12081851.77281395]","[0.00903147934431567, 7495.052910538772, 12238802.039137632]","[0.012704119668099687, 16625.21324028538, 11070742.412617978]","[0.011464487257105705, 7205.801958332495, 11919493.593484344]","[0.014369177190005546, 19123.734162412024, 10917649.981425263]","[0.009793703863011725, 7242.82470640524, 12289303.106282517]","[0.00965068035922745, 7249.4021031057055, 12208512.491302332]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012750652455686228, 6585.3397943460495, 12186499.386082495]","[0.010731237054033279, 6659.389233334646, 13054430.456512887]","[0.008657152529448178, 8667.04972242038, 11160115.457864448]","[0.012704119668099687, 16625.21324028538, 11070742.412617978]","[0.014369177190005546, 19123.734162412024, 10917649.981425263]","[0.00838895093725883, 7513.737872278162, 11615993.863497002]","[0.008614377217218696, 7503.154961017638, 11505162.284290247]","[0.008733200693896189, 6899.33292079791, 11353443.123805497]","[0.00770003237621476, 6966.91296193822, 11999922.63930475]","[0.008576667066064504, 6957.9232171664835, 11925666.971621089]","[0.007399006855384388, 7639.7610491261285, 12717753.308054658]","[0.007378704372226073, 7657.248956157528, 12881083.345713109]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012750652455686228, 6585.3397943460495, 12186499.386082495]","[0.010731237054033279, 6659.389233334646, 13054430.456512887]","[0.008657152529448178, 8667.04972242038, 11160115.457864448]","[0.012704119668099687, 16625.21324028538, 11070742.412617978]","[0.014369177190005546, 19123.734162412024, 10917649.981425263]","[0.00838895093725883, 7513.737872278162, 11615993.863497002]","[0.008614377217218696, 7503.154961017638, 11505162.284290247]","[0.008733200693896189, 6899.33292079791, 11353443.123805497]","[0.00770003237621476, 6966.91296193822, 11999922.63930475]","[0.008576667066064504, 6957.9232171664835, 11925666.971621089]","[0.007399006855384388, 7639.7610491261285, 12717753.308054658]","[0.007378704372226073, 7657.248956157528, 12881083.345713109]","[0.00748821319979567, 7616.7051667504975, 12393262.851525499]","[0.007490004961721451, 7599.2050350224235, 12209927.46820026]","[0.008077234146607864, 7517.743069735705, 11339832.067261094]","[0.007828057823548269, 7535.229878016398, 11522900.225292511]","[0.007873279543560648, 7534.729406213237, 11519127.377641622]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012750652455686228, 6585.3397943460495, 12186499.386082495]","[0.010731237054033279, 6659.389233334646, 13054430.456512887]","[0.008657152529448178, 8667.04972242038, 11160115.457864448]","[0.00838895093725883, 7513.737872278162, 11615993.863497002]","[0.008614377217218696, 7503.154961017638, 11505162.284290247]","[0.008733200693896189, 6899.33292079791, 11353443.123805497]","[0.00770003237621476, 6966.91296193822, 11999922.63930475]","[0.008576667066064504, 6957.9232171664835, 11925666.971621089]","[0.007399006855384388, 7639.7610491261285, 12717753.308054658]","[0.007378704372226073, 7657.248956157528, 12881083.345713109]","[0.00748821319979567, 7616.7051667504975, 12393262.851525499]","[0.007490004961721451, 7599.2050350224235, 12209927.46820026]","[0.008077234146607864, 7517.743069735705, 11339832.067261094]","[0.007828057823548269, 7535.229878016398, 11522900.225292511]","[0.007873279543560648, 7534.729406213237, 11519127.377641622]","[0.008837638505233532, 7014.009429756931, 9963115.360164395]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012750652455686228, 6585.3397943460495, 12186499.386082495]","[0.010731237054033279, 6659.389233334646, 13054430.456512887]","[0.008657152529448178, 8667.04972242038, 11160115.457864448]","[0.00838895093725883, 7513.737872278162, 11615993.863497002]","[0.008614377217218696, 7503.154961017638, 11505162.284290247]","[0.008733200693896189, 6899.33292079791, 11353443.123805497]","[0.00770003237621476, 6966.91296193822, 11999922.63930475]","[0.008576667066064504, 6957.9232171664835, 11925666.971621089]","[0.007399006855384388, 7639.7610491261285, 12717753.308054658]","[0.007378704372226073, 7657.248956157528, 12881083.345713109]","[0.00748821319979567, 7616.7051667504975, 12393262.851525499]","[0.007490004961721451, 7599.2050350224235, 12209927.46820026]","[0.008077234146607864, 7517.743069735705, 11339832.067261094]","[0.007828057823548269, 7535.229878016398, 11522900.225292511]","[0.007873279543560648, 7534.729406213237, 11519127.377641622]","[0.008837638505233532, 7014.009429756931, 9963115.360164395]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012750652455686228, 6585.3397943460495, 12186499.386082495]","[0.010731237054033279, 6659.389233334646, 13054430.456512887]","[0.008657152529448178, 8667.04972242038, 11160115.457864448]","[0.00838895093725883, 7513.737872278162, 11615993.863497002]","[0.008614377217218696, 7503.154961017638, 11505162.284290247]","[0.008733200693896189, 6899.33292079791, 11353443.123805497]","[0.00770003237621476, 6966.91296193822, 11999922.63930475]","[0.008576667066064504, 6957.9232171664835, 11925666.971621089]","[0.007399006855384388, 7639.7610491261285, 12717753.308054658]","[0.007378704372226073, 7657.248956157528, 12881083.345713109]","[0.00748821319979567, 7616.7051667504975, 12393262.851525499]","[0.007490004961721451, 7599.2050350224235, 12209927.46820026]","[0.008077234146607864, 7517.743069735705, 11339832.067261094]","[0.007828057823548269, 7535.229878016398, 11522900.225292511]","[0.007873279543560648, 7534.729406213237, 11519127.377641622]","[0.008837638505233532, 7014.009429756931, 9963115.360164395]","[0.013958881278301704, 19775.488452957376, 9643687.468185231]","[0.01469832096691042, 21656.780286002388, 9092407.844538948]","[0.014462895520240753, 19767.992112369506, 9523455.108316798]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012750652455686228, 6585.3397943460495, 12186499.386082495]","[0.010731237054033279, 6659.389233334646, 13054430.456512887]","[0.008657152529448178, 8667.04972242038, 11160115.457864448]","[0.00838895093725883, 7513.737872278162, 11615993.863497002]","[0.008614377217218696, 7503.154961017638, 11505162.284290247]","[0.008733200693896189, 6899.33292079791, 11353443.123805497]","[0.00770003237621476, 6966.91296193822, 11999922.63930475]","[0.008576667066064504, 6957.9232171664835, 11925666.971621089]","[0.007399006855384388, 7639.7610491261285, 12717753.308054658]","[0.007378704372226073, 7657.248956157528, 12881083.345713109]","[0.00748821319979567, 7616.7051667504975, 12393262.851525499]","[0.007490004961721451, 7599.2050350224235, 12209927.46820026]","[0.008077234146607864, 7517.743069735705, 11339832.067261094]","[0.007828057823548269, 7535.229878016398, 11522900.225292511]","[0.007873279543560648, 7534.729406213237, 11519127.377641622]","[0.008837638505233532, 7014.009429756931, 9963115.360164395]","[0.013958881278301704, 19775.488452957376, 9643687.468185231]","[0.01469832096691042, 21656.780286002388, 9092407.844538948]","[0.014462895520240753, 19767.992112369506, 9523455.108316798]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012750652455686228, 6585.3397943460495, 12186499.386082495]","[0.010731237054033279, 6659.389233334646, 13054430.456512887]","[0.008657152529448178, 8667.04972242038, 11160115.457864448]","[0.00838895093725883, 7513.737872278162, 11615993.863497002]","[0.008614377217218696, 7503.154961017638, 11505162.284290247]","[0.008733200693896189, 6899.33292079791, 11353443.123805497]","[0.00770003237621476, 6966.91296193822, 11999922.63930475]","[0.008576667066064504, 6957.9232171664835, 11925666.971621089]","[0.007399006855384388, 7639.7610491261285, 12717753.308054658]","[0.007378704372226073, 7657.248956157528, 12881083.345713109]","[0.00748821319979567, 7616.7051667504975, 12393262.851525499]","[0.007490004961721451, 7599.2050350224235, 12209927.46820026]","[0.008077234146607864, 7517.743069735705, 11339832.067261094]","[0.007828057823548269, 7535.229878016398, 11522900.225292511]","[0.007873279543560648, 7534.729406213237, 11519127.377641622]","[0.008837638505233532, 7014.009429756931, 9963115.360164395]","[0.01469832096691042, 21656.780286002388, 9092407.844538948]","[0.014462895520240753, 19767.992112369506, 9523455.108316798]","[0.011081441608383615, 8517.465029720179, 9623288.545171214]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012750652455686228, 6585.3397943460495, 12186499.386082495]","[0.010731237054033279, 6659.389233334646, 13054430.456512887]","[0.008657152529448178, 8667.04972242038, 11160115.457864448]","[0.00838895093725883, 7513.737872278162, 11615993.863497002]","[0.008614377217218696, 7503.154961017638, 11505162.284290247]","[0.008733200693896189, 6899.33292079791, 11353443.123805497]","[0.00770003237621476, 6966.91296193822, 11999922.63930475]","[0.008576667066064504, 6957.9232171664835, 11925666.971621089]","[0.007399006855384388, 7639.7610491261285, 12717753.308054658]","[0.007378704372226073, 7657.248956157528, 12881083.345713109]","[0.00748821319979567, 7616.7051667504975, 12393262.851525499]","[0.007490004961721451, 7599.2050350224235, 12209927.46820026]","[0.008077234146607864, 7517.743069735705, 11339832.067261094]","[0.007828057823548269, 7535.229878016398, 11522900.225292511]","[0.007873279543560648, 7534.729406213237, 11519127.377641622]","[0.008837638505233532, 7014.009429756931, 9963115.360164395]","[0.01469832096691042, 21656.780286002388, 9092407.844538948]","[0.014462895520240753, 19767.992112369506, 9523455.108316798]","[0.011081441608383615, 8517.465029720179, 9623288.545171214]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012750652455686228, 6585.3397943460495, 12186499.386082495]","[0.010731237054033279, 6659.389233334646, 13054430.456512887]","[0.008657152529448178, 8667.04972242038, 11160115.457864448]","[0.00838895093725883, 7513.737872278162, 11615993.863497002]","[0.008614377217218696, 7503.154961017638, 11505162.284290247]","[0.008733200693896189, 6899.33292079791, 11353443.123805497]","[0.00770003237621476, 6966.91296193822, 11999922.63930475]","[0.008576667066064504, 6957.9232171664835, 11925666.971621089]","[0.007399006855384388, 7639.7610491261285, 12717753.308054658]","[0.007378704372226073, 7657.248956157528, 12881083.345713109]","[0.00748821319979567, 7616.7051667504975, 12393262.851525499]","[0.007490004961721451, 7599.2050350224235, 12209927.46820026]","[0.008077234146607864, 7517.743069735705, 11339832.067261094]","[0.007828057823548269, 7535.229878016398, 11522900.225292511]","[0.007873279543560648, 7534.729406213237, 11519127.377641622]","[0.008837638505233532, 7014.009429756931, 9963115.360164395]","[0.01469832096691042, 21656.780286002388, 9092407.844538948]","[0.014462895520240753, 19767.992112369506, 9523455.108316798]","[0.011081441608383615, 8517.465029720179, 9623288.545171214]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012750652455686228, 6585.3397943460495, 12186499.386082495]","[0.010731237054033279, 6659.389233334646, 13054430.456512887]","[0.008657152529448178, 8667.04972242038, 11160115.457864448]","[0.00838895093725883, 7513.737872278162, 11615993.863497002]","[0.008614377217218696, 7503.154961017638, 11505162.284290247]","[0.008733200693896189, 6899.33292079791, 11353443.123805497]","[0.00770003237621476, 6966.91296193822, 11999922.63930475]","[0.008576667066064504, 6957.9232171664835, 11925666.971621089]","[0.007399006855384388, 7639.7610491261285, 12717753.308054658]","[0.007378704372226073, 7657.248956157528, 12881083.345713109]","[0.00748821319979567, 7616.7051667504975, 12393262.851525499]","[0.007490004961721451, 7599.2050350224235, 12209927.46820026]","[0.008077234146607864, 7517.743069735705, 11339832.067261094]","[0.007828057823548269, 7535.229878016398, 11522900.225292511]","[0.007873279543560648, 7534.729406213237, 11519127.377641622]","[0.008837638505233532, 7014.009429756931, 9963115.360164395]","[0.01469832096691042, 21656.780286002388, 9092407.844538948]","[0.014462895520240753, 19767.992112369506, 9523455.108316798]","[0.011081441608383615, 8517.465029720179, 9623288.545171214]",,,,,,,,,,,,,,,,,,,,,,,,,,,
