"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.01023431349234104, 8514.3692296284, 9674651.940580126]","[0.00870732537051485, 7249.967834019051, 9760000.793679753]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.01309631311793533, 18794.572607592494, 9606767.337636016]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.008935371031988704, 6439.899768445261, 10739508.552215042]","[0.019769784537057123, 24174.44161271606, 9602001.059975574]",,,,,,,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.01023431349234104, 8514.3692296284, 9674651.940580126]","[0.00870732537051485, 7249.967834019051, 9760000.793679753]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.01309631311793533, 18794.572607592494, 9606767.337636016]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.008935371031988704, 6439.899768445261, 10739508.552215042]","[0.014903539669832913, 22817.24815496201, 9569749.532295553]","[0.014903554035316912, 22817.248144817113, 9569711.483574353]","[0.015347264726438064, 22813.24309078244, 9591693.251535576]","[0.016206590678106494, 22796.316488162305, 9586914.69333037]",,,,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.01023431349234104, 8514.3692296284, 9674651.940580126]","[0.00870732537051485, 7249.967834019051, 9760000.793679753]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.01309631311793533, 18794.572607592494, 9606767.337636016]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.008935371031988704, 6439.899768445261, 10739508.552215042]","[0.014903539669832913, 22817.24815496201, 9569749.532295553]","[0.014903554035316912, 22817.248144817113, 9569711.483574353]","[0.015347264726438064, 22813.24309078244, 9591693.251535576]","[0.016206590678106494, 22796.316488162305, 9586914.69333037]","[0.00990858598148838, 7003.860601455037, 9776259.268774103]",,,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.01023431349234104, 8514.3692296284, 9674651.940580126]","[0.00870732537051485, 7249.967834019051, 9760000.793679753]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.01309631311793533, 18794.572607592494, 9606767.337636016]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.014903539669832913, 22817.24815496201, 9569749.532295553]","[0.014903554035316912, 22817.248144817113, 9569711.483574353]","[0.015347264726438064, 22813.24309078244, 9591693.251535576]","[0.016206590678106494, 22796.316488162305, 9586914.69333037]","[0.00990858598148838, 7003.860601455037, 9776259.268774103]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]",,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.01023431349234104, 8514.3692296284, 9674651.940580126]","[0.00870732537051485, 7249.967834019051, 9760000.793679753]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.01309631311793533, 18794.572607592494, 9606767.337636016]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.014903539669832913, 22817.24815496201, 9569749.532295553]","[0.014903554035316912, 22817.248144817113, 9569711.483574353]","[0.015347264726438064, 22813.24309078244, 9591693.251535576]","[0.016206590678106494, 22796.316488162305, 9586914.69333037]","[0.00990858598148838, 7003.860601455037, 9776259.268774103]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]",,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.01023431349234104, 8514.3692296284, 9674651.940580126]","[0.00870732537051485, 7249.967834019051, 9760000.793679753]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.01309631311793533, 18794.572607592494, 9606767.337636016]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.014903539669832913, 22817.24815496201, 9569749.532295553]","[0.014903554035316912, 22817.248144817113, 9569711.483574353]","[0.015347264726438064, 22813.24309078244, 9591693.251535576]","[0.016206590678106494, 22796.316488162305, 9586914.69333037]","[0.00990858598148838, 7003.860601455037, 9776259.268774103]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]",,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.01023431349234104, 8514.3692296284, 9674651.940580126]","[0.00870732537051485, 7249.967834019051, 9760000.793679753]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.01309631311793533, 18794.572607592494, 9606767.337636016]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.014903539669832913, 22817.24815496201, 9569749.532295553]","[0.014903554035316912, 22817.248144817113, 9569711.483574353]","[0.015347264726438064, 22813.24309078244, 9591693.251535576]","[0.016206590678106494, 22796.316488162305, 9586914.69333037]","[0.00990858598148838, 7003.860601455037, 9776259.268774103]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]",,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.01023431349234104, 8514.3692296284, 9674651.940580126]","[0.00870732537051485, 7249.967834019051, 9760000.793679753]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.01309631311793533, 18794.572607592494, 9606767.337636016]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.014903539669832913, 22817.24815496201, 9569749.532295553]","[0.014903554035316912, 22817.248144817113, 9569711.483574353]","[0.015347264726438064, 22813.24309078244, 9591693.251535576]","[0.016206590678106494, 22796.316488162305, 9586914.69333037]","[0.00990858598148838, 7003.860601455037, 9776259.268774103]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]",,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.01023431349234104, 8514.3692296284, 9674651.940580126]","[0.00870732537051485, 7249.967834019051, 9760000.793679753]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.01309631311793533, 18794.572607592494, 9606767.337636016]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.014903539669832913, 22817.24815496201, 9569749.532295553]","[0.014903554035316912, 22817.248144817113, 9569711.483574353]","[0.015347264726438064, 22813.24309078244, 9591693.251535576]","[0.016206590678106494, 22796.316488162305, 9586914.69333037]","[0.00990858598148838, 7003.860601455037, 9776259.268774103]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]",,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.01023431349234104, 8514.3692296284, 9674651.940580126]","[0.00870732537051485, 7249.967834019051, 9760000.793679753]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.01309631311793533, 18794.572607592494, 9606767.337636016]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.014903539669832913, 22817.24815496201, 9569749.532295553]","[0.014903554035316912, 22817.248144817113, 9569711.483574353]","[0.015347264726438064, 22813.24309078244, 9591693.251535576]","[0.016206590678106494, 22796.316488162305, 9586914.69333037]","[0.00990858598148838, 7003.860601455037, 9776259.268774103]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]",,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.01023431349234104, 8514.3692296284, 9674651.940580126]","[0.00870732537051485, 7249.967834019051, 9760000.793679753]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.01309631311793533, 18794.572607592494, 9606767.337636016]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.014903539669832913, 22817.24815496201, 9569749.532295553]","[0.014903554035316912, 22817.248144817113, 9569711.483574353]","[0.015347264726438064, 22813.24309078244, 9591693.251535576]","[0.016206590678106494, 22796.316488162305, 9586914.69333037]","[0.00990858598148838, 7003.860601455037, 9776259.268774103]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]",,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.01023431349234104, 8514.3692296284, 9674651.940580126]","[0.00870732537051485, 7249.967834019051, 9760000.793679753]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.01309631311793533, 18794.572607592494, 9606767.337636016]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.014903539669832913, 22817.24815496201, 9569749.532295553]","[0.014903554035316912, 22817.248144817113, 9569711.483574353]","[0.015347264726438064, 22813.24309078244, 9591693.251535576]","[0.016206590678106494, 22796.316488162305, 9586914.69333037]","[0.00990858598148838, 7003.860601455037, 9776259.268774103]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]",,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.01023431349234104, 8514.3692296284, 9674651.940580126]","[0.00870732537051485, 7249.967834019051, 9760000.793679753]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.01309631311793533, 18794.572607592494, 9606767.337636016]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.014903539669832913, 22817.24815496201, 9569749.532295553]","[0.014903554035316912, 22817.248144817113, 9569711.483574353]","[0.015347264726438064, 22813.24309078244, 9591693.251535576]","[0.016206590678106494, 22796.316488162305, 9586914.69333037]","[0.00990858598148838, 7003.860601455037, 9776259.268774103]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]",,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]","[0.008576048250078343, 6722.371351056961, 9519728.221407492]",,,,,,,,,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]","[0.008576048250078343, 6722.371351056961, 9519728.221407492]",,,,,,,,,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]","[0.008576048250078343, 6722.371351056961, 9519728.221407492]",,,,,,,,,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]","[0.008576048250078343, 6722.371351056961, 9519728.221407492]","[0.00796264735436258, 6488.416599234342, 11249562.282001361]",,,,,,,,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]","[0.008576048250078343, 6722.371351056961, 9519728.221407492]","[0.00796264735436258, 6488.416599234342, 11249562.282001361]",,,,,,,,,,,,,,,
"[0.007485341035631237, 4246.138340749643, 13073461.205248583]","[0.007985389849967084, 4631.83642787199, 10902753.126246052]","[0.007548649371243047, 4667.347899939822, 11254902.675657464]","[0.00718380199897429, 4906.20009797184, 11490318.85867007]","[0.007311348444899762, 5284.899325244595, 11383338.069318239]","[0.007439272915702341, 6635.162543646964, 9825618.737508]","[0.007390371483446123, 6635.164744020873, 9826277.404716533]","[0.008336663205568596, 6576.4189190262305, 10152321.203460027]","[0.008328446836434808, 6614.422479004803, 10526867.887131587]","[0.008370652800363577, 6558.404266310708, 9951812.909800228]","[0.00972227239938908, 6427.412455666471, 10629768.876059098]","[0.008798711738373165, 6435.8774280663565, 10733559.023137998]","[0.008709986062145972, 6448.887506540204, 10830759.064666169]","[0.008576048250078343, 6722.371351056961, 9519728.221407492]","[0.00796264735436258, 6488.416599234342, 11249562.282001361]","[0.007442328952105838, 5549.718028090303, 11354101.184283836]","[0.008365889775601938, 6108.080748677805, 10833651.276374893]",,,,,,,,,,,,,
