"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.01809775142697358, 18208.97087423361, 9833516.830193903]","[0.015123774006210344, 18254.478672463778, 10038105.968222158]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.015206948961867741, 19489.53288967594, 9722143.572797745]","[0.014977399749385643, 19489.531027553174, 9722216.927509006]","[0.013623288598605536, 20099.331896722753, 9604026.415101564]","[0.013624661049708605, 20099.331734118623, 9604192.706205837]","[0.01358794038328896, 18713.19487509953, 9841785.24851618]",,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.01809775142697358, 18208.97087423361, 9833516.830193903]","[0.015123774006210344, 18254.478672463778, 10038105.968222158]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.015206948961867741, 19489.53288967594, 9722143.572797745]","[0.014977399749385643, 19489.531027553174, 9722216.927509006]","[0.013623288598605536, 20099.331896722753, 9604026.415101564]","[0.013624661049708605, 20099.331734118623, 9604192.706205837]","[0.01358794038328896, 18713.19487509953, 9841785.24851618]",,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.01809775142697358, 18208.97087423361, 9833516.830193903]","[0.015123774006210344, 18254.478672463778, 10038105.968222158]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01358794038328896, 18713.19487509953, 9841785.24851618]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.014225276744367592, 18743.115348353447, 9754547.394948069]","[0.014009205427436472, 18750.196135802977, 9841659.82471998]",,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.01809775142697358, 18208.97087423361, 9833516.830193903]","[0.015123774006210344, 18254.478672463778, 10038105.968222158]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01358794038328896, 18713.19487509953, 9841785.24851618]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.013162527944714262, 18730.195308903818, 9420821.01906848]",,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.012084545957591212, 10118.944513308234, 9354377.842525927]","[0.01196204189138792, 10174.962717090468, 9934489.647563457]","[0.00961045442804418, 10214.055559812154, 10322986.10817803]","[0.00965514506785536, 10188.55600589614, 10099791.58916724]",,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.012084545957591212, 10118.944513308234, 9354377.842525927]","[0.01196204189138792, 10174.962717090468, 9934489.647563457]","[0.00961045442804418, 10214.055559812154, 10322986.10817803]","[0.00965514506785536, 10188.55600589614, 10099791.58916724]",,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.012084545957591212, 10118.944513308234, 9354377.842525927]","[0.01196204189138792, 10174.962717090468, 9934489.647563457]","[0.00961045442804418, 10214.055559812154, 10322986.10817803]","[0.00965514506785536, 10188.55600589614, 10099791.58916724]",,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.012084545957591212, 10118.944513308234, 9354377.842525927]","[0.01196204189138792, 10174.962717090468, 9934489.647563457]","[0.00961045442804418, 10214.055559812154, 10322986.10817803]","[0.00965514506785536, 10188.55600589614, 10099791.58916724]",,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.012084545957591212, 10118.944513308234, 9354377.842525927]","[0.01196204189138792, 10174.962717090468, 9934489.647563457]","[0.00961045442804418, 10214.055559812154, 10322986.10817803]","[0.00965514506785536, 10188.55600589614, 10099791.58916724]",,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.012084545957591212, 10118.944513308234, 9354377.842525927]","[0.01196204189138792, 10174.962717090468, 9934489.647563457]","[0.00961045442804418, 10214.055559812154, 10322986.10817803]","[0.00965514506785536, 10188.55600589614, 10099791.58916724]","[0.006255964633185055, 5365.2303988003205, 12616181.761739388]",,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.012084545957591212, 10118.944513308234, 9354377.842525927]","[0.01196204189138792, 10174.962717090468, 9934489.647563457]","[0.00961045442804418, 10214.055559812154, 10322986.10817803]","[0.00965514506785536, 10188.55600589614, 10099791.58916724]","[0.006255964633185055, 5365.2303988003205, 12616181.761739388]",,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.012084545957591212, 10118.944513308234, 9354377.842525927]","[0.01196204189138792, 10174.962717090468, 9934489.647563457]","[0.00961045442804418, 10214.055559812154, 10322986.10817803]","[0.00965514506785536, 10188.55600589614, 10099791.58916724]","[0.006255964633185055, 5365.2303988003205, 12616181.761739388]",,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.012084545957591212, 10118.944513308234, 9354377.842525927]","[0.01196204189138792, 10174.962717090468, 9934489.647563457]","[0.00961045442804418, 10214.055559812154, 10322986.10817803]","[0.00965514506785536, 10188.55600589614, 10099791.58916724]","[0.006255964633185055, 5365.2303988003205, 12616181.761739388]",,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.012084545957591212, 10118.944513308234, 9354377.842525927]","[0.01196204189138792, 10174.962717090468, 9934489.647563457]","[0.00961045442804418, 10214.055559812154, 10322986.10817803]","[0.00965514506785536, 10188.55600589614, 10099791.58916724]","[0.006255964633185055, 5365.2303988003205, 12616181.761739388]",,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.012084545957591212, 10118.944513308234, 9354377.842525927]","[0.01196204189138792, 10174.962717090468, 9934489.647563457]","[0.00961045442804418, 10214.055559812154, 10322986.10817803]","[0.00965514506785536, 10188.55600589614, 10099791.58916724]","[0.006255964633185055, 5365.2303988003205, 12616181.761739388]","[0.014830735306935397, 23369.51574110442, 9155972.195448456]",,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.009894563320106485, 8585.861623870673, 10301359.91671532]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.008717563605422082, 6827.33419584024, 10545537.773107247]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.012084545957591212, 10118.944513308234, 9354377.842525927]","[0.01196204189138792, 10174.962717090468, 9934489.647563457]","[0.00961045442804418, 10214.055559812154, 10322986.10817803]","[0.00965514506785536, 10188.55600589614, 10099791.58916724]","[0.006255964633185055, 5365.2303988003205, 12616181.761739388]","[0.014830735306935397, 23369.51574110442, 9155972.195448456]","[0.01045529007088108, 8572.41787468788, 10171047.457301859]",,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.006646960521577958, 4965.957970164665, 12356148.767519303]","[0.00677860485439821, 4897.474668380371, 11655182.782157188]","[0.0070066586803248865, 4825.978854334668, 10934806.870507374]","[0.007179412148312494, 4602.341651599558, 10602845.523229985]","[0.01038016470406352, 8575.810960949397, 10210127.928604757]","[0.010492744239614013, 8569.817092305198, 10102218.72234412]","[0.010404433702689163, 8580.426423829189, 10168138.141342228]","[0.01335478457044512, 19188.647000673274, 9185838.59449994]","[0.012084545957591212, 10118.944513308234, 9354377.842525927]","[0.01196204189138792, 10174.962717090468, 9934489.647563457]","[0.00965514506785536, 10188.55600589614, 10099791.58916724]","[0.006255964633185055, 5365.2303988003205, 12616181.761739388]","[0.014830735306935397, 23369.51574110442, 9155972.195448456]","[0.01045529007088108, 8572.41787468788, 10171047.457301859]","[0.007790941622774847, 6813.362640058053, 10389549.66793543]","[0.007520788218101428, 7306.644849536707, 10238384.034890711]","[0.007723538797023029, 5168.745202960725, 10591257.424033504]","[0.008229680059134402, 5142.260540434003, 10302279.639137052]",,,,,,,,
