"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014887428717472883, 20030.844700306956, 9442455.820133314]","[0.014742215217868174, 20045.83570892076, 9541918.696433218]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.014350858159048586, 21221.867597910088, 9523451.623787992]","[0.017266269003560555, 18827.70784728884, 9596963.915842663]","[0.012909214062976166, 19893.424592996966, 9712007.080178328]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.014787610306729471, 19770.957760225694, 9688709.416642733]","[0.011098794537068224, 8607.949705140312, 10536679.104470234]","[0.011673953339400292, 8524.45990143419, 9721820.226218998]","[0.011640105104152275, 8541.94555197984, 9883353.156717729]",,,,
"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014887428717472883, 20030.844700306956, 9442455.820133314]","[0.014742215217868174, 20045.83570892076, 9541918.696433218]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.014350858159048586, 21221.867597910088, 9523451.623787992]","[0.017266269003560555, 18827.70784728884, 9596963.915842663]","[0.012909214062976166, 19893.424592996966, 9712007.080178328]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.014787610306729471, 19770.957760225694, 9688709.416642733]","[0.011673953339400292, 8524.45990143419, 9721820.226218998]","[0.011640105104152275, 8541.94555197984, 9883353.156717729]","[0.009636443396106085, 7073.950623509678, 10454358.890955154]","[0.009674988809718156, 7066.961537484709, 10390081.519502716]","[0.008125796205036666, 7412.721473200525, 10706124.477715414]","[0.009451880039600858, 8562.027018806377, 10217123.33783258]","[0.009447182940212968, 8594.029196396903, 10549657.378207648]"
"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014887428717472883, 20030.844700306956, 9442455.820133314]","[0.014742215217868174, 20045.83570892076, 9541918.696433218]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.014350858159048586, 21221.867597910088, 9523451.623787992]","[0.017266269003560555, 18827.70784728884, 9596963.915842663]","[0.012909214062976166, 19893.424592996966, 9712007.080178328]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.014787610306729471, 19770.957760225694, 9688709.416642733]","[0.011673953339400292, 8524.45990143419, 9721820.226218998]","[0.011640105104152275, 8541.94555197984, 9883353.156717729]","[0.009636443396106085, 7073.950623509678, 10454358.890955154]","[0.009674988809718156, 7066.961537484709, 10390081.519502716]","[0.008125796205036666, 7412.721473200525, 10706124.477715414]","[0.009451880039600858, 8562.027018806377, 10217123.33783258]","[0.009447182940212968, 8594.029196396903, 10549657.378207648]"
"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014887428717472883, 20030.844700306956, 9442455.820133314]","[0.014742215217868174, 20045.83570892076, 9541918.696433218]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.014350858159048586, 21221.867597910088, 9523451.623787992]","[0.017266269003560555, 18827.70784728884, 9596963.915842663]","[0.012909214062976166, 19893.424592996966, 9712007.080178328]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.014787610306729471, 19770.957760225694, 9688709.416642733]","[0.011673953339400292, 8524.45990143419, 9721820.226218998]","[0.011640105104152275, 8541.94555197984, 9883353.156717729]","[0.009636443396106085, 7073.950623509678, 10454358.890955154]","[0.009674988809718156, 7066.961537484709, 10390081.519502716]","[0.008125796205036666, 7412.721473200525, 10706124.477715414]","[0.009451880039600858, 8562.027018806377, 10217123.33783258]","[0.009447182940212968, 8594.029196396903, 10549657.378207648]"
"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014887428717472883, 20030.844700306956, 9442455.820133314]","[0.014742215217868174, 20045.83570892076, 9541918.696433218]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.014350858159048586, 21221.867597910088, 9523451.623787992]","[0.017266269003560555, 18827.70784728884, 9596963.915842663]","[0.012909214062976166, 19893.424592996966, 9712007.080178328]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.014787610306729471, 19770.957760225694, 9688709.416642733]","[0.011673953339400292, 8524.45990143419, 9721820.226218998]","[0.011640105104152275, 8541.94555197984, 9883353.156717729]","[0.009636443396106085, 7073.950623509678, 10454358.890955154]","[0.009674988809718156, 7066.961537484709, 10390081.519502716]","[0.008125796205036666, 7412.721473200525, 10706124.477715414]","[0.009451880039600858, 8562.027018806377, 10217123.33783258]","[0.009447182940212968, 8594.029196396903, 10549657.378207648]"
"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.009636443396106085, 7073.950623509678, 10454358.890955154]","[0.009674988809718156, 7066.961537484709, 10390081.519502716]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]",,,,,,,,,,
"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.009636443396106085, 7073.950623509678, 10454358.890955154]","[0.009674988809718156, 7066.961537484709, 10390081.519502716]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.007724933913405743, 6820.083428080267, 11711382.033957556]","[0.007408900822243579, 6848.6066378567775, 12035481.687972702]","[0.007492414118844251, 6928.37622724873, 11654730.043499794]","[0.007478907287146137, 6930.383985734002, 11681537.232381474]",,,,,,
"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.009636443396106085, 7073.950623509678, 10454358.890955154]","[0.009674988809718156, 7066.961537484709, 10390081.519502716]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.007724933913405743, 6820.083428080267, 11711382.033957556]","[0.007408900822243579, 6848.6066378567775, 12035481.687972702]","[0.007492414118844251, 6928.37622724873, 11654730.043499794]","[0.007478907287146137, 6930.383985734002, 11681537.232381474]","[0.008214364461235326, 5380.373026160397, 11257413.270387378]","[0.008691841613677937, 6145.734697092249, 11220998.052426225]","[0.008824363211188008, 6133.21296931808, 11081817.053462643]",,,
"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.009636443396106085, 7073.950623509678, 10454358.890955154]","[0.009674988809718156, 7066.961537484709, 10390081.519502716]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.007724933913405743, 6820.083428080267, 11711382.033957556]","[0.007408900822243579, 6848.6066378567775, 12035481.687972702]","[0.007492414118844251, 6928.37622724873, 11654730.043499794]","[0.007478907287146137, 6930.383985734002, 11681537.232381474]","[0.008214364461235326, 5380.373026160397, 11257413.270387378]","[0.008691841613677937, 6145.734697092249, 11220998.052426225]","[0.008824363211188008, 6133.21296931808, 11081817.053462643]",,,
"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.009636443396106085, 7073.950623509678, 10454358.890955154]","[0.009674988809718156, 7066.961537484709, 10390081.519502716]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.007724933913405743, 6820.083428080267, 11711382.033957556]","[0.007408900822243579, 6848.6066378567775, 12035481.687972702]","[0.007492414118844251, 6928.37622724873, 11654730.043499794]","[0.007478907287146137, 6930.383985734002, 11681537.232381474]","[0.008214364461235326, 5380.373026160397, 11257413.270387378]","[0.008691841613677937, 6145.734697092249, 11220998.052426225]","[0.008824363211188008, 6133.21296931808, 11081817.053462643]",,,
"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.009636443396106085, 7073.950623509678, 10454358.890955154]","[0.009674988809718156, 7066.961537484709, 10390081.519502716]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.007724933913405743, 6820.083428080267, 11711382.033957556]","[0.007408900822243579, 6848.6066378567775, 12035481.687972702]","[0.007492414118844251, 6928.37622724873, 11654730.043499794]","[0.007478907287146137, 6930.383985734002, 11681537.232381474]","[0.008214364461235326, 5380.373026160397, 11257413.270387378]","[0.008691841613677937, 6145.734697092249, 11220998.052426225]","[0.008824363211188008, 6133.21296931808, 11081817.053462643]",,,
"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.009636443396106085, 7073.950623509678, 10454358.890955154]","[0.009674988809718156, 7066.961537484709, 10390081.519502716]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.007724933913405743, 6820.083428080267, 11711382.033957556]","[0.007408900822243579, 6848.6066378567775, 12035481.687972702]","[0.007492414118844251, 6928.37622724873, 11654730.043499794]","[0.007478907287146137, 6930.383985734002, 11681537.232381474]","[0.008214364461235326, 5380.373026160397, 11257413.270387378]","[0.008691841613677937, 6145.734697092249, 11220998.052426225]","[0.008824363211188008, 6133.21296931808, 11081817.053462643]","[0.006474758187063498, 5138.337311093315, 12594649.645026816]",,
"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.009636443396106085, 7073.950623509678, 10454358.890955154]","[0.009674988809718156, 7066.961537484709, 10390081.519502716]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.007724933913405743, 6820.083428080267, 11711382.033957556]","[0.007408900822243579, 6848.6066378567775, 12035481.687972702]","[0.007492414118844251, 6928.37622724873, 11654730.043499794]","[0.007478907287146137, 6930.383985734002, 11681537.232381474]","[0.008214364461235326, 5380.373026160397, 11257413.270387378]","[0.008691841613677937, 6145.734697092249, 11220998.052426225]","[0.008824363211188008, 6133.21296931808, 11081817.053462643]","[0.006474758187063498, 5138.337311093315, 12594649.645026816]",,
"[0.007904941530412612, 6586.317285848179, 12223932.200433977]","[0.007947305607614585, 6543.32278415834, 11791465.475926768]","[0.007989345580257642, 6510.82863611623, 11491173.834053723]","[0.00844599985189854, 6876.174950243717, 11111243.73194556]","[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.008728035154138678, 6826.172410451337, 10554892.537481036]","[0.009636443396106085, 7073.950623509678, 10454358.890955154]","[0.009674988809718156, 7066.961537484709, 10390081.519502716]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.007724933913405743, 6820.083428080267, 11711382.033957556]","[0.007408900822243579, 6848.6066378567775, 12035481.687972702]","[0.007492414118844251, 6928.37622724873, 11654730.043499794]","[0.007478907287146137, 6930.383985734002, 11681537.232381474]","[0.008214364461235326, 5380.373026160397, 11257413.270387378]","[0.008691841613677937, 6145.734697092249, 11220998.052426225]","[0.008824363211188008, 6133.21296931808, 11081817.053462643]","[0.006474758187063498, 5138.337311093315, 12594649.645026816]",,
"[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.006318391110921649, 4557.477134279744, 10089765.094250573]","[0.006293908134176538, 4764.1032671923485, 10269343.920711726]","[0.006399954998768931, 4744.576529854513, 10078891.454692123]","[0.006526982034640715, 4742.566769881589, 10066093.393389132]",,,,,,,,,,,,,
"[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.006318391110921649, 4557.477134279744, 10089765.094250573]","[0.006293908134176538, 4764.1032671923485, 10269343.920711726]","[0.006399954998768931, 4744.576529854513, 10078891.454692123]","[0.006526982034640715, 4742.566769881589, 10066093.393389132]",,,,,,,,,,,,,
"[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.006318391110921649, 4557.477134279744, 10089765.094250573]","[0.006293908134176538, 4764.1032671923485, 10269343.920711726]","[0.006399954998768931, 4744.576529854513, 10078891.454692123]","[0.006526982034640715, 4742.566769881589, 10066093.393389132]",,,,,,,,,,,,,
"[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.006318391110921649, 4557.477134279744, 10089765.094250573]","[0.006293908134176538, 4764.1032671923485, 10269343.920711726]","[0.006399954998768931, 4744.576529854513, 10078891.454692123]","[0.006526982034640715, 4742.566769881589, 10066093.393389132]",,,,,,,,,,,,,
"[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.006318391110921649, 4557.477134279744, 10089765.094250573]","[0.006293908134176538, 4764.1032671923485, 10269343.920711726]","[0.006399954998768931, 4744.576529854513, 10078891.454692123]","[0.006526982034640715, 4742.566769881589, 10066093.393389132]",,,,,,,,,,,,,
"[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.006318391110921649, 4557.477134279744, 10089765.094250573]","[0.006293908134176538, 4764.1032671923485, 10269343.920711726]","[0.006399954998768931, 4744.576529854513, 10078891.454692123]","[0.006526982034640715, 4742.566769881589, 10066093.393389132]","[0.014274857667251471, 20412.176887384747, 9349006.092003694]","[0.014589032718552731, 20412.12257364232, 9348922.203231577]",,,,,,,,,,,
"[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.006318391110921649, 4557.477134279744, 10089765.094250573]","[0.006293908134176538, 4764.1032671923485, 10269343.920711726]","[0.006399954998768931, 4744.576529854513, 10078891.454692123]","[0.006526982034640715, 4742.566769881589, 10066093.393389132]","[0.014274857667251471, 20412.176887384747, 9349006.092003694]","[0.014589032718552731, 20412.12257364232, 9348922.203231577]",,,,,,,,,,,
"[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.006318391110921649, 4557.477134279744, 10089765.094250573]","[0.006293908134176538, 4764.1032671923485, 10269343.920711726]","[0.006399954998768931, 4744.576529854513, 10078891.454692123]","[0.006526982034640715, 4742.566769881589, 10066093.393389132]","[0.014274857667251471, 20412.176887384747, 9349006.092003694]","[0.014589032718552731, 20412.12257364232, 9348922.203231577]",,,,,,,,,,,
"[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.006318391110921649, 4557.477134279744, 10089765.094250573]","[0.006293908134176538, 4764.1032671923485, 10269343.920711726]","[0.006399954998768931, 4744.576529854513, 10078891.454692123]","[0.006526982034640715, 4742.566769881589, 10066093.393389132]","[0.014274857667251471, 20412.176887384747, 9349006.092003694]","[0.014589032718552731, 20412.12257364232, 9348922.203231577]",,,,,,,,,,,
"[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.006318391110921649, 4557.477134279744, 10089765.094250573]","[0.006293908134176538, 4764.1032671923485, 10269343.920711726]","[0.006399954998768931, 4744.576529854513, 10078891.454692123]","[0.006526982034640715, 4742.566769881589, 10066093.393389132]","[0.014274857667251471, 20412.176887384747, 9349006.092003694]","[0.014589032718552731, 20412.12257364232, 9348922.203231577]",,,,,,,,,,,
"[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.006318391110921649, 4557.477134279744, 10089765.094250573]","[0.006293908134176538, 4764.1032671923485, 10269343.920711726]","[0.006399954998768931, 4744.576529854513, 10078891.454692123]","[0.006526982034640715, 4742.566769881589, 10066093.393389132]","[0.014274857667251471, 20412.176887384747, 9349006.092003694]","[0.014589032718552731, 20412.12257364232, 9348922.203231577]",,,,,,,,,,,
"[0.020930482477444192, 31441.984908784252, 8722363.706843255]","[0.014471787955258032, 21183.36798566734, 9156837.253453923]","[0.007836051604457168, 7217.55474383825, 9378185.53419412]","[0.006318391110921649, 4557.477134279744, 10089765.094250573]","[0.006293908134176538, 4764.1032671923485, 10269343.920711726]","[0.006399954998768931, 4744.576529854513, 10078891.454692123]","[0.006526982034640715, 4742.566769881589, 10066093.393389132]","[0.014274857667251471, 20412.176887384747, 9349006.092003694]","[0.014589032718552731, 20412.12257364232, 9348922.203231577]",,,,,,,,,,,
