"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.007997987452221725, 6919.859738033062, 11591495.761981316]","[0.007633311577586496, 6981.848429314752, 12198780.39143227]","[0.007756010469960903, 6925.85867590587, 11622355.868172523]","[0.007508544737591805, 7002.291444170883, 12368830.184989965]","[0.007712087747127118, 6974.781619015296, 12076808.886246229]","[0.009357342037205904, 6839.715634793261, 10664870.27160461]","[0.008377735608242242, 6849.7923330070125, 10761036.986942446]","[0.01016674211695024, 7275.50120383071, 9963553.764900295]","[0.008880595543290242, 7295.52957019986, 10175100.765668523]","[0.009155644831683704, 7295.485034637966, 10174667.657247745]","[0.009156791079591652, 7291.984551508036, 10126778.294607254]","[0.009157519619728303, 7281.484244499855, 10028009.002774518]","[0.00721372473036244, 8970.971114945876, 12872732.095630426]",,,,,,,,,,,,,,
"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.007997987452221725, 6919.859738033062, 11591495.761981316]","[0.007633311577586496, 6981.848429314752, 12198780.39143227]","[0.007756010469960903, 6925.85867590587, 11622355.868172523]","[0.007508544737591805, 7002.291444170883, 12368830.184989965]","[0.007712087747127118, 6974.781619015296, 12076808.886246229]","[0.009357342037205904, 6839.715634793261, 10664870.27160461]","[0.008377735608242242, 6849.7923330070125, 10761036.986942446]","[0.01016674211695024, 7275.50120383071, 9963553.764900295]","[0.008880595543290242, 7295.52957019986, 10175100.765668523]","[0.009155644831683704, 7295.485034637966, 10174667.657247745]","[0.009156791079591652, 7291.984551508036, 10126778.294607254]","[0.009157519619728303, 7281.484244499855, 10028009.002774518]","[0.00721372473036244, 8970.971114945876, 12872732.095630426]",,,,,,,,,,,,,,
"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.009357342037205904, 6839.715634793261, 10664870.27160461]","[0.008377735608242242, 6849.7923330070125, 10761036.986942446]","[0.01016674211695024, 7275.50120383071, 9963553.764900295]","[0.008880595543290242, 7295.52957019986, 10175100.765668523]","[0.009155644831683704, 7295.485034637966, 10174667.657247745]","[0.009156791079591652, 7291.984551508036, 10126778.294607254]","[0.009157519619728303, 7281.484244499855, 10028009.002774518]","[0.007120930360693764, 7220.603387117432, 11971718.165963463]","[0.007710798172946713, 6900.312290304197, 11296513.148179388]","[0.007299920314935397, 6534.965976176711, 11679366.413941089]","[0.007096792581004579, 6643.484963146907, 12771901.48862571]",,,,,,,,,,,,,,,,
"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.009357342037205904, 6839.715634793261, 10664870.27160461]","[0.008377735608242242, 6849.7923330070125, 10761036.986942446]","[0.01016674211695024, 7275.50120383071, 9963553.764900295]","[0.008880595543290242, 7295.52957019986, 10175100.765668523]","[0.009155644831683704, 7295.485034637966, 10174667.657247745]","[0.009156791079591652, 7291.984551508036, 10126778.294607254]","[0.009157519619728303, 7281.484244499855, 10028009.002774518]","[0.007120930360693764, 7220.603387117432, 11971718.165963463]","[0.007710798172946713, 6900.312290304197, 11296513.148179388]","[0.007299920314935397, 6534.965976176711, 11679366.413941089]","[0.007096792581004579, 6643.484963146907, 12771901.48862571]",,,,,,,,,,,,,,,,
"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.009357342037205904, 6839.715634793261, 10664870.27160461]","[0.008377735608242242, 6849.7923330070125, 10761036.986942446]","[0.01016674211695024, 7275.50120383071, 9963553.764900295]","[0.008880595543290242, 7295.52957019986, 10175100.765668523]","[0.009155644831683704, 7295.485034637966, 10174667.657247745]","[0.009156791079591652, 7291.984551508036, 10126778.294607254]","[0.009157519619728303, 7281.484244499855, 10028009.002774518]","[0.007120930360693764, 7220.603387117432, 11971718.165963463]","[0.007710798172946713, 6900.312290304197, 11296513.148179388]","[0.007299920314935397, 6534.965976176711, 11679366.413941089]","[0.007096792581004579, 6643.484963146907, 12771901.48862571]",,,,,,,,,,,,,,,,
"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.009357342037205904, 6839.715634793261, 10664870.27160461]","[0.008377735608242242, 6849.7923330070125, 10761036.986942446]","[0.01016674211695024, 7275.50120383071, 9963553.764900295]","[0.008880595543290242, 7295.52957019986, 10175100.765668523]","[0.009155644831683704, 7295.485034637966, 10174667.657247745]","[0.009156791079591652, 7291.984551508036, 10126778.294607254]","[0.009157519619728303, 7281.484244499855, 10028009.002774518]","[0.007120930360693764, 7220.603387117432, 11971718.165963463]","[0.007710798172946713, 6900.312290304197, 11296513.148179388]","[0.007299920314935397, 6534.965976176711, 11679366.413941089]","[0.007096792581004579, 6643.484963146907, 12771901.48862571]",,,,,,,,,,,,,,,,
"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.009357342037205904, 6839.715634793261, 10664870.27160461]","[0.008377735608242242, 6849.7923330070125, 10761036.986942446]","[0.01016674211695024, 7275.50120383071, 9963553.764900295]","[0.008880595543290242, 7295.52957019986, 10175100.765668523]","[0.009155644831683704, 7295.485034637966, 10174667.657247745]","[0.009156791079591652, 7291.984551508036, 10126778.294607254]","[0.009157519619728303, 7281.484244499855, 10028009.002774518]","[0.007120930360693764, 7220.603387117432, 11971718.165963463]","[0.007710798172946713, 6900.312290304197, 11296513.148179388]","[0.007299920314935397, 6534.965976176711, 11679366.413941089]","[0.007096792581004579, 6643.484963146907, 12771901.48862571]",,,,,,,,,,,,,,,,
"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.009357342037205904, 6839.715634793261, 10664870.27160461]","[0.008377735608242242, 6849.7923330070125, 10761036.986942446]","[0.01016674211695024, 7275.50120383071, 9963553.764900295]","[0.008880595543290242, 7295.52957019986, 10175100.765668523]","[0.009155644831683704, 7295.485034637966, 10174667.657247745]","[0.009156791079591652, 7291.984551508036, 10126778.294607254]","[0.009157519619728303, 7281.484244499855, 10028009.002774518]","[0.007120930360693764, 7220.603387117432, 11971718.165963463]","[0.007710798172946713, 6900.312290304197, 11296513.148179388]","[0.007299920314935397, 6534.965976176711, 11679366.413941089]","[0.007096792581004579, 6643.484963146907, 12771901.48862571]",,,,,,,,,,,,,,,,
"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.009357342037205904, 6839.715634793261, 10664870.27160461]","[0.008377735608242242, 6849.7923330070125, 10761036.986942446]","[0.01016674211695024, 7275.50120383071, 9963553.764900295]","[0.008880595543290242, 7295.52957019986, 10175100.765668523]","[0.009155644831683704, 7295.485034637966, 10174667.657247745]","[0.009156791079591652, 7291.984551508036, 10126778.294607254]","[0.009157519619728303, 7281.484244499855, 10028009.002774518]","[0.007120930360693764, 7220.603387117432, 11971718.165963463]","[0.007710798172946713, 6900.312290304197, 11296513.148179388]","[0.007299920314935397, 6534.965976176711, 11679366.413941089]","[0.007096792581004579, 6643.484963146907, 12771901.48862571]","[0.008475825710245534, 5999.689943328244, 13760780.77121668]","[0.008458854157101027, 6050.19072024005, 14274174.420045467]","[0.008385980504940662, 6050.691192043211, 14278189.824881975]",,,,,,,,,,,,,
"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.009357342037205904, 6839.715634793261, 10664870.27160461]","[0.008377735608242242, 6849.7923330070125, 10761036.986942446]","[0.01016674211695024, 7275.50120383071, 9963553.764900295]","[0.008880595543290242, 7295.52957019986, 10175100.765668523]","[0.009155644831683704, 7295.485034637966, 10174667.657247745]","[0.009156791079591652, 7291.984551508036, 10126778.294607254]","[0.009157519619728303, 7281.484244499855, 10028009.002774518]","[0.007120930360693764, 7220.603387117432, 11971718.165963463]","[0.007710798172946713, 6900.312290304197, 11296513.148179388]","[0.007299920314935397, 6534.965976176711, 11679366.413941089]","[0.007096792581004579, 6643.484963146907, 12771901.48862571]","[0.008475825710245534, 5999.689943328244, 13760780.77121668]","[0.008458854157101027, 6050.19072024005, 14274174.420045467]","[0.008385980504940662, 6050.691192043211, 14278189.824881975]",,,,,,,,,,,,,
"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.009357342037205904, 6839.715634793261, 10664870.27160461]","[0.008377735608242242, 6849.7923330070125, 10761036.986942446]","[0.008880595543290242, 7295.52957019986, 10175100.765668523]","[0.009155644831683704, 7295.485034637966, 10174667.657247745]","[0.009156791079591652, 7291.984551508036, 10126778.294607254]","[0.009157519619728303, 7281.484244499855, 10028009.002774518]","[0.007120930360693764, 7220.603387117432, 11971718.165963463]","[0.007710798172946713, 6900.312290304197, 11296513.148179388]","[0.007299920314935397, 6534.965976176711, 11679366.413941089]","[0.007096792581004579, 6643.484963146907, 12771901.48862571]","[0.008475825710245534, 5999.689943328244, 13760780.77121668]","[0.008458854157101027, 6050.19072024005, 14274174.420045467]","[0.008385980504940662, 6050.691192043211, 14278189.824881975]","[0.009830944733342966, 6746.228811259761, 9837943.153370691]","[0.009601240852593125, 6784.6827272550645, 10219644.368732587]","[0.00959550356865798, 6794.684746693103, 10311243.879733158]",,,,,,,,,,,
"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.009357342037205904, 6839.715634793261, 10664870.27160461]","[0.008377735608242242, 6849.7923330070125, 10761036.986942446]","[0.008880595543290242, 7295.52957019986, 10175100.765668523]","[0.009155644831683704, 7295.485034637966, 10174667.657247745]","[0.009156791079591652, 7291.984551508036, 10126778.294607254]","[0.009157519619728303, 7281.484244499855, 10028009.002774518]","[0.007120930360693764, 7220.603387117432, 11971718.165963463]","[0.007710798172946713, 6900.312290304197, 11296513.148179388]","[0.007299920314935397, 6534.965976176711, 11679366.413941089]","[0.007096792581004579, 6643.484963146907, 12771901.48862571]","[0.008475825710245534, 5999.689943328244, 13760780.77121668]","[0.008458854157101027, 6050.19072024005, 14274174.420045467]","[0.008385980504940662, 6050.691192043211, 14278189.824881975]","[0.009830944733342966, 6746.228811259761, 9837943.153370691]","[0.009601240852593125, 6784.6827272550645, 10219644.368732587]","[0.00959550356865798, 6794.684746693103, 10311243.879733158]","[0.0071906490223748966, 7158.110332229642, 11368716.402198194]","[0.007198925855538712, 7123.1097327350835, 11021113.351441525]","[0.014705382252026628, 17985.51662080018, 9808123.630943257]","[0.015088925655733132, 17985.50695157698, 9808905.112192143]","[0.008046867170559822, 7109.124284068575, 10908242.278693838]",,,,,,
"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.009357342037205904, 6839.715634793261, 10664870.27160461]","[0.008377735608242242, 6849.7923330070125, 10761036.986942446]","[0.008880595543290242, 7295.52957019986, 10175100.765668523]","[0.009155644831683704, 7295.485034637966, 10174667.657247745]","[0.009156791079591652, 7291.984551508036, 10126778.294607254]","[0.009157519619728303, 7281.484244499855, 10028009.002774518]","[0.007120930360693764, 7220.603387117432, 11971718.165963463]","[0.007710798172946713, 6900.312290304197, 11296513.148179388]","[0.007299920314935397, 6534.965976176711, 11679366.413941089]","[0.007096792581004579, 6643.484963146907, 12771901.48862571]","[0.008475825710245534, 5999.689943328244, 13760780.77121668]","[0.008458854157101027, 6050.19072024005, 14274174.420045467]","[0.008385980504940662, 6050.691192043211, 14278189.824881975]","[0.009830944733342966, 6746.228811259761, 9837943.153370691]","[0.009601240852593125, 6784.6827272550645, 10219644.368732587]","[0.00959550356865798, 6794.684746693103, 10311243.879733158]","[0.0071906490223748966, 7158.110332229642, 11368716.402198194]","[0.007198925855538712, 7123.1097327350835, 11021113.351441525]","[0.014705382252026628, 17985.51662080018, 9808123.630943257]","[0.015088925655733132, 17985.50695157698, 9808905.112192143]","[0.008046867170559822, 7109.124284068575, 10908242.278693838]",,,,,,
"[0.008087070370371659, 7102.997220380814, 10904998.455102297]","[0.012684511115232246, 18509.05226356744, 9377675.928105874]","[0.012778326293788129, 18482.554620176987, 9032350.45181724]","[0.012861567174386012, 18484.491052036858, 9021945.865312109]","[0.013052697852165847, 19496.0381085451, 8054414.181473628]","[0.008234697032604358, 6134.616788698606, 11055461.095026014]","[0.007120930360693764, 7220.603387117432, 11971718.165963463]","[0.007710798172946713, 6900.312290304197, 11296513.148179388]","[0.007299920314935397, 6534.965976176711, 11679366.413941089]","[0.007096792581004579, 6643.484963146907, 12771901.48862571]","[0.008475825710245534, 5999.689943328244, 13760780.77121668]","[0.008458854157101027, 6050.19072024005, 14274174.420045467]","[0.008385980504940662, 6050.691192043211, 14278189.824881975]","[0.0071906490223748966, 7158.110332229642, 11368716.402198194]","[0.007198925855538712, 7123.1097327350835, 11021113.351441525]","[0.014705382252026628, 17985.51662080018, 9808123.630943257]","[0.015088925655733132, 17985.50695157698, 9808905.112192143]","[0.008046867170559822, 7109.124284068575, 10908242.278693838]","[0.008828009273520399, 6636.010586382421, 9916926.301116953]","[0.008713008853738593, 6646.031237774362, 10009466.860162903]","[0.008886874131383761, 6628.562676132632, 9810763.553069746]","[0.008883205706620063, 6628.5640950150355, 9810807.809465]","[0.008230432790030627, 6765.820786842023, 10008644.360088294]","[0.008348460208348753, 6750.3171976971325, 9870387.22384676]","[0.00842131166262751, 6121.106268682761, 10897242.92762355]","[0.008536402547101439, 6112.13801610119, 10796175.563195871]",,,,,,,
