"[0.010034374511618, 6195.191191090572, 11625809.684642043]","[0.008863858063218794, 6856.621597775763, 12183248.891208028]","[0.012244031294573654, 17775.970175056005, 10435680.963389512]","[0.012555674477957714, 17775.915861313577, 10435596.806780754]","[0.015993342495838208, 17580.395379122012, 10412733.217376633]","[0.016722338840256763, 16925.575990925496, 10371229.642966932]","[0.010281691586076898, 8615.318298913564, 10596435.848810114]","[0.009560130414309339, 8640.921790103801, 10839642.085288808]","[0.014487222686148857, 18916.402359959815, 9786668.754281418]","[0.012956718111507315, 18938.88892155489, 9957346.21533157]","[0.01299514707424658, 18936.884190997054, 9967965.460906537]","[0.012757370234823425, 7461.398410813491, 10921396.667740995]","[0.01276720016421907, 7429.396233222966, 10590202.135208081]","[0.008915614395509357, 7569.964445572932, 12007681.197576875]","[0.010063806130078979, 6765.97841721583, 11208801.87213051]","[0.009116746261140209, 6860.87926727458, 11060966.828183157]","[0.009113857578005778, 7546.05324613451, 11815706.869179908]","[0.013837135849228265, 17594.70382535165, 9873835.585024234]","[0.01299614172408645, 17613.730957905704, 10072470.97483062]",,,,,,
"[0.016722338840256763, 16925.575990925496, 10371229.642966932]","[0.014487222686148857, 18916.402359959815, 9786668.754281418]","[0.012956718111507315, 18938.88892155489, 9957346.21533157]","[0.01299514707424658, 18936.884190997054, 9967965.460906537]","[0.013837135849228265, 17594.70382535165, 9873835.585024234]","[0.01299614172408645, 17613.730957905704, 10072470.97483062]","[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]",,,,,,,,,,,,,,,,
"[0.016722338840256763, 16925.575990925496, 10371229.642966932]","[0.014487222686148857, 18916.402359959815, 9786668.754281418]","[0.012956718111507315, 18938.88892155489, 9957346.21533157]","[0.01299514707424658, 18936.884190997054, 9967965.460906537]","[0.013837135849228265, 17594.70382535165, 9873835.585024234]","[0.01299614172408645, 17613.730957905704, 10072470.97483062]","[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]",,,,,,,,,,,,,,,,
"[0.014487222686148857, 18916.402359959815, 9786668.754281418]","[0.012956718111507315, 18938.88892155489, 9957346.21533157]","[0.01299514707424658, 18936.884190997054, 9967965.460906537]","[0.013837135849228265, 17594.70382535165, 9873835.585024234]","[0.01299614172408645, 17613.730957905704, 10072470.97483062]","[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008682671909847069, 7058.355002917361, 10422674.561290855]","[0.009874767358322196, 8557.837427319253, 10155448.74594136]",,,,,,,,,,,,,,,
"[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]",,,,,,,,,,,,,,,,,,,
"[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]",,,,,,,,,,,,,,,,,,,
"[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]",,,,,,,,,,,,,,,,,,
"[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]",,,,,,,,,,,,,,,,,,
"[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]",,,,,,,,,,,,,,,,,,
"[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]",,,,,,,,,,,,,,,,,,
"[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]",,,,,,,,,,,,,,,,,,
"[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]",,,,,,,,,,,,,,,,,,
"[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]",,,,,,,,,,,,,,,,,,
"[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]",,,,,,,,,,,,,,,,,,
"[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]",,,,,,,,,,,,,,,,,,
"[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]",,,,,,,,,,,,,,,,,,
"[0.00835246608879822, 5502.010178980236, 10940008.320371134]","[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]",,,,,,,,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]",,,,,,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]",,,,,,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]",,,,,,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]","[0.021887112402905886, 33438.072990915934, 8963874.178182926]","[0.014365841557831573, 18399.253830185116, 9167459.836845051]",,,,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]","[0.021887112402905886, 33438.072990915934, 8963874.178182926]","[0.014365841557831573, 18399.253830185116, 9167459.836845051]",,,,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]","[0.021887112402905886, 33438.072990915934, 8963874.178182926]","[0.014365841557831573, 18399.253830185116, 9167459.836845051]",,,,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]","[0.021887112402905886, 33438.072990915934, 8963874.178182926]","[0.014365841557831573, 18399.253830185116, 9167459.836845051]",,,,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]","[0.021887112402905886, 33438.072990915934, 8963874.178182926]","[0.014365841557831573, 18399.253830185116, 9167459.836845051]","[0.008443285148537111, 7684.911083039886, 10538313.485316262]",,,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]","[0.021887112402905886, 33438.072990915934, 8963874.178182926]","[0.014365841557831573, 18399.253830185116, 9167459.836845051]","[0.008443285148537111, 7684.911083039886, 10538313.485316262]",,,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]","[0.021887112402905886, 33438.072990915934, 8963874.178182926]","[0.014365841557831573, 18399.253830185116, 9167459.836845051]","[0.008443285148537111, 7684.911083039886, 10538313.485316262]",,,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]","[0.021887112402905886, 33438.072990915934, 8963874.178182926]","[0.014365841557831573, 18399.253830185116, 9167459.836845051]","[0.008443285148537111, 7684.911083039886, 10538313.485316262]",,,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.017209262568031868, 25748.210888694495, 9141643.891009768]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]","[0.021887112402905886, 33438.072990915934, 8963874.178182926]","[0.014365841557831573, 18399.253830185116, 9167459.836845051]","[0.008443285148537111, 7684.911083039886, 10538313.485316262]",,,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]","[0.014365841557831573, 18399.253830185116, 9167459.836845051]","[0.008443285148537111, 7684.911083039886, 10538313.485316262]","[0.009085998821357777, 6782.7476104728385, 10185285.041376825]","[0.009026292934204871, 6803.74637270293, 10374084.37881127]","[0.016689033642791246, 23323.448362474915, 8813531.918686438]",,,,,,,,,,,,
"[0.008909872077164226, 5469.498743218912, 10635375.965084538]","[0.008995296358233214, 5442.497213162846, 10376994.81517326]","[0.008774539531051374, 6959.896509621134, 9409940.76669251]","[0.008481054425278118, 6963.894507206697, 9462004.255171698]","[0.008471482559771655, 6995.8988623877485, 9792898.822319772]","[0.00671668870396648, 5200.719660604304, 11108282.519611236]","[0.006751947169104212, 5183.22702951907, 10915236.493762404]","[0.006543243088764481, 5269.000680444132, 11219509.71810707]","[0.014365841557831573, 18399.253830185116, 9167459.836845051]","[0.008443285148537111, 7684.911083039886, 10538313.485316262]","[0.009085998821357777, 6782.7476104728385, 10185285.041376825]","[0.009026292934204871, 6803.74637270293, 10374084.37881127]","[0.016689033642791246, 23323.448362474915, 8813531.918686438]",,,,,,,,,,,,
