"[0.00914625867248612, 7256.387846350392, 12344997.859003693]","[0.014557208432591397, 18663.545415792865, 11044938.928414281]","[0.00831577492139867, 7285.3926553319, 12683410.172666188]","[0.01042090949068154, 7254.812052771108, 12371414.940103216]","[0.009140554486772215, 7538.0688301959, 11889556.251801532]","[0.015599572030014469, 21173.35386436474, 10853969.73810025]","[0.015624522533076637, 18294.22119184994, 10960858.838881508]","[0.010880718131908239, 7502.940009099951, 11264393.700601948]","[0.010897205934059453, 7473.290553966159, 11566984.405845582]","[0.008635192945201523, 7608.60336264075, 12402537.393637396]","[0.009825039785085622, 6641.804096618493, 12875052.160018139]",,,,,,,,,,,,,,,,,,,,,
"[0.00914625867248612, 7256.387846350392, 12344997.859003693]","[0.00831577492139867, 7285.3926553319, 12683410.172666188]","[0.01042090949068154, 7254.812052771108, 12371414.940103216]","[0.009140554486772215, 7538.0688301959, 11889556.251801532]","[0.010880718131908239, 7502.940009099951, 11264393.700601948]","[0.010897205934059453, 7473.290553966159, 11566984.405845582]","[0.008635192945201523, 7608.60336264075, 12402537.393637396]","[0.009825039785085622, 6641.804096618493, 12875052.160018139]","[0.011920000591990977, 17950.52102471751, 9527520.202438915]","[0.012486092431620263, 19449.83130694558, 8525689.830808014]",,,,,,,,,,,,,,,,,,,,,,
"[0.00914625867248612, 7256.387846350392, 12344997.859003693]","[0.01042090949068154, 7254.812052771108, 12371414.940103216]","[0.009140554486772215, 7538.0688301959, 11889556.251801532]","[0.009825039785085622, 6641.804096618493, 12875052.160018139]","[0.011920000591990977, 17950.52102471751, 9527520.202438915]","[0.012486092431620263, 19449.83130694558, 8525689.830808014]","[0.01046147121479224, 6919.231992347601, 11499357.909568068]","[0.01087069827324379, 6875.69116862728, 11063680.652230585]","[0.008136084322125037, 7314.507388458712, 12902256.335109672]","[0.00821963866397797, 7296.48977193867, 12686345.331669128]","[0.008301489266789044, 7262.973856211575, 12353492.793912932]",,,,,,,,,,,,,,,,,,,,,
"[0.00914625867248612, 7256.387846350392, 12344997.859003693]","[0.01042090949068154, 7254.812052771108, 12371414.940103216]","[0.009140554486772215, 7538.0688301959, 11889556.251801532]","[0.009825039785085622, 6641.804096618493, 12875052.160018139]","[0.011920000591990977, 17950.52102471751, 9527520.202438915]","[0.012486092431620263, 19449.83130694558, 8525689.830808014]","[0.01046147121479224, 6919.231992347601, 11499357.909568068]","[0.01087069827324379, 6875.69116862728, 11063680.652230585]","[0.008136084322125037, 7314.507388458712, 12902256.335109672]","[0.00821963866397797, 7296.48977193867, 12686345.331669128]","[0.008301489266789044, 7262.973856211575, 12353492.793912932]","[0.00778170349007335, 7704.679495670947, 13301846.69190949]","[0.007752765254288073, 7739.091782921842, 13700302.306521557]",,,,,,,,,,,,,,,,,,,
"[0.00914625867248612, 7256.387846350392, 12344997.859003693]","[0.01042090949068154, 7254.812052771108, 12371414.940103216]","[0.009140554486772215, 7538.0688301959, 11889556.251801532]","[0.009825039785085622, 6641.804096618493, 12875052.160018139]","[0.011920000591990977, 17950.52102471751, 9527520.202438915]","[0.012486092431620263, 19449.83130694558, 8525689.830808014]","[0.01046147121479224, 6919.231992347601, 11499357.909568068]","[0.01087069827324379, 6875.69116862728, 11063680.652230585]","[0.008136084322125037, 7314.507388458712, 12902256.335109672]","[0.00821963866397797, 7296.48977193867, 12686345.331669128]","[0.008301489266789044, 7262.973856211575, 12353492.793912932]","[0.00778170349007335, 7704.679495670947, 13301846.69190949]","[0.007752765254288073, 7739.091782921842, 13700302.306521557]","[0.008781586061401692, 8736.590320029783, 11889371.963325217]","[0.008224615555293588, 7862.917629399828, 12316416.772745844]",,,,,,,,,,,,,,,,,
"[0.00914625867248612, 7256.387846350392, 12344997.859003693]","[0.009140554486772215, 7538.0688301959, 11889556.251801532]","[0.009825039785085622, 6641.804096618493, 12875052.160018139]","[0.011920000591990977, 17950.52102471751, 9527520.202438915]","[0.012486092431620263, 19449.83130694558, 8525689.830808014]","[0.01046147121479224, 6919.231992347601, 11499357.909568068]","[0.01087069827324379, 6875.69116862728, 11063680.652230585]","[0.008136084322125037, 7314.507388458712, 12902256.335109672]","[0.00821963866397797, 7296.48977193867, 12686345.331669128]","[0.008301489266789044, 7262.973856211575, 12353492.793912932]","[0.00778170349007335, 7704.679495670947, 13301846.69190949]","[0.0071932327024931235, 7742.860237925535, 11121466.274729839]","[0.007304357405037441, 7720.854080021869, 10882516.297159193]","[0.008998259014422586, 7036.7736215320565, 12743757.783031456]","[0.008999989415961087, 7024.7729546791525, 12616552.189289596]","[0.009396976192308164, 6964.276457400168, 12004629.893176218]","[0.00838968186814048, 6333.054235926433, 13019529.860509818]","[0.008369539831792793, 6335.061994411704, 13045766.161782015]",,,,,,,,,,,,,,
"[0.009825039785085622, 6641.804096618493, 12875052.160018139]","[0.011920000591990977, 17950.52102471751, 9527520.202438915]","[0.012486092431620263, 19449.83130694558, 8525689.830808014]","[0.01046147121479224, 6919.231992347601, 11499357.909568068]","[0.01087069827324379, 6875.69116862728, 11063680.652230585]","[0.008136084322125037, 7314.507388458712, 12902256.335109672]","[0.00821963866397797, 7296.48977193867, 12686345.331669128]","[0.008301489266789044, 7262.973856211575, 12353492.793912932]","[0.00778170349007335, 7704.679495670947, 13301846.69190949]","[0.0071932327024931235, 7742.860237925535, 11121466.274729839]","[0.007304357405037441, 7720.854080021869, 10882516.297159193]","[0.008998259014422586, 7036.7736215320565, 12743757.783031456]","[0.008999989415961087, 7024.7729546791525, 12616552.189289596]","[0.009396976192308164, 6964.276457400168, 12004629.893176218]","[0.00838968186814048, 6333.054235926433, 13019529.860509818]","[0.008369539831792793, 6335.061994411704, 13045766.161782015]","[0.010463358145291429, 7093.4395611444725, 10679006.35234753]","[0.009518680011069123, 7490.03972032081, 11188952.624708517]","[0.009569887225859752, 7447.045218630972, 10756425.07635229]","[0.010001333365103456, 7412.497810880512, 10339841.371226149]","[0.010792821858986883, 7054.377496190193, 10270287.254846426]","[0.010528123397355066, 7056.878865071304, 10354147.66756034]","[0.009436615150636103, 7157.414037775736, 11359516.992790287]","[0.008452880728571387, 7170.481021989394, 11524695.243650235]","[0.00978169174638029, 6911.220661801464, 11525201.404012594]",,,,,,,
"[0.011920000591990977, 17950.52102471751, 9527520.202438915]","[0.012486092431620263, 19449.83130694558, 8525689.830808014]","[0.0071932327024931235, 7742.860237925535, 11121466.274729839]","[0.007304357405037441, 7720.854080021869, 10882516.297159193]","[0.010463358145291429, 7093.4395611444725, 10679006.35234753]","[0.009569887225859752, 7447.045218630972, 10756425.07635229]","[0.010001333365103456, 7412.497810880512, 10339841.371226149]","[0.010792821858986883, 7054.377496190193, 10270287.254846426]","[0.010528123397355066, 7056.878865071304, 10354147.66756034]","[0.008655130914080676, 6138.589553920488, 11088513.152116006]","[0.008655232865260995, 6113.5895158247495, 10842225.407436112]","[0.00830487960792976, 6173.586952411544, 11467951.036094902]","[0.008290164913170918, 6175.092732684566, 11472209.434932822]","[0.0078591790861769, 6553.490688848921, 11960020.947485456]","[0.0076954011156873635, 7185.1663661188195, 11605378.621313464]","[0.007421971605473958, 7228.679435938255, 12041852.98053006]","[0.007426591044600935, 7208.676581246591, 11812872.596244853]",,,,,,,,,,,,,,,
"[0.011920000591990977, 17950.52102471751, 9527520.202438915]","[0.012486092431620263, 19449.83130694558, 8525689.830808014]","[0.0071932327024931235, 7742.860237925535, 11121466.274729839]","[0.007304357405037441, 7720.854080021869, 10882516.297159193]","[0.010463358145291429, 7093.4395611444725, 10679006.35234753]","[0.009569887225859752, 7447.045218630972, 10756425.07635229]","[0.010001333365103456, 7412.497810880512, 10339841.371226149]","[0.010792821858986883, 7054.377496190193, 10270287.254846426]","[0.010528123397355066, 7056.878865071304, 10354147.66756034]","[0.008655130914080676, 6138.589553920488, 11088513.152116006]","[0.008655232865260995, 6113.5895158247495, 10842225.407436112]","[0.00830487960792976, 6173.586952411544, 11467951.036094902]","[0.008290164913170918, 6175.092732684566, 11472209.434932822]","[0.0078591790861769, 6553.490688848921, 11960020.947485456]","[0.0076954011156873635, 7185.1663661188195, 11605378.621313464]","[0.007421971605473958, 7228.679435938255, 12041852.98053006]","[0.007426591044600935, 7208.676581246591, 11812872.596244853]",,,,,,,,,,,,,,,
"[0.011920000591990977, 17950.52102471751, 9527520.202438915]","[0.012486092431620263, 19449.83130694558, 8525689.830808014]","[0.0071932327024931235, 7742.860237925535, 11121466.274729839]","[0.007304357405037441, 7720.854080021869, 10882516.297159193]","[0.010463358145291429, 7093.4395611444725, 10679006.35234753]","[0.009569887225859752, 7447.045218630972, 10756425.07635229]","[0.010001333365103456, 7412.497810880512, 10339841.371226149]","[0.010792821858986883, 7054.377496190193, 10270287.254846426]","[0.010528123397355066, 7056.878865071304, 10354147.66756034]","[0.008655130914080676, 6138.589553920488, 11088513.152116006]","[0.008655232865260995, 6113.5895158247495, 10842225.407436112]","[0.00830487960792976, 6173.586952411544, 11467951.036094902]","[0.008290164913170918, 6175.092732684566, 11472209.434932822]","[0.0078591790861769, 6553.490688848921, 11960020.947485456]","[0.0076954011156873635, 7185.1663661188195, 11605378.621313464]","[0.007421971605473958, 7228.679435938255, 12041852.98053006]","[0.007426591044600935, 7208.676581246591, 11812872.596244853]",,,,,,,,,,,,,,,
